"","varcode","nro","wave","russian","english"
"1167","ph35.4",1167,"h20","В текущем учебном году Ваша семья регулярно или время от времени оказывает матер.помощь в неденежн.форме(яслям/дет.саду/школе);кот.посещает Ваш 4-й ребенок?Если да;то оцените в рублях размер этой помощи в ср. за месяц обуч.","In the current academic year, your family regularly or from time to time has mater.pomosch in nedenezhn.forme (manger / det.sad / school); kot.poseschaet your 4th child? If yes, then vote in rubles size of this assistance cf. . trained in the past month."
"1168","ph36.1",1168,"h20","Кто в первую очередь определяет размер этой материальной помощи в денежной и неденежной форме? 1-й ребенок","Who primarily determines the size of this financial assistance in cash or in kind? 1st child"
"1169","ph36.1s",1169,"h20","Другие; кто именно:","other; who is:"
"1170","ph36.2",1170,"h20","Кто в первую очередь определяет размер этой материальной помощи в денежной и неденежной форме? 2-й ребенок","Who primarily determines the size of this financial assistance in cash or in kind? 2nd child"
"1171","ph36.2s",1171,"h20","Другие; кто именно:","other; who is:"
"1172","ph36.3",1172,"h20","Кто в первую очередь определяет размер этой материальной помощи в денежной и неденежной форме? 3-й ребенок","Who primarily determines the size of this financial assistance in cash or in kind? 3rd child"
"1173","ph36.3s",1173,"h20","Другие; кто именно:","other; who is:"
"1174","ph36.4",1174,"h20","Кто в первую очередь определяет размер этой материальной помощи в денежной и неденежной форме? 4-й ребенок","Who primarily determines the size of this financial assistance in cash or in kind? 4th child"
"1175","ph36.4s",1175,"h20","Другие; кто именно:","other; who is:"
"1176","ph37.1",1176,"h20","Как Вы думаете; все оказывают эту помощь в денежной и неденежной форме в одинаковом размере или платят по возможностям семьи? 1-й ребенок","What do you think; all provide this assistance in cash and in kind in the same size, or pay for the family's? 1st child"
"1177","ph37.2",1177,"h20","Как Вы думаете; все оказывают эту помощь в денежной и неденежной форме в одинаковом размере или платят по возможностям семьи? 2-й ребенок","What do you think; all provide this assistance in cash and in kind in the same size, or pay for the family's? 2nd child"
"1178","ph37.3",1178,"h20","Как Вы думаете; все оказывают эту помощь в денежной и неденежной форме в одинаковом размере или платят по возможностям семьи? 3-й ребенок","What do you think; all provide this assistance in cash and in kind in the same size, or pay for the family's? 3rd child"
"1179","ph37.4",1179,"h20","Как Вы думаете; все оказывают эту помощь в денежной и неденежной форме в одинаковом размере или платят по возможностям семьи? 4-й ребенок","What do you think; all provide this assistance in cash and in kind in the same size, or pay for the family's? 4th child"
"1180","ph381.1",1180,"h20","Ваша семья платит за питание 1-го ребенка в (яслях/ детском саду/ школе) отдельно от платы за содержание в (яслях/ детском саду/школе)?","Your family pays for the power of the 1st child in (nursery / kindergarten / school) separately from charges for the in (nursery / kindergarten / school)?"
"1181","ph381.2",1181,"h20","Ваша семья платит за питание 2-го ребенка в (яслях/ детском саду/ школе) отдельно от платы за содержание в (яслях/ детском саду/школе)?","Your family pays for meals 2nd child in (nursery / kindergarten / school) separately from charges for the in (nursery / kindergarten / school)?"
"1182","ph381.3",1182,"h20","Ваша семья платит за питание 3-го ребенка в (яслях/ детском саду/ школе) отдельно от платы за содержание в (яслях/ детском саду/школе)?","Your family pays for meals third child in (nursery / kindergarten / school) separately from charges for the in (nursery / kindergarten / school)?"
"1183","ph381.4",1183,"h20","Ваша семья платит за питание 4-го ребенка в (яслях/ детском саду/ школе) отдельно от платы за содержание в (яслях/ детском саду/школе)?","Your family pays for the power of the 4th child in (nursery / kindergarten / school) separately from charges for the in (nursery / kindergarten / school)?"
"1184","ph382.1",1184,"h20","Cколько рублей в среднем Вы платите за месяц обучения; учитывая завтраки; полдники; обеды; ужины? За 1-го ребенка","How many rubles on average you pay for a month of training; Considering breakfast; snacks; dinners; dinners? For the 1st child"
"1185","ph382.2",1185,"h20","Cколько рублей в среднем Вы платите за месяц обучения; учитывая завтраки; полдники; обеды; ужины? За 2-го ребенка","How many rubles on average you pay for a month of training; Considering breakfast; snacks; dinners; dinners? For 2nd child"
"1186","ph382.3",1186,"h20","Cколько рублей в среднем Вы платите за месяц обучения; учитывая завтраки; полдники; обеды; ужины? За 3-го ребенка","How many rubles on average you pay for a month of training; Considering breakfast; snacks; dinners; dinners? For the third child"
"1187","ph382.4",1187,"h20","Cколько рублей в среднем Вы платите за месяц обучения; учитывая завтраки; полдники; обеды; ужины? За 4-го ребенка","How many rubles on average you pay for a month of training; Considering breakfast; snacks; dinners; dinners? For the 4th child"
"1188","ph391.1",1188,"h20","Ваша семья платит за экскурсии; праздники и другие мероприятия; проводимые в (яслях/ детском саду/ школе); котор(ый/ую) посещает Ваш 1-й ребенок?","Your family pays for the tour; festivals and other events; carried out in (a manger / kindergarten / school); which (th / th) visits your 1st child?"
"1189","ph391.2",1189,"h20","Ваша семья платит за экскурсии; праздники и другие мероприятия; проводимые в (яслях/ детском саду/ школе); котор(ый/ую) посещает Ваш 2-й ребенок?","Your family pays for the tour; festivals and other events; carried out in (a manger / kindergarten / school); which (th / th) visits your 2nd child?"
"1190","ph391.3",1190,"h20","Ваша семья платит за экскурсии; праздники и другие мероприятия; проводимые в (яслях/ детском саду/ школе); котор(ый/ую) посещает Ваш 3-й ребенок?","Your family pays for the tour; festivals and other events; carried out in (a manger / kindergarten / school); which (th / th) visits your third child?"
"1191","ph391.4",1191,"h20","Ваша семья платит за экскурсии; праздники и другие мероприятия; проводимые в (яслях/ детском саду/ школе); котор(ый/ую) посещает Ваш 4-й ребенок?","Your family pays for the tour; festivals and other events; carried out in (a manger / kindergarten / school); which (th / th) visits your 4th child?"
"1192","ph392.1",1192,"h20","Сколько рублей в среднем в месяц Вы платите за эти мероприятия? 1-й ребенок","How many rubles on average per month you pay for these activities? 1st child"
"1193","ph392.2",1193,"h20","Сколько рублей в среднем в месяц Вы платите за эти мероприятия? 2-й ребенок","How many rubles on average per month you pay for these activities? 2nd child"
"1194","ph392.3",1194,"h20","Сколько рублей в среднем в месяц Вы платите за эти мероприятия? 3-й ребенок","How many rubles on average per month you pay for these activities? 3rd child"
"1195","ph392.4",1195,"h20","Сколько рублей в среднем в месяц Вы платите за эти мероприятия? 4-й ребенок","How many rubles on average per month you pay for these activities? 4th child"
"1196","ph40.1",1196,"h20","Ваша семья делает ден.и иные подарки(воспит./учит.)и др.работникам (дет.сада/школы);кот.посещает Ваш 1-й ребенок;в т.ч. и за особое внимание к ребенку?Если да; то сколько руб. в среднем Вы тратите на это за месяц?","Your family does den.i other gifts (Play. / Teach.) And dr.rabotnikam (det.sad / school); kot.poseschaet your 1st child, including and for special attention to the child? If so; how many rubles. on average do you spend on it per month?"
"1197","ph40.2",1197,"h20","Ваша семья делает ден.и иные подарки (воспитат./учит.)и др.работникам (дет.сада/школы);кот. посещает Ваш 2-й ребенок; в т.ч.и за особое внимание к ребенку?Если да; то сколько руб.в среднем Вы тратите на это за месяц?","Your family does den.i other gifts (Upbringing. / Teach.) And dr.rabotnikam (det.sad / school); cat. visit your 2nd child; t.ch.i in for special attention to the child? If so; how many rub.v average do you spend on it per month?"
"1198","ph40.3",1198,"h20","Ваша семья делает ден.и иные подарки (воспитат./учит.)и др.работникам (дет.сада/школы);кот. посещает Ваш 3-й ребенок; в т.ч.и за особое внимание к ребенку?Если да; то сколько руб.в среднем Вы тратите на это за месяц?","Your family does den.i other gifts (Upbringing. / Teach.) And dr.rabotnikam (det.sad / school); cat. visit your third child; t.ch.i in for special attention to the child? If so; how many rub.v average do you spend on it per month?"
"1199","ph40.4",1199,"h20","Ваша семья делает ден.и иные подарки (воспитат./учит.)и др.работникам (дет.сада/школы);кот. посещает Ваш 4-й ребенок; в т.ч.и за особое внимание к ребенку?Если да; то сколько руб.в среднем Вы тратите на это за месяц?","Your family does den.i other gifts (Upbringing. / Teach.) And dr.rabotnikam (det.sad / school); cat. visit your 4th child; t.ch.i in for special attention to the child? If so; how many rub.v average do you spend on it per month?"
"1200","ph41.1",1200,"h20","Ваша семья платит кому-нибудь за помощь 1-му ребенку в выполнении домашних заданий или подготовке письменных работ? Если да; то сколько рублей в среднем Вы платите за месяц обучения?","Your family is paying someone for help 1st child with homework or preparing written work? If so; how many rubles on average you pay for a month of training?"
"1201","ph41.2",1201,"h20","Ваша семья платит кому-нибудь за помощь 2-му ребенку в выполнении домашних заданий или подготовке письменных работ? Если да; то сколько рублей в среднем Вы платите за месяц обучения?","Your family is paying someone for helping the 2nd child with homework or preparing written work? If so; how many rubles on average you pay for a month of training?"
"1202","ph41.3",1202,"h20","Ваша семья платит кому-нибудь за помощь 3-му ребенку в выполнении домашних заданий или подготовке письменных работ? Если да; то сколько рублей в среднем Вы платите за месяц обучения?","Your family is paying someone for help 3rd child with homework or preparing written work? If so; how many rubles on average you pay for a month of training?"
"1203","ph41.4",1203,"h20","Ваша семья платит кому-нибудь за помощь 4-му ребенку в выполнении домашних заданий или подготовке письменных работ? Если да; то сколько рублей в среднем Вы платите за месяц обучения?","Your family is paying someone for help 4th child with homework or preparing written work? If so; how many rubles on average you pay for a month of training?"
"1204","ph421.1",1204,"h20","Ваш 1-й ребенок занимается творческими или любительскими занятиями помимо обязательных занятий в (детском саду/ школе)? Это могут быть занятия как в (вашем саду/ вашей школе); так и вне ( его/ ее).","Your 1st child is engaged in creative or amateur classes in addition to the mandatory classes (kindergarten / school)? This can be a class in (your garden / your school); or is (his / her)."
"1205","ph421.2",1205,"h20","Ваш 2-й ребенок занимается творческими или любительскими занятиями помимо обязательных занятий в (детском саду/ школе)? Это могут быть занятия как в (вашем саду/ вашей школе); так и вне ( его/ ее).","Your 2nd child is engaged in creative or amateur classes in addition to the mandatory classes (kindergarten / school)? This can be a class in (your garden / your school); or is (his / her)."
"1206","ph421.3",1206,"h20","Ваш 3-й ребенок занимается творческими или любительскими занятиями помимо обязательных занятий в (детском саду/ школе)? Это могут быть занятия как в (вашем саду/ вашей школе); так и вне ( его/ ее).","Your third child is engaged in creative or amateur classes in addition to the mandatory classes (kindergarten / school)? This can be a class in (your garden / your school); or is (his / her)."
"1207","ph421.4",1207,"h20","Ваш 4-й ребенок занимается творческими или любительскими занятиями помимо обязательных занятий в (детском саду/ школе)? Это могут быть занятия как в (вашем саду/ вашей школе); так и вне ( его/ ее).","Your 4th child engaged in creative or amateur classes in addition to the mandatory classes (kindergarten / school)? This can be a class in (your garden / your school); or is (his / her)."
"1208","ph4221.1",1208,"h20","Где именно Ваш 1-й ребенок посещает дополнительные творческие или любительские занятия: В (вашем саду/ вашей школе)?","Where is your 1st child attends more creative or amateur classes: B (your garden / your school)?"
"1209","ph4231.1",1209,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий?","How many rubles on average you pay for a month of training?"
"1210","ph4221.2",1210,"h20","Где именно Ваш 1-й ребенок посещает дополнительные творческие или любительские занятия: В др.учреждении;напр.;в кружках; клубах; секциях; специализир. школах?","Where is your 1st child attends more creative or amateur classes: In dr.uchrezhdenii; eg., In circles; clubs; sections; specialize. schools?"
"1211","ph4231.2",1211,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий?","How many rubles on average you pay for a month of training?"
"1212","ph4221.3",1212,"h20","Где именно Ваш 1-й ребенок посещает дополнительные творческие или любительские занятия: С частным преподавателем; репетитором?","Where is your 1st child attends more creative or amateur classes: with a private tutor; tutor?"
"1213","ph4231.3",1213,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий?","How many rubles on average you pay for a month of training?"
"1214","ph4222.1",1214,"h20","Где именно Ваш 2-й ребенок посещает дополнительные творческие или любительские занятия: В (вашем саду/ вашей школе)?","Where exactly is your 2nd child attends more creative or amateur classes: B (your garden / your school)?"
"1215","ph4232.1",1215,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий?","How many rubles on average you pay for a month of training?"
"1216","ph4222.2",1216,"h20","Где именно Ваш 2-й ребенок посещает дополнительные творческие или любительские занятия: В др.учреждении;напр.;в кружках; клубах; секциях; специализир. школах?","Where exactly is your 2nd child attends more creative or amateur classes: In dr.uchrezhdenii; eg., In circles; clubs; sections; specialize. schools?"
"1217","ph4232.2",1217,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий?","How many rubles on average you pay for a month of training?"
"1218","ph4222.3",1218,"h20","Где именно Ваш 2-й ребенок посещает дополнительные творческие или любительские занятия: С частным преподавателем; репетитором?","Where exactly is your 2nd child attends more creative or amateur classes: with a private tutor; tutor?"
"1219","ph4232.3",1219,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий?","How many rubles on average you pay for a month of training?"
"1220","ph4223.1",1220,"h20","Где именно Ваш 3-й ребенок посещает дополнительные творческие или любительские занятия: В (вашем саду/ вашей школе)?","Where exactly is your third child attends more creative or amateur classes: B (your garden / your school)?"
"1221","ph4233.1",1221,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий?","How many rubles on average you pay for a month of training?"
"1222","ph4223.2",1222,"h20","Где именно Ваш 3-й ребенок посещает дополнительные творческие или любительские занятия: В др.учреждении;напр.;в кружках; клубах; секциях; специализир. школах?","Where exactly is your third child attends more creative or amateur classes: In dr.uchrezhdenii; eg., In circles; clubs; sections; specialize. schools?"
"1223","ph4233.2",1223,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий?","How many rubles on average you pay for a month of training?"
"1224","ph4223.3",1224,"h20","Где именно Ваш 3-й ребенок посещает дополнительные творческие или любительские занятия: С частным преподавателем; репетитором?","Where exactly is your third child attends more creative or amateur classes: with a private tutor; tutor?"
"1225","ph4233.3",1225,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий?","How many rubles on average you pay for a month of training?"
"1226","ph4224.1",1226,"h20","Где именно Ваш 4-й ребенок посещает дополнительные творческие или любительские занятия: В (вашем саду/ вашей школе)?","Where is your 4th child attends more creative or amateur classes: B (your garden / your school)?"
"1227","ph4234.1",1227,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий?","How many rubles on average you pay for a month of training?"
"1228","ph4224.2",1228,"h20","Где именно Ваш 4-й ребенок посещает дополнительные творческие или любительские занятия: В др.учреждении;напр.;в кружках; клубах; секциях; специализир. школах?","Where is your 4th child attends more creative or amateur classes: In dr.uchrezhdenii; eg., In circles; clubs; sections; specialize. schools?"
"1229","ph4234.2",1229,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий?","How many rubles on average you pay for a month of training?"
"1230","ph4224.3",1230,"h20","Где именно Ваш 4-й ребенок посещает дополнительные творческие или любительские занятия: С частным преподавателем; репетитором?","Where is your 4th child attends more creative or amateur classes: with a private tutor; tutor?"
"1231","ph4234.3",1231,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий?","How many rubles on average you pay for a month of training?"
"1232","ph431.1",1232,"h20","Ваш 1-й ребенок занимается спортом помимо обязательных занятий физкультурой в (детском саду/ школе)? Это могут быть занятия как в (вашем саду/ вашей школе); так и вне (него/ нее).","Your 1st child involved in sports in addition to the mandatory physical education in (kindergarten / school)? This can be a class in (your garden / your school); or is (him / her)."
"1233","ph431.2",1233,"h20","Ваш 2-й ребенок занимается спортом помимо обязательных занятий физкультурой в (детском саду/ школе)? Это могут быть занятия как в (вашем саду/ вашей школе); так и вне (него/ нее).","Your 2nd child involved in sports in addition to the mandatory physical education in (kindergarten / school)? This can be a class in (your garden / your school); or is (him / her)."
"1234","ph431.3",1234,"h20","Ваш 3-й ребенок занимается спортом помимо обязательных занятий физкультурой в (детском саду/ школе)? Это могут быть занятия как в (вашем саду/ вашей школе); так и вне (него/ нее).","Your third child involved in sports in addition to the mandatory physical education in (kindergarten / school)? This can be a class in (your garden / your school); or is (him / her)."
"1235","ph431.4",1235,"h20","Ваш 4-й ребенок занимается спортом помимо обязательных занятий физкультурой в (детском саду/ школе)? Это могут быть занятия как в (вашем саду/ вашей школе); так и вне (него/ нее).","Your 4th child involved in sports in addition to the mandatory physical education in (kindergarten / school)? This can be a class in (your garden / your school); or is (him / her)."
"1236","ph4321.1",1236,"h20","Где именно Ваш 1-й ребенок дополнительно занимается спортом: В (вашем саду/ вашей школе)?","Where is your 1st child additionally involved in sports: in (your garden / your school)?"
"1237","ph4331.1",1237,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий с 1-м ребенком?","How many rubles on average you pay for a month of training with the 1st child?"
"1238","ph4321.2",1238,"h20","Где именно Ваш 1-й ребенок дополнительно занимается спортом: В другом учреждении; напр.;в спорт. школе; секции; клубе;бассейне?","Where is your 1st child additionally involved in sports: In another institution; eg., in the sport. school; section; club, pool?"
"1239","ph4331.2",1239,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий с 1-м ребенком?","How many rubles on average you pay for a month of training with the 1st child?"
"1240","ph4321.3",1240,"h20","Где именно Ваш 1-й ребенок дополнительно занимается спортом: С частным тренером?","Where is your 1st child additionally involved in sports: With a private trainer?"
"1241","ph4331.3",1241,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий с 1-м ребенком?","How many rubles on average you pay for a month of training with the 1st child?"
"1242","ph4322.1",1242,"h20","Где именно Ваш 2-й ребенок дополнительно занимается спортом: В (вашем саду/ вашей школе)?","Where exactly is your 2nd child additionally involved in sports: in (your garden / your school)?"
"1243","ph4332.1",1243,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий с 2-м ребенком?","How many rubles on average you pay for a month of training with 2nd child?"
"1244","ph4322.2",1244,"h20","Где именно Ваш 2-й ребенок дополнительно занимается спортом: В другом учреждении; напр.;в спорт. школе; секции; клубе;бассейне?","Where exactly is your 2nd child additionally involved in sports: In another institution; eg., in the sport. school; section; club, pool?"
"1245","ph4332.2",1245,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий с 2-м ребенком?","How many rubles on average you pay for a month of training with 2nd child?"
"1246","ph4322.3",1246,"h20","Где именно Ваш 2-й ребенок дополнительно занимается спортом: С частным тренером?","Where exactly is your 2nd child additionally involved in sports: With a private trainer?"
"1247","ph4332.3",1247,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий с 2-м ребенком?","How many rubles on average you pay for a month of training with 2nd child?"
"1248","ph4323.1",1248,"h20","Где именно Ваш 3-й ребенок дополнительно занимается спортом: В (вашем саду/ вашей школе)?","Where exactly is your third child additionally involved in sports: in (your garden / your school)?"
"1249","ph4333.1",1249,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий с 3-м ребенком?","How many rubles on average you pay for a month of training with the 3rd child?"
"1250","ph4323.2",1250,"h20","Где именно Ваш 3-й ребенок дополнительно занимается спортом: В другом учреждении; напр.;в спорт. школе; секции; клубе;бассейне?","Where exactly is your third child additionally involved in sports: In another institution; eg., in the sport. school; section; club, pool?"
"1251","ph4333.2",1251,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий с 3-м ребенком?","How many rubles on average you pay for a month of training with the 3rd child?"
"1252","ph4323.3",1252,"h20","Где именно Ваш 3-й ребенок дополнительно занимается спортом: С частным тренером?","Where exactly is your third child additionally involved in sports: With a private trainer?"
"1253","ph4333.3",1253,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий с 3-м ребенком?","How many rubles on average you pay for a month of training with the 3rd child?"
"1254","ph4324.1",1254,"h20","Где именно Ваш 4-й ребенок дополнительно занимается спортом: В (вашем саду/ вашей школе)?","Where is your 4th child additionally involved in sports: in (your garden / your school)?"
"1255","ph4334.1",1255,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий с 4-м ребенком?","How many rubles on average you pay for a month of training with the 4th child?"
"1256","ph4324.2",1256,"h20","Где именно Ваш 4-й ребенок дополнительно занимается спортом: В другом учреждении; напр.;в спорт. школе; секции; клубе;бассейне?","Where is your 4th child additionally involved in sports: In another institution; eg., in the sport. school; section; club, pool?"
"1257","ph4334.2",1257,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий с 4-м ребенком?","How many rubles on average you pay for a month of training with the 4th child?"
"1258","ph4324.3",1258,"h20","Где именно Ваш 4-й ребенок дополнительно занимается спортом: С частным тренером?","Where is your 4th child additionally involved in sports: With a private trainer?"
"1259","ph4334.3",1259,"h20","Сколько рублей в среднем Вы платите за месяц таких занятий с 4-м ребенком?","How many rubles on average you pay for a month of training with the 4th child?"
"1260","ph44.1a",1260,"h20","У Вашей семьи в текущем учебном году есть еще какие-то расходы; связанные с воспитанием и образованием 1-го ребенка; которые мы не учли? Если да; то укажите; что это за расходы.","Does your family in the current academic year, there are some costs; related to the upbringing and education of the 1st child; that we have not considered? If so; please indicate; what is the cost."
"1261","ph44.1b",1261,"h20","Сколько рублей в среднем за  месяц (обучения/пребывания) составляют эти расходы на 1-го ребенка?","How many rubles per month on average (training / stay) make up these costs 1st child?"
"1262","ph44.1c",1262,"h20","Сколько рублей в среднем за  месяц (обучения/пребывания) составляют эти расходы на 1-го ребенка?","How many rubles per month on average (training / stay) make up these costs 1st child?"
"1263","ph44.2a",1263,"h20","У Вашей семьи в текущем учебном году есть еще какие-то расходы; связанные с воспитанием и образованием 2-го ребенка; которые мы не учли? Если да; то укажите; что это за расходы.","Does your family in the current academic year, there are some costs; related to the upbringing and education of the 2nd child; that we have not considered? If so; please indicate; what is the cost."
"1264","ph44.2b",1264,"h20","Сколько рублей в среднем за  месяц (обучения/пребывания) составляют эти расходы на 2-го ребенка?","How many rubles per month on average (training / stay) make up these costs 2nd child?"
"1265","ph44.2c",1265,"h20","Сколько рублей в среднем за  месяц (обучения/пребывания) составляют эти расходы на 2-го ребенка?","How many rubles per month on average (training / stay) make up these costs 2nd child?"
"1266","ph44.3a",1266,"h20","У Вашей семьи в текущем учебном году есть еще какие-то расходы; связанные с воспитанием и образованием 3-го ребенка; которые мы не учли? Если да; то укажите; что это за расходы.","Does your family in the current academic year, there are some costs; related to the upbringing and education of the third child; that we have not considered? If so; please indicate; what is the cost."
"1267","ph44.3b",1267,"h20","Сколько рублей в среднем за  месяц (обучения/пребывания) составляют эти расходы на 3-го ребенка?","How many rubles per month on average (training / stay), these costs make up the third child?"
"1268","ph44.3c",1268,"h20","Сколько рублей в среднем за  месяц (обучения/пребывания) составляют эти расходы на 3-го ребенка?","How many rubles per month on average (training / stay), these costs make up the third child?"
"1269","ph44.4a",1269,"h20","У Вашей семьи в текущем учебном году есть еще какие-то расходы; связанные с воспитанием и образованием 4-го ребенка; которые мы не учли? Если да; то укажите; что это за расходы.","Does your family in the current academic year, there are some costs; related to the upbringing and education of the 4th child; that we have not considered? If so; please indicate; what is the cost."
"1270","ph44.4b",1270,"h20","Сколько рублей в среднем за  месяц (обучения/пребывания) составляют эти расходы на 4-го ребенка?","How many rubles per month on average (training / stay), these costs make up the 4th child?"
"1271","ph44.4c",1271,"h20","Сколько рублей в среднем за  месяц (обучения/пребывания) составляют эти расходы на 4-го ребенка?","How many rubles per month on average (training / stay), these costs make up the 4th child?"
"1272","ph45",1272,"h20","Кто-то из чл.Вашей семьи в наст.вр.получает проф.образование(не учитыв.тех;кто обуч.на проф.курсах;курсах повыш.квалифик.)?Говорите и о детях старше 18 лет;кот.учатся в др.городах и не записаны в карт.д/х","Someone from chl.Vashey family nast.vr.poluchaet prof.obrazovanie (not uchityv.teh, who obuch.na prof.kursah; povysh.kvalifik courses.)? Talk about the children older than 18 years; kot.uchatsya in dr.gorodah and not recorded in the kart.d / x"
"1273","ph46.1b",1273,"h20","Номер 1-го учащегося из карточки д/х.","Number 1 student card from H / H."
"1274","ph46.2b",1274,"h20","Номер 2-го учащегося из карточки д/х.","Room 2nd student cards from H / H."
"1275","ph46.3b",1275,"h20","Номер 3-го учащегося из карточки д/х.","Number third of the student card d / x."
"1276","ph46.4b",1276,"h20","Номер 4-го учащегося из карточки д/х.","Room 4th student cards from H / H."
"1277","ph461.1",1277,"h20","Где учится 1-й учащийся?","Where he studied the 1st student?"
"1278","ph461.2",1278,"h20","Где учится 2-й учащийся?","Where he studied the 2nd student?"
"1279","ph461.3",1279,"h20","Где учится 3-й учащийся?","Where studies 3rd student?"
"1280","ph461.4",1280,"h20","Где учится 4-й учащийся?","Where he studied 4th student?"
"1281","ph462.1",1281,"h20","На какой форме обучения учится 1-й учащийся?","On what form of training is learning the 1st student?"
"1282","ph462.2",1282,"h20","На какой форме обучения учится 2-й учащийся?","On what form of training is learning the 2nd student?"
"1283","ph462.3",1283,"h20","На какой форме обучения учится 3-й учащийся?","On what form of learning is learning third learner?"
"1284","ph462.4",1284,"h20","На какой форме обучения учится 4-й учащийся?","On what form of training is learning the 4th student?"
"1285","ph47.1",1285,"h20","В каком году 1-й учащийся поступил(а) в это учебное заведение?","In what year did the 1st student enrolled (a) at this school?"
"1286","ph47.2",1286,"h20","В каком году 2-й учащийся поступил(а) в это учебное заведение?","In what year was the 2nd student enrolled (a) at this school?"
"1287","ph47.3",1287,"h20","В каком году 3-й учащийся поступил(а) в это учебное заведение?","In what year was the third student is enrolled (a) at this school?"
"1288","ph47.4",1288,"h20","В каком году 4-й учащийся поступил(а) в это учебное заведение?","In what year was the 4th student enrolled (a) at this school?"
"1289","ph48.1",1289,"h20","Сколько экзаменов в формате ЕГЭ сдавал(а) 1-й учащийся?","How many exams in the format of the exam handed (a) 1st student?"
"1290","ph48.2",1290,"h20","Сколько экзаменов в формате ЕГЭ сдавал(а) 2-й учащийся?","How many exams in the format of the exam handed (a) 2nd student?"
"1291","ph48.3",1291,"h20","Сколько экзаменов в формате ЕГЭ сдавал(а) 3-й учащийся?","How many exams in the format of the exam handed (a) third student?"
"1292","ph48.4",1292,"h20","Сколько экзаменов в формате ЕГЭ сдавал(а) 4-й учащийся?","How many exams in the format of the exam handed (a) 4th student?"
"1293","ph49.1",1293,"h20","Какова была общая сумма баллов; набранных 1-м учащимся по результатам ЕГЭ?","What was the total score; dialed 1st students on the results of the exam?"
"1294","ph49.2",1294,"h20","Какова была общая сумма баллов; набранных 2-м учащимся по результатам ЕГЭ?","What was the total score; dialed 2nd students on the results of the exam?"
"1295","ph49.3",1295,"h20","Какова была общая сумма баллов; набранных 3-м учащимся по результатам ЕГЭ?","What was the total score; recruited 3rd students on the results of the exam?"
"1296","ph49.4",1296,"h20","Какова была общая сумма баллов; набранных 4-м учащимся по результатам ЕГЭ?","What was the total score; dialed 4th students on the results of the exam?"
"1297","ph50.1",1297,"h20","Ваша семья платила за доброжелательное отношение при выставлении итоговых; экзаменационных оценок? Если да; то сколько Вы заплатили? 1-й учащийся","Your family paid for the friendly attitude when placing the outcome; test scores? If so; how much you paid? 1st student"
"1298","ph50.2",1298,"h20","Ваша семья платила за доброжелательное отношение при выставлении итоговых; экзаменационных оценок? Если да; то сколько Вы заплатили? 2-й учащийся","Your family paid for the friendly attitude when placing the outcome; test scores? If so; how much you paid? 2nd student"
"1299","ph50.3",1299,"h20","Ваша семья платила за доброжелательное отношение при выставлении итоговых; экзаменационных оценок? Если да; то сколько Вы заплатили? 3-й учащийся","Your family paid for the friendly attitude when placing the outcome; test scores? If so; how much you paid? 3rd student"
"1300","ph50.4",1300,"h20","Ваша семья платила за доброжелательное отношение при выставлении итоговых; экзаменационных оценок? Если да; то сколько Вы заплатили? 4-й учащийся","Your family paid for the friendly attitude when placing the outcome; test scores? If so; how much you paid? 4th student"
"1301","ph511.1",1301,"h20","НЕ БЫЛО РАСХОДОВ; СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 1-ГО УЧАЩЕГОСЯ В ЭТО УЧЕБНОЕ ЗАВЕДЕНИЕ","THERE WAS NO EXPENSES; Were linked to 1 student in this school"
"1302","ph5111.1",1302,"h20","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 1-го учащегося в это учебное заведение? Вступительный взнос; кот.требуется для поступления в это учебное заведение.","In the last 12 months have been spending your family; associated with the arrival of the 1st student at this school? The entrance fee; kot.trebuetsya for admission to this school."
"1303","ph5121.1",1303,"h20","Оцените Ваши затраты в рублях.","Evaluate your expenses in rubles."
