"","nro","varcode","wave","russian","english"
"622",476,"rl78.1a","i22","Вы или Ваша семья платили официально в кассу согласно офиц. правилам или офиц. прейскуранту медицинского учреждения за оказанные Вам стоматологические услуги; включая зубопротезирование; в течение последних трех месяцев?","You or your family officially paid in cash according to the official. regulations or official. pricelist medical institution for providing dental services to you; including dentures; during the last three months?"
"623",477,"rl78.1b","i22","Сколько заплатили в рублях?","How many paid in rubles?"
"624",478,"rl78.2a","i22","Вы или Ваша семья платили неофициально; в руки деньгами - без оформления каких- либо документов за оказанные Вам стоматологические услуги; включая зубопротезирование; в течение последних трех месяцев?","You or your family paid informally; in the hands of money - without registration of any documents provided to you for dental services; including dentures; during the last three months?"
"625",479,"rl78.2b","i22","Сколько заплатили в рублях?","How many paid in rubles?"
"626",480,"rl78.3a","i22","Вы или Ваша семья платили неофициально; в руки подарками за оказанные Вам стоматологические услуги; включая зубопротезирование; в течение последних трех месяцев?","You or your family paid informally; into the hands of gifts for dental services provided to you; including dentures; during the last three months?"
"627",481,"rl78.3b","i22","Сколько заплатили в рублях?","How many paid in rubles?"
"628",483,"rl79.1a","i22","Вы или Ваша семья платили официально в кассу согласно официальным правилам или официальному прейскуранту медицинского учреждения за это профилактическое обследование в течение последних трех месяцев?","You or your family officially paid in cash according to the official rules, or the official price list of medical institutions for this preventive care in the last three months?"
"629",484,"rl79.1b","i22","Сколько заплатили в рублях?","How many paid in rubles?"
"630",485,"rl79.2a","i22","Вы или Ваша семья платили неофициально; в руки деньгами - без оформления каких- либо документов за это профилактическое обследование в течение последних трех месяцев?","You or your family paid informally; in the hands of money - without registration of any documents for this preventive care in the last three months?"
"631",486,"rl79.2b","i22","Сколько заплатили в рублях?","How many paid in rubles?"
"632",487,"rl79.3a","i22","Вы или Ваша семья платили неофициально; в руки подарками за это профилактическое обследование в течение последних трех месяцев?","You or your family paid informally; into the hands of gifts for this preventive care in the last three months?"
"633",488,"rl79.3b","i22","Сколько заплатили в рублях?","How many paid in rubles?"
"634",823,"rl81.1","i22","Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания? Закаливание","What other measures is the family; to improve the health of your child and prevent possible disease? hardening"
"635",824,"rl81.2","i22","Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания? Правильное питание","What other measures is the family; to improve the health of your child and prevent possible disease? proper nutrition"
"636",825,"rl81.3","i22","Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания? Витамины/пищевые добавки","What other measures is the family; to improve the health of your child and prevent possible disease? Vitamins / supplements"
"637",826,"rl81.4","i22","Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания? Соблюдение режима дня","What other measures is the family; to improve the health of your child and prevent possible disease? Adherence of the day"
"638",827,"rl81.5","i22","Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания? Спортивные занятия","What other measures is the family; to improve the health of your child and prevent possible disease? Sports Activities"
"639",828,"rl81.6","i22","Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания? Посещение бани; сауны","What other measures is the family; to improve the health of your child and prevent possible disease? Seen baths; saunas"
"640",829,"rl81.7","i22","Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания? Обязательные прогулки на свежем воздухе","What other measures is the family; to improve the health of your child and prevent possible disease? Required walking outdoors"
"641",830,"rl81.8","i22","Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания? Другое; что именно?","What other measures is the family; to improve the health of your child and prevent possible disease? Other; what?"
"642",831,"rl81.8s","i22","Другое к rl81 - Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания?","Other to rl81 - What other measures is the family; to improve the health of your child and prevent possible disease?"
"643",428,"rl83","i22","Сколько раз Вы себе или кто-нибудь для Вас вызывал «Скорую помощь» в течение последних 12 месяцев?","How many times have you yourself or someone for you called ""emergency"" in the past 12 months?"
"644",429,"rl841.1a","i22","Платили ли Вы за вызовы Скорой помощи официально с оформлением документов на оплату в течение последних 12 месяцев?","Did you pay for the call ""ambulance"" officially with the paperwork for payment in the last 12 months?"
"645",430,"rl841.1b","i22","Сколько Вы заплатили за вызовы Скорой помощи официально с оформлением документов на оплату в течение последних 12 месяцев?","How much do you pay for calls ""first aid"" officially with the paperwork for payment in the last 12 months?"
"646",431,"rl841.2a","i22","Платили ли Вы за вызовы Скорой помощи неофициально; в руки; деньгами - без оформления каких-либо документов; в течение последних 12 месяцев?","Did you pay for the call ""ambulance"" informally; in the hands; money - without filing any documents; in the last 12 months?"
"647",432,"rl841.2b","i22","Сколько Вы заплатили за вызовы Скорой помощи неофициально; в руки; деньгами - без оформления каких-либо документов; в течение последних 12 месяцев?","How much do you pay for calls ""first aid"" informally; in the hands; money - without filing any documents; in the last 12 months?"
"648",433,"rl841.3a","i22","Платили ли Вы за вызовы Скорой помощи неофициально; в руки; подарками в течение последних 12 месяцев?","Did you pay for the call ""ambulance"" informally; in the hands; gifts in the last 12 months?"
"649",434,"rl841.3b","i22","Сколько Вы заплатили за вызовы Скорой помощи неофициально; в руки; подарками в течение последних 12 месяцев?","How much do you pay for calls ""first aid"" informally; in the hands; gifts in the last 12 months?"
"650",443,"rl88.1a","i22","Вы или Ваша семья платили официально в кассу согласно официальным правилам или официальному прейскуранту за амбулаторную нестоматологическую помощь; оказанную Вам медработниками в течение последних 30 дней?","You or your family officially paid in cash according to the official rules, or the official price list for outpatient nestomatologicheskuyu assistance; provide you with health care providers in the last 30 days?"
"651",444,"rl88.1b","i22","Сколько заплатили в рублях?","How many paid in rubles?"
"652",445,"rl88.2a","i22","Вы или Ваша семья платили неофициально; в руки деньгами - без оформления каких- либо документов за амбулаторную нестоматологическую помощь; оказанную Вам медработниками в течение последних 30 дней?","You or your family paid informally; in the hands of money - without registration of any documents for outpatient nestomatologicheskuyu assistance; provide you with health care providers in the last 30 days?"
"653",446,"rl88.2b","i22","Сколько заплатили в рублях?","How many paid in rubles?"
"654",447,"rl88.3a","i22","Вы или Ваша семья платили неофициально; в руки подарками за амбулаторную нестоматологическую помощь; оказанную Вам медработниками в течение последних 30 дней?","You or your family paid informally; into the hands of presents for outpatient nestomatologicheskuyu assistance; provide you with health care providers in the last 30 days?"
"655",448,"rl88.3b","i22","Сколько заплатили в рублях?","How many paid in rubles?"
"656",451,"rl89","i22","В течение последних 12 месяцев Вы пропустили по болезни сколько-нибудь рабочих или учебных дней?","During the past 12 months, have you missed due to illness any working or school days?"
"657",452,"rl90","i22","Сколько всего дней Вы пропустили по болезни за последние 12 месяцев?","How many days did you miss due to illness in the past 12 months?"
"658",489,"rm1","i22","Сколько килограмм Вы весите?","How many pounds you weigh?"
"659",836,"rm100","i22","В последние 7 дней (у него/у нее) резались зубы?","In the last 7 days (he / she) were cut teeth?"
"660",837,"rm101","i22","В последние 7 дней (у него/у нее) был понос?","In the past 7 days (he / she) had diarrhea?"
"661",838,"rm102","i22","Сколько дней из последних 7 дней (у него/у нее) был понос?","How many days in the past 7 days (he / she) had diarrhea?"
"662",839,"rm103","i22","Сколько раз за последние 24 часа (у него/у нее) был стул?","How many times in the last 24 hours (he / she) was a chair?"
"663",840,"rm104","i22","Скажите; пожалуйста; в течение последних 7 дней Вы замечали (у него/у нее) в стуле слизь - белесую или какого-нибудь другого цвета?","tell me; please; in the last 7 days you noticed (he / she) mucus in the stool - whitish or some other color?"
"664",841,"rm105","i22","В течение последних 7 дней Вы замечали (к него/у нее) в стуле кровь?","During the past 7 days did you notice (by him / her) blood in the stool?"
"665",842,"rm106","i22","Скажите; пожалуйста; с тех пор; как начался понос; Вы замечали (у него/у нее) какие-нибудь другие признаки болезни? Была (у него/у нее) повышенная температура?","tell me; please; since; began as diarrhea; Have you noticed (he / she) any other signs of the disease? Was (he / she) fever?"
"666",843,"rm107","i22","С тех пор; как начался понос; (у него/у неe) была рвота?","Since; began as diarrhea; (he / u nee) was vomiting?"
"667",844,"rm108","i22","С тех пор; как начался понос; (у него/у нее) были боли в брюшной полости: в животе; толстом и тонком кишечнике; желудке?","Since; began as diarrhea; (he / she) were abdominal pain: stomach; small and large intestine; stomach?"
"668",845,"rm109","i22","Скажите; пожалуйста; была (у него/у нее) лейкемия?","tell me; please; was (he / she) leukemia?"
"669",846,"rm111","i22","В каком возрасте у неё была первая менструация?","At what age she had first menstruation?"
"670",597,"rm11311a","i22","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз упражнениями на тренажерах?","Did you do during the last 12 months, at least 12 times the exercises at the gym?"
"671",598,"rm11311b","i22","Сколько месяцев?","How many months?"
"672",599,"rm11311c","i22","Сколько раз в месяц?","How many times a month?"
"673",600,"rm11311d","i22","Сколько минут одно занятие?","How many minutes of one session?"
"674",601,"rm11312a","i22","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз прогулочной ходьбой?","Did you do during the last 12 months, at least 12 times casual walking?"
"675",602,"rm11312b","i22","Сколько месяцев?","How many months?"
"676",603,"rm11312c","i22","Сколько раз в месяц?","How many times a month?"
"677",604,"rm11312d","i22","Сколько минут одно занятие?","How many minutes of one session?"
"678",605,"rm11313a","i22","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз спортивной ходьбой?","Did you do during the last 12 months, at least 12 times sports walking?"
"679",606,"rm11313b","i22","Сколько месяцев?","How many months?"
"680",607,"rm11313c","i22","Сколько раз в месяц?","How many times a month?"
"681",608,"rm11313d","i22","Сколько минут одно занятие?","How many minutes of one session?"
"682",609,"rm11314a","i22","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз ездой на велосипеде?","Did you do during the last 12 months, at least 12 times cycling?"
"683",610,"rm11314b","i22","Сколько месяцев?","How many months?"
"684",611,"rm11314c","i22","Сколько раз в месяц?","How many times a month?"
"685",612,"rm11314d","i22","Сколько минут одно занятие?","How many minutes of one session?"
"686",593,"rm113.1a","i22","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз бегом трусцой; катанием на коньках; лыжах?","Did you do during the last 12 months, at least 12 times jogging; ice skating; skiing?"
"687",594,"rm113.1b","i22","Сколько месяцев?","How many months?"
"688",595,"rm113.1c","i22","Сколько раз в месяц?","How many times a month?"
"689",596,"rm113.1d","i22","Сколько минут одно занятие?","How many minutes of one session?"
"690",613,"rm113.2a","i22","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз плаванием?","Did you do during the last 12 months, at least 12 times in swimming?"
"691",614,"rm113.2b","i22","Сколько месяцев?","How many months?"
"692",615,"rm113.2c","i22","Сколько раз в месяц?","How many times a month?"
"693",616,"rm113.2d","i22","Сколько минут одно занятие?","How many minutes of one session?"
"694",617,"rm113.3a","i22","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз танцами; аэробикой; шейпингом; йогой?","Did you do during the last 12 months, at least 12 times dancing; aerobics; shaping; yoga?"
"695",618,"rm113.3b","i22","Сколько месяцев?","How many months?"
"696",619,"rm113.3c","i22","Сколько раз в месяц?","How many times a month?"
"697",620,"rm113.3d","i22","Сколько минут одно занятие?","How many minutes of one session?"
"698",621,"rm113.4a","i22","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз баскетболом; волейболом; футболом; хоккеем?","Did you do during the last 12 months, at least 12 times in basketball; volleyball; football; hockey?"
"699",622,"rm113.4b","i22","Сколько месяцев?","How many months?"
"700",623,"rm113.4c","i22","Сколько раз в месяц?","How many times a month?"
"701",624,"rm113.4d","i22","Сколько минут одно занятие?","How many minutes of one session?"
"702",629,"rm11351a","i22","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз борьбой; боксом; карате?","Did you do during the last 12 months, at least 12 times a struggle; boxing; Karate?"
"703",630,"rm11351b","i22","Сколько месяцев?","How many months?"
"704",631,"rm11351c","i22","Сколько раз в месяц?","How many times a month?"
"705",632,"rm11351d","i22","Сколько минут одно занятие?","How many minutes of one session?"
"706",625,"rm113.5a","i22","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз бадминтоном; теннисом - большим или настольным?","Did you do during the last 12 months, at least 12 times badminton; tennis - tennis or table?"
"707",626,"rm113.5b","i22","Сколько месяцев?","How many months?"
"708",627,"rm113.5c","i22","Сколько раз в месяц?","How many times a month?"
"709",628,"rm113.5d","i22","Сколько минут одно занятие?","How many minutes of one session?"
"710",633,"rm113.6a","i22","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз чем-нибудь другим?","Did you do during the last 12 months, at least 12 times with something else?"
"711",634,"rm113.6b","i22","Сколько месяцев?","How many months?"
"712",635,"rm113.6c","i22","Сколько раз в месяц?","How many times a month?"
"713",636,"rm113.6d","i22","Сколько минут одно занятие?","How many minutes of one session?"
"714",637,"rm114","i22","Какой из вариантов описания лучше всего соответствует Вашим занятиям физкультурой? Не учитывайте физические нагрузки на работе","Which option best fits the description of your physical training? Do not include physical activity at work"
"715",591,"rm117.0","i22","За последние 30 дней Вы принимали какие-либо витамины; минеральные вещества; биологически активные добавки?","Over the past 30 days you are taking any vitamins; minerals; dietary supplements?"
"716",592,"rm117.1","i22","За последние 12 месяцев Вы сидели на какой-нибудь диете? Диетой мы считаем любое изменение в Вашей обычной еде именно для того; чтобы сбросить вес; похудеть; сохранить или улучшить здоровье?","Over the past 12 months, have you sat on some diet? Diet we consider any change in your usual meal is in order; to lose weight; lose weight; maintain or improve health?"
"717",527,"rm131","i22","В течение последних 12 месяцев у Вас были серьёзные нервные расстройства; депрессии?","Over the past 12 months have you had serious nervous disorders; Depression?"
"718",539,"rm147","i22","Вы сказали; что Вы бросили курить. Вы дали приблизительный или точный ответ?","You said; that you quit smoking. You gave an approximate or exact answer?"
"719",540,"rm148_a","i22","Не могли бы Вы дать более точный ответ? ВОЗРАСТ РЕСПОНДЕНТА БЫЛ:","Could you give a more accurate answer? AGE respondents were:"
"720",541,"rm148_b","i22","Не могли бы Вы дать более точный ответ? БОЛЕЕ ТОЧНОЕ ЧИСЛО ЛЕТ ТОМУ НАЗАД БРОСИЛ(А) КУРИТЬ","Could you give a more accurate answer? More accurate number YEARS AGO throw (A) SMOKING"
"721",535,"rm149","i22","По какой цене Вы обычно покупаете пачку сигарет; папирос; табака; которые курите?","At what price you would normally buy a pack of cigarettes; cigarettes; tobacco; who smoke?"
"722",536,"rm150","i22","Что Вы предпримите; если цены на сигареты; папиросы; табак; которые Вы обычно курите; вырастут в два раза?","What you do; if the price of cigarettes; cigarettes; tobacco; you usually smoke; rise twice?"
"723",589,"rm151","i22","Как часто Вы питаетесь вне дома?","How often do you eat out?"
"724",590,"rm152","i22","Удается ли Вам в целом питаться регулярно; не реже 3-х раз в день; изо дня в день?","Are you able to eat regularly as a whole; at least 3 times a day; from day to day?"
"725",490,"rm2","i22","А какой у Вас рост в сантиметрах?","And what is your height in centimeters?"
"726",493,"rm20.61","i22","Есть ли у Вас заболевания сердца?","Do you have heart disease?"
"727",501,"rm20.610","i22","Есть ли у Вас заболевания суставов?","Do you have a disease of the joints?"
"728",502,"rm20.611","i22","Есть ли у Вас заболевание ЛОР-органов?","Do you have a disease of upper respiratory tract?"
"729",503,"rm20.612","i22","Есть ли у Вас неврологические заболевания?","Do you have a neurological disease?"
"730",504,"rm20.613","i22","Есть ли у Вас заболевания глаз?","Do you have an eye disease?"
"731",509,"rm20.614","i22","Есть ли у Вас гинекологические заболевания? *В 2013 году этот вопрос не задается мужчинам. А 2012 году у мужчин он был равен 2 Нет.","Do you have a gynecological disease? * In 2013, this question is not given to men. And in 2012 he was among men is 2 ""No""."
"732",505,"rm20.615","i22","Есть ли у Вас аллергия?","Do you have allergies?"
"733",506,"rm20.616","i22","Есть ли у Вас варикозное расширение вен?","Do you have varicose veins?"
"734",507,"rm20.617","i22","Есть ли у Вас заболевания кожного покрова?","Do you have a disease of the skin?"
"735",508,"rm20.618","i22","Есть ли у Вас онкологические заболевания?","Do you have cancer?"
"736",510,"rm20.619","i22","Есть ли у Вас заболевания мочеполовой системы? *Этот пункт добавлен в 2013 году. В 2012 году эти заболевания попадали в пункт Другие хронические заболевания","Do you have any diseases of the genitourinary system? * This item has been added in 2013. In 2012, these diseases fall into the item ""Other chronic diseases"""
"737",494,"rm20.62","i22","Есть ли у Вас заболевания легких; бронхов? *В 2013 году в формулировку вопроса добавили слово бронхов","Do you have a lung disease; bronchi? * In 2013, in the wording of the question have added the word ""bronchi"""
"738",495,"rm20.63","i22","Есть ли у Вас заболевания печени?","Do you have a liver disease?"
"739",496,"rm20.64","i22","Есть ли у Вас заболевания почек?","Do you have kidney disease?"
"740",497,"rm20.65","i22","Есть ли у Вас заболевания желудочно-кишечного тракта?","Do you have a disease of the gastrointestinal tract?"
"741",498,"rm20.66","i22","Есть ли у Вас заболевания позвоночника?","Do you have a disease of the spine?"
"742",511,"rm20.67","i22","Есть ли у Вас другие хронические заболевания?","Do you have any other chronic disease?"
"743",512,"rm20.67s","i22","Какие другие хронические заболевания у Вас есть?","What other chronic diseases do you have?"
"744",499,"rm20.68","i22","Есть ли у Вас заболевания эндокринной системы; диабет или повышенный сахар крови?","Do you have a disease of the endocrine system; diabetes or high blood sugar?"
"745",500,"rm20.69","i22","Есть ли у Вас гипертоническая болезнь; повышенное артериальное давление?","Do you have hypertension; high blood pressure?"
"746",513,"rm20.7","i22","Назначена ли Вам какая-нибудь группа по инвалидности?","Do you assigned to any group disability?"
"747",514,"rm20.8","i22","Какая группа инвалидности Вам назначена? *В 2013 году изменены формулировки ответов. В 2012 году они были: 1 – Первая группа или третья степень; 2 – Вторая группа или вторая степень; 3 – Третья группа или первая степень.","Which group disability you assigned? * In 2013, changed the wording of the responses. In 2012, they were: 1 - The first group or the third degree; 2 - The second group or second degree; 3 - The third group or the first degree."
"748",515,"rm20.9m","i22","Когда Вам была назначена инвалидность? Вспомните; пожалуйста; месяц","When you were appointed as a disability? Remember; please; month"
"749",516,"rm20.9y","i22","Когда Вам была назначена инвалидность? Вспомните; пожалуйста; год","When you were appointed as a disability? Remember; please; year"
"750",491,"rm2.1","i22","Как изменился Ваш вес в течение последнего года? *В 2013 году в детском вопроснике добавили слова: Если ребенку еще нет года; то как изменился (его\ее) вес с момента рождения?","How has your weight over the past year? * In 2013, in the children's questionnaire added the words: ""If the child is not yet a year, how has changed (his \ her) weight at birth?"""
"751",492,"rm3","i22","Как Вы оцениваете Ваше здоровье. Оно у Вас:?","How do you assess your health. It you :?"
"752",517,"rm39","i22","В течение последних 12 месяцев Вам делали хирургические операции?","Over the past 12 months did you surgeries?"
"753",518,"rm43","i22","Говорил ли Вам когда-нибудь врач; что у Вас диабет или повышенный сахар в крови?","Say whether you've ever had a doctor; that you have diabetes or high blood sugar?"
"754",519,"rm46","i22","Ставили Вам когда-нибудь диагноз инфаркт миокарда?","Put you ever been diagnosed with ""myocardial infarction""?"
"755",520,"rm58.1","i22","Говорил ли Вам когда-нибудь врач; что у Вас повышенное артериальное давление?","Say whether you've ever had a doctor; that you have high blood pressure?"
"756",521,"rm59","i22","Ставил Вам врач диагноз инсульт (кровоизлияние в мозг)?","You put the doctor diagnosed a stroke (cerebral hemorrhage)?"
"757",522,"rm62","i22","В течение последних 12 месяцев говорил Вам врач; что у Вас анемия?","In the last 12 months the doctor told you; that you have anemia?"
"758",523,"rm62.1","i22","Говорил Вам когда-нибудь врач; что у Вас туберкулез?","I say to you someday doctor; that if you have TB?"
"759",524,"rm62.3","i22","Ставили Вам когда-нибудь диагноз гепатит; болезнь Боткина; желтуха?","Put you ever been diagnosed with ""hepatitis""; ""infectious disease""; ""jaundice""?"
"760",525,"rm62.5","i22","Каким типом гепатита Вы болели?","What type of hepatitis you sick?"
"761",526,"rm62.5s","i22","ДРУГОЕ к rm62.5s - Каким типом гепатита Вы болели?","To each rm62.5s - What type of hepatitis you sick?"
"762",528,"rm64","i22","Вы пользуетесь очками или контактными линзами?","Do you use glasses or contact lenses?"
"763",529,"rm66","i22","Вы пользуетесь слуховым аппаратом?","Do you use a hearing aid?"
"764",530,"rm71","i22","Вы курите в настоящее время?","Do you smoke now?"
"765",531,"rm72","i22","Когда Вы начали курить? Сколько Вам тогда было лет?","When did you start smoking? How old were you then?"
"766",532,"rm73","i22","В течение последних 7 дней Вы курили что-нибудь?","During the past 7 days did you smoke anything?"
"767",533,"rm74","i22","Что Вы в основном курите? Сейчас я перечислю Вам разные виды курева; а Вы скажите; пожалуйста; что Вы курите чаще всего","What do you mostly smoke? Now I will list you the different types of smokes; and you say; please; that you smoke more often"
"768",534,"rm75","i22","Сколько примерно штук сигарет; папирос или трубок Вы обычно выкуриваете за день?","About how many cigarettes; cigarettes or pipes you usually smoke per day?"
"769",537,"rm77","i22","Вы курили когда-нибудь?","You ever smoked?"
"770",538,"rm78","i22","Сколько лет тому назад Вы бросили курить?","How many years ago you quit smoking?"
"771",542,"rm79","i22","Вспомните; пожалуйста; когда Вы начали курить? Сколько Вам тогда было лет?","Remember; please; when you started smoking? How old were you then?"
"772",544,"rm80","i22","В течение последних 30 дней Вы употребляли алкогольные напитки?","In the last 30 days you drink alcoholic beverages?"
"773",543,"rm80.0","i22","Вы употребляете хотя бы иногда алкогольные напитки; включая пиво","Do you drink at least occasionally alcoholic beverages; including beer"
"774",545,"rm80.1","i22","В течении последних 30 дней Вы употребляли пиво?","During the last 30 days, you drink beer?"
"775",546,"rm81","i22","Как часто Вы употребляли алкогольные напитки в течение последних 30 дней?","How often do you drink alcoholic beverages during the past 30 days?"
"776",547,"rm82.1","i22","Вы пьете алкогольные напитки до еды?","Do you drink alcoholic beverages before a meal?"
"777",548,"rm82.2","i22","Вы пьете алкогольные напитки во время еды?","Do you drink alcoholic beverages during meals?"
"778",549,"rm82.3","i22","Вы пьете алкогольные напитки без еды?","Do you drink alcoholic beverages without food?"
"779",550,"rm83.1","i22","Вы пьете алкогольные напитки дома?","Do you drink alcoholic beverages at home?"
"780",551,"rm83.2","i22","Вы пьете алкогольные напитки в ресторанах или барах?","Do you drink alcoholic beverages in restaurants or bars?"
"781",552,"rm83.3","i22","Вы пьете алкогольные напитки в парке; на улице; в подъезде?","Do you drink alcoholic beverages in the park; on the street; in the stairwell?"
"782",553,"rm83.4","i22","Вы пьете алкогольные напитки на работе; по месту учебы?","Do you drink alcoholic beverages at work; attending college?"
"783",554,"rm83.5","i22","Вы пьете алкогольные напитки в гостях?","Do you drink alcoholic beverages at a party?"
"784",555,"rm84111a","i22","Вы пили пиво промышленного производства в течение последних 30 дней?","You drank beer in industrial production in the last 30 days?"
"785",556,"rm84111b","i22","Сколько грамм пива промышленного производства Вы обычно выпивали за день?","How many grams of beer industrial production do you usually drink per day?"
"786",557,"rm84111d","i22","Сколько дней в месяц Вы пили пиво промышленного производства?","How many days a month you drank beer in industrial production?"
"787",558,"rm84112a","i22","Вы пили пиво домашнее в течение последних 30 дней?","You drank beer at home in the last 30 days?"
"788",559,"rm84112b","i22","Сколько грамм пива домашнего Вы обычно выпивали за день?","How many grams of beer home you usually drink per day?"
"789",560,"rm84112d","i22","Сколько дней в месяц Вы пили пиво домашнее?","How many days a month you were drinking beer at home?"
"790",561,"rm84.12a","i22","Вы пили брагу в течение последних 30 дней?","You drank Braga in the last 30 days?"
"791",562,"rm84.12b","i22","Сколько грамм браги Вы обычно выпивали за день?","How many grams of mash you usually drink per day?"
"792",563,"rm84.12d","i22","Сколько дней в месяц Вы пили брагу?","How many days a month you drank Braga?"
"793",567,"rm84.21a","i22","Вы пили сухое вино; шампанское промышленного производства в течение последних 30 дней?","You drank dry wine; champagne industrial production in the last 30 days?"
"794",568,"rm84.21b","i22","Сколько грамм сухого вина; шампанского промышленного производства Вы обычно выпивали за день?","How many grams of dry wine; industrial production of champagne you usually drink per day?"
"795",569,"rm84.21d","i22","Сколько дней в месяц Вы пили сухое вино; шампанское промышленного производства?","How many days a month you drank dry wine; champagne industrial production?"
"796",570,"rm84.31a","i22","Вы пили крепленое вино промышленного производства; в том числе мартини; вермут в течение последних 30 дней? *В 2013 году в формулировку вопроса добавили слова  в том числе мартини; вермут","You drink fortified wine of industrial production; including martinis; vermouth over the past 30 days? * In 2013, in the wording of the question added the words ""including martinis, vermouth"""
"797",571,"rm84.31b","i22","Сколько грамм крепленого вина промышленного производства Вы обычно выпивали за день?","How many grams of fortified wine industrial production do you usually drink per day?"
"798",572,"rm84.31d","i22","Сколько дней в месяц Вы пили крепленое вино промышленного производства?","How many days a month you drink fortified wine manufacturing?"
"799",573,"rm84.4a","i22","Вы пили самогон в течение последних 30 дней?","You drank moonshine in the last 30 days?"
"800",574,"rm84.4b","i22","Сколько грамм самогона Вы обычно выпивали за день?","How many grams of vodka do you usually drink per day?"
"801",575,"rm84.4d","i22","Сколько дней в месяц Вы пили самогон?","How many days a month you drank moonshine?"
"802",576,"rm84.5a","i22","Вы пили водку или другие крепкие напитки в течение последних 30 дней?","You drank vodka or other spirits in the last 30 days?"
"803",577,"rm84.5b","i22","Сколько грамм водки или других крепких напитков Вы обычно выпивали за день?","How many grams of vodka or other strong drinks do you usually drink per day?"
"804",578,"rm84.5d","i22","Сколько дней в месяц Вы пили водку или другие крепкие напитки?","How many days a month you drank vodka or other spirits?"
"805",585,"rm84.6a","i22","Вы пили что-нибудь другое в течение последних 30 дней?","Did you drink anything else in the last 30 days?"
"806",586,"rm84.6b","i22","Сколько грамм Вы обычно выпивали за день других спиртных напитков; кроме выше перечисленных?","How many grams do you usually drink per day for other alcoholic beverages; except for the above?"
"807",588,"rm84.6c","i22","Что именно другое Вы пили?","What is more you drink?"
"808",587,"rm84.6d","i22","Сколько дней в месяц пили что-нибудь другое?","How many days a month drinking something else?"
"809",582,"rm84.7a","i22","Вы пили коктейли; содержащие алкоголь в течение последних 30 дней?","You drank cocktails; containing alcohol in the last 30 days?"
"810",583,"rm84.7b","i22","Сколько грамм коктейля; содержащего алкоголь; Вы обычно выпивали за день?","How many grams of cocktail; containing alcohol; Do you usually drink per day?"
"811",584,"rm84.7d","i22","Сколько дней в месяц пили коктейли; содержащие алкоголь?","How many days a month drinking cocktails; containing alcohol?"
"812",564,"rm84.8a","i22","Вы пили домашнее вино любое - виноградное; плодово-ягодное и т.п. - в течение последних 30 дней?","You drank homemade wine any - grape; fruit and berry, etc. - During the last 30 days?"
"813",565,"rm84.8b","i22","Сколько грамм любого домашнего вина Вы обычно выпивали за день?","How many grams of any house wine do you usually drink per day?"
"814",566,"rm84.8d","i22","Сколько дней в месяц Вы пили домашнее вино?","How many days a month you drank homemade wine?"
"815",579,"rm84.9a","i22","Вы пили коньяк; виски; ликеры в течение последних 30 дней?","You drank brandy; whiskey; liqueurs in the last 30 days?"
"816",580,"rm84.9b","i22","Сколько грамм коньяка; виски; ликера Вы обычно выпивали за день?","How many grams of cognac; whiskey; liquor do you usually drink per day?"
"817",581,"rm84.9d","i22","Сколько дней в месяц Вы пили коньяк; виски; ликеры?","How many days a month you drank cognac; whiskey; liqueurs?"
"818",832,"rm96","i22","Скажите; пожалуйста; в последние 7 дней (у него/у нее) был кашель?","tell me; please; the last 7 days (he / she) was cough?"
"819",833,"rm97","i22","Скажите; пожалуйста; в последние 7 дней (у него/у нее) был насморк; может быть; текло из носа или нос был забит?","tell me; please; the last 7 days (he / she) was rhinitis; may be; flowed from the nose or nose was clogged?"
"820",834,"rm98","i22","Скажите; пожалуйста; в последние 7 дней (у него/у нее) болели уши?","tell me; please; in the last 7 days (he / she) hurt ears?"
"821",835,"rm99","i22","В последние 7 дней (у него/у нее) болело горло?","In the last 7 days (he / she) had a sore throat?"
"822",48,"r_marst","i22","СЕМЕЙНОЕ ПОЛОЖЕНИЕ - 22 ВОЛНА","MARITAL STATUS - 22 WAVE"
