"","X","nro","varcode","wave","russian","english"
"3209",154,154,"pidind11","h20","индивидуальный номер 11-го члена","individual number 11th member"
"3210",155,155,"pb11.2.1","h20","Сейчас является членом Вашей семьи; домохозяйства?","Is now a member of your family; household?"
"3211",156,156,"pb112.23","h20","Почему (он/она) больше не является членом Вашей семьи; домохозяйства?","Why (he / she) is no longer a member of your family; household?"
"3212",157,157,"pb11.3","h20","Сколько месяцев из последних 12 (он/она) жили в Вашей семье; домохозяйстве?","How many months of the last 12 (he / she) live in your household; household?"
"3213",158,158,"pb11.4","h20","Какого пола этот человек?","What sex is this person?"
"3214",159,159,"pb11.5","h20","В каком году (он/она) родились?","In what year did (he / she) is born?"
"3215",160,160,"pb11.9.1","h20","Кем 11-ый член семьи приходится 1-му члену семьи?","Who the 11th member of the family has to 1st family member?"
"3216",161,161,"pb11.9.2","h20","Кем 11-ый член семьи приходится 2-му члену семьи?","Who the 11th member of the family has to 2nd family member?"
"3217",162,162,"pb11.9.3","h20","Кем 11-ый член семьи приходится 3-му члену семьи?","Who the 11th member of the family has to 3rd family member?"
"3218",163,163,"pb11.9.4","h20","Кем 11-ый член семьи приходится 4-му члену семьи?","Who the 11th member of the family has to 4th member of the family?"
"3219",164,164,"pb11.9.5","h20","Кем 11-ый член семьи приходится 5-му члену семьи?","Who the 11th member of the family has to 5th member of the family?"
"3220",165,165,"pb11.9.6","h20","Кем 11-ый член семьи приходится 6-му члену семьи?","Who the 11th member of the family has to 6th family member?"
"3221",166,166,"pb11.9.7","h20","Кем 11-ый член семьи приходится 7-му члену семьи?","Who the 11th member of the family has to 7th member of the family?"
"3222",167,167,"pb11.9.8","h20","Кем 11-ый член семьи приходится 8-му члену семьи?","Who the 11th member of the family has to 8th member of the family?"
"3223",168,168,"pb11.9.9","h20","Кем 11-ый член семьи приходится 9-му члену семьи?","Who the 11th member of the family has to the 9th member of the family?"
"3224",169,169,"pb119.10","h20","Кем 11-ый член семьи приходится 10-му члену семьи?","Who the 11th member of the family has to 10th member of the family?"
"3225",170,170,"pb12.1","h20","Наличие индивидуального вопросника","The presence of individual questionnaire"
"3226",171,171,"pidind12","h20","индивидуальный номер 12-го члена","individual number 12th member"
"3227",172,172,"pb12.2.1","h20","Сейчас является членом Вашей семьи; домохозяйства?","Is now a member of your family; household?"
"3228",173,173,"pb122.23","h20","Почему (он/она) больше не является членом Вашей семьи; домохозяйства?","Why (he / she) is no longer a member of your family; household?"
"3229",174,174,"pb12.3","h20","Сколько месяцев из последних 12 (он/она) жили в Вашей семье; домохозяйстве?","How many months of the last 12 (he / she) live in your household; household?"
"3230",175,175,"pb12.4","h20","Какого пола этот человек?","What sex is this person?"
"3231",176,176,"pb12.5","h20","В каком году (он/она) родились?","In what year did (he / she) is born?"
"3232",177,177,"pb12.9.1","h20","Кем 12-ый член семьи приходится 1-му члену семьи?","Who twelfth member of the family has to 1st family member?"
"3233",178,178,"pb12.9.2","h20","Кем 12-ый член семьи приходится 2-му члену семьи?","Who twelfth member of the family has to 2nd family member?"
"3234",179,179,"pb12.9.3","h20","Кем 12-ый член семьи приходится 3-му члену семьи?","Who twelfth member of the family has to 3rd family member?"
"3235",180,180,"pb12.9.4","h20","Кем 12-ый член семьи приходится 4-му члену семьи?","Who twelfth member of the family has to 4th member of the family?"
"3236",181,181,"pb12.9.5","h20","Кем 12-ый член семьи приходится 5-му члену семьи?","Who twelfth member of the family has to 5th member of the family?"
"3237",182,182,"pb12.9.6","h20","Кем 12-ый член семьи приходится 6-му члену семьи?","Who twelfth member of the family has to 6th family member?"
"3238",183,183,"pb12.9.7","h20","Кем 12-ый член семьи приходится 7-му члену семьи?","Who twelfth member of the family has to 7th member of the family?"
"3239",184,184,"pb12.9.8","h20","Кем 12-ый член семьи приходится 8-му члену семьи?","Who twelfth member of the family has to 8th member of the family?"
"3240",185,185,"pb12.9.9","h20","Кем 12-ый член семьи приходится 9-му члену семьи?","Who twelfth member of the family has to the 9th member of the family?"
"3241",186,186,"pb129.10","h20","Кем 12-ый член семьи приходится 10-му члену семьи?","Who twelfth member of the family has to 10th member of the family?"
"3242",187,187,"pb129.11","h20","Кем 12-ый член семьи приходится 11-му члену семьи?","Who twelfth member of the family for 11 th member of the family?"
"3243",188,188,"pb13.1","h20","Наличие индивидуального вопросника","The presence of individual questionnaire"
"3244",189,189,"pidind13","h20","индивидуальный номер 13-го члена","individual number 13th member"
"3245",190,190,"pb13.2.1","h20","Сейчас является членом Вашей семьи; домохозяйства?","Is now a member of your family; household?"
"3246",191,191,"pb132.23","h20","Почему (он/она) больше не является членом Вашей семьи; домохозяйства?","Why (he / she) is no longer a member of your family; household?"
"3247",192,192,"pb13.3","h20","Сколько месяцев из последних 12 (он/она) жили в Вашей семье; домохозяйстве?","How many months of the last 12 (he / she) live in your household; household?"
"3248",193,193,"pb13.4","h20","Какого пола этот человек?","What sex is this person?"
"3249",194,194,"pb13.5","h20","В каком году (он/она) родились?","In what year did (he / she) is born?"
"3250",195,195,"pb13.9.1","h20","Кем 13-ый член семьи приходится 1-му члену семьи?","Who the 13th member of the family has to 1st family member?"
"3251",196,196,"pb13.9.2","h20","Кем 13-ый член семьи приходится 2-му члену семьи?","Who the 13th member of the family has to 2nd family member?"
"3252",197,197,"pb13.9.3","h20","Кем 13-ый член семьи приходится 3-му члену семьи?","Who the 13th member of the family has to 3rd family member?"
"3253",198,198,"pb13.9.4","h20","Кем 13-ый член семьи приходится 4-му члену семьи?","Who the 13th member of the family has to 4th member of the family?"
"3254",199,199,"pb13.9.5","h20","Кем 13-ый член семьи приходится 5-му члену семьи?","Who the 13th member of the family has to 5th member of the family?"
"3255",200,200,"pb13.9.6","h20","Кем 13-ый член семьи приходится 6-му члену семьи?","Who the 13th member of the family has to 6th family member?"
"3256",201,201,"pb13.9.7","h20","Кем 13-ый член семьи приходится 7-му члену семьи?","Who the 13th member of the family has to 7th member of the family?"
"3257",202,202,"pb13.9.8","h20","Кем 13-ый член семьи приходится 8-му члену семьи?","Who the 13th member of the family has to 8th member of the family?"
"3258",203,203,"pb13.9.9","h20","Кем 13-ый член семьи приходится 9-му члену семьи?","Who the 13th member of the family has to the 9th member of the family?"
"3259",204,204,"pb139.10","h20","Кем 13-ый член семьи приходится 10-му члену семьи?","Who the 13th member of the family has to 10th member of the family?"
"3260",205,205,"pb139.11","h20","Кем 13-ый член семьи приходится 11-му члену семьи?","Who the 13th member of the family for 11 th member of the family?"
"3261",206,206,"pb139.12","h20","Кем 13-ый член семьи приходится 12-му члену семьи?","Who the 13th member of the family has to 12th member of the family?"
"3262",207,207,"pb14.1","h20","Наличие индивидуального вопросника","The presence of individual questionnaire"
"3263",208,208,"pidind14","h20","индивидуальный номер 14-го члена","individual number 14th member"
"3264",209,209,"pb14.2.1","h20","Сейчас является членом Вашей семьи; домохозяйства?","Is now a member of your family; household?"
"3265",210,210,"pb142.23","h20","Почему (он/она) больше не является членом Вашей семьи; домохозяйства?","Why (he / she) is no longer a member of your family; household?"
"3266",211,211,"pb14.3","h20","Сколько месяцев из последних 12 (он/она) жили в Вашей семье; домохозяйстве?","How many months of the last 12 (he / she) live in your household; household?"
"3267",212,212,"pb14.4","h20","Какого пола этот человек?","What sex is this person?"
"3268",213,213,"pb14.5","h20","В каком году (он/она) родились?","In what year did (he / she) is born?"
"3269",214,214,"pb14.9.1","h20","Кем 14-ый член семьи приходится 1-му члену семьи?","Who the 14th member of the family has to 1st family member?"
"3270",215,215,"pb14.9.2","h20","Кем 14-ый член семьи приходится 2-му члену семьи?","Who the 14th member of the family has to 2nd family member?"
"3271",216,216,"pb14.9.3","h20","Кем 14-ый член семьи приходится 3-му члену семьи?","Who the 14th member of the family has to 3rd family member?"
"3272",217,217,"pb14.9.4","h20","Кем 14-ый член семьи приходится 4-му члену семьи?","Who the 14th member of the family has to 4th member of the family?"
"3273",218,218,"pb14.9.5","h20","Кем 14-ый член семьи приходится 5-му члену семьи?","Who the 14th member of the family has to 5th member of the family?"
"3274",219,219,"pb14.9.6","h20","Кем 14-ый член семьи приходится 6-му члену семьи?","Who the 14th member of the family has to 6th family member?"
"3275",220,220,"pb14.9.7","h20","Кем 14-ый член семьи приходится 7-му члену семьи?","Who the 14th member of the family has to 7th member of the family?"
"3276",221,221,"pb14.9.8","h20","Кем 14-ый член семьи приходится 8-му члену семьи?","Who the 14th member of the family has to 8th member of the family?"
"3277",222,222,"pb14.9.9","h20","Кем 14-ый член семьи приходится 9-му члену семьи?","Who the 14th member of the family has to the 9th member of the family?"
"3278",223,223,"pb149.10","h20","Кем 14-ый член семьи приходится 10-му члену семьи?","Who the 14th member of the family has to 10th member of the family?"
"3279",224,224,"pb149.11","h20","Кем 14-ый член семьи приходится 11-му члену семьи?","Who the 14th member of the family for 11 th member of the family?"
"3280",225,225,"pb149.12","h20","Кем 14-ый член семьи приходится 12-му члену семьи?","Who the 14th member of the family has to 12th member of the family?"
"3281",226,226,"pb149.13","h20","Кем 14-ый член семьи приходится 13-му члену семьи?","Who the 14th member of the family for 13 th member of the family?"
"3282",227,227,"pb15.1","h20","Наличие индивидуального вопросника","The presence of individual questionnaire"
"3283",228,228,"pidind15","h20","индивидуальный номер 15-го члена","individual number 15th member"
"3284",229,229,"pb15.2.1","h20","Сейчас является членом Вашей семьи; домохозяйства?","Is now a member of your family; household?"
"3285",230,230,"pb152.23","h20","Почему (он/она) больше не является членом Вашей семьи; домохозяйства?","Why (he / she) is no longer a member of your family; household?"
"3286",231,231,"pb15.3","h20","Сколько месяцев из последних 12 (он/она) жили в Вашей семье; домохозяйстве?","How many months of the last 12 (he / she) live in your household; household?"
"3287",232,232,"pb15.4","h20","Какого пола этот человек?","What sex is this person?"
"3288",233,233,"pb15.5","h20","В каком году (он/она) родились?","In what year did (he / she) is born?"
"3289",234,234,"pb15.9.1","h20","Кем 15-ый член семьи приходится 1-му члену семьи?","Who the 15th member of the family has to 1st family member?"
"3290",235,235,"pb15.9.2","h20","Кем 15-ый член семьи приходится 2-му члену семьи?","Who the 15th member of the family has to 2nd family member?"
"3291",236,236,"pb15.9.3","h20","Кем 15-ый член семьи приходится 3-му члену семьи?","Who the 15th member of the family has to 3rd family member?"
"3292",237,237,"pb15.9.4","h20","Кем 15-ый член семьи приходится 4-му члену семьи?","Who the 15th member of the family has to 4th member of the family?"
"3293",238,238,"pb15.9.5","h20","Кем 15-ый член семьи приходится 5-му члену семьи?","Who the 15th member of the family has to 5th member of the family?"
"3294",239,239,"pb15.9.6","h20","Кем 15-ый член семьи приходится 6-му члену семьи?","Who the 15th member of the family has to 6th family member?"
"3295",240,240,"pb15.9.7","h20","Кем 15-ый член семьи приходится 7-му члену семьи?","Who the 15th member of the family has to 7th member of the family?"
"3296",241,241,"pb15.9.8","h20","Кем 15-ый член семьи приходится 8-му члену семьи?","Who the 15th member of the family has to 8th member of the family?"
"3297",242,242,"pb15.9.9","h20","Кем 15-ый член семьи приходится 9-му члену семьи?","Who the 15th member of the family has to the 9th member of the family?"
"3298",243,243,"pb159.10","h20","Кем 15-ый член семьи приходится 10-му члену семьи?","Who the 15th member of the family has to 10th member of the family?"
"3299",244,244,"pb159.11","h20","Кем 15-ый член семьи приходится 11-му члену семьи?","Who the 15th member of the family for 11 th member of the family?"
"3300",245,245,"pb159.12","h20","Кем 15-ый член семьи приходится 12-му члену семьи?","Who the 15th member of the family has to 12th member of the family?"
"3301",246,246,"pb159.13","h20","Кем 15-ый член семьи приходится 13-му члену семьи?","Who the 15th member of the family for 13 th member of the family?"
"3302",247,247,"pb159.14","h20","Кем 15-ый член семьи приходится 14-му члену семьи?","Who the 15th member of the family has to 14th member of the family?"
"3303",248,248,"pb16.1","h20","Наличие индивидуального вопросника","The presence of individual questionnaire"
"3304",249,249,"pidind16","h20","индивидуальный номер 16-го члена","individual number 16th member"
"3305",250,250,"pb16.2.1","h20","Сейчас является членом Вашей семьи; домохозяйства?","Is now a member of your family; household?"
"3306",251,251,"pb162.23","h20","Почему (он/она) больше не является членом Вашей семьи; домохозяйства?","Why (he / she) is no longer a member of your family; household?"
"3307",252,252,"pb16.3","h20","Сколько месяцев из последних 12 (он/она) жили в Вашей семье; домохозяйстве?","How many months of the last 12 (he / she) live in your household; household?"
"3308",253,253,"pb16.4","h20","Какого пола этот человек?","What sex is this person?"
"3309",254,254,"pb16.5","h20","В каком году (он/она) родились?","In what year did (he / she) is born?"
"3310",255,255,"pb16.9.1","h20","Кем 16-ый член семьи приходится 1-му члену семьи?","Who the 16th member of the family has to 1st family member?"
"3311",256,256,"pb16.9.2","h20","Кем 16-ый член семьи приходится 2-му члену семьи?","Who the 16th member of the family has to 2nd family member?"
"3312",257,257,"pb16.9.3","h20","Кем 16-ый член семьи приходится 3-му члену семьи?","Who the 16th member of the family has to 3rd family member?"
"3313",258,258,"pb16.9.4","h20","Кем 16-ый член семьи приходится 4-му члену семьи?","Who the 16th member of the family has to 4th member of the family?"
"3314",259,259,"pb16.9.5","h20","Кем 16-ый член семьи приходится 5-му члену семьи?","Who the 16th member of the family has to 5th member of the family?"
"3315",260,260,"pb16.9.6","h20","Кем 16-ый член семьи приходится 6-му члену семьи?","Who the 16th member of the family has to 6th family member?"
"3316",261,261,"pb16.9.7","h20","Кем 16-ый член семьи приходится 7-му члену семьи?","Who the 16th member of the family has to 7th member of the family?"
"3317",262,262,"pb16.9.8","h20","Кем 16-ый член семьи приходится 8-му члену семьи?","Who the 16th member of the family has to 8th member of the family?"
"3318",263,263,"pb16.9.9","h20","Кем 16-ый член семьи приходится 9-му члену семьи?","Who the 16th member of the family has to the 9th member of the family?"
"3319",264,264,"pb169.10","h20","Кем 16-ый член семьи приходится 10-му члену семьи?","Who the 16th member of the family has to 10th member of the family?"
"3320",265,265,"pb169.11","h20","Кем 16-ый член семьи приходится 11-му члену семьи?","Who the 16th member of the family for 11 th member of the family?"
"3321",266,266,"pb169.12","h20","Кем 16-ый член семьи приходится 12-му члену семьи?","Who the 16th member of the family has to 12th member of the family?"
"3322",267,267,"pb169.13","h20","Кем 16-ый член семьи приходится 13-му члену семьи?","Who the 16th member of the family for 13 th member of the family?"
"3323",268,268,"pb169.14","h20","Кем 16-ый член семьи приходится 14-му члену семьи?","Who the 16th member of the family has to 14th member of the family?"
"3324",269,269,"pb169.15","h20","Кем 16-ый член семьи приходится 15-му члену семьи?","Who the 16th member of the family has to 15th member of the family?"
"3325",270,270,"pb17.1","h20","Наличие индивидуального вопросника","The presence of individual questionnaire"
"3326",271,271,"pidind17","h20","индивидуальный номер 17-го члена","individual number 17th member"
"3327",272,272,"pb17.2.1","h20","Сейчас является членом Вашей семьи; домохозяйства?","Is now a member of your family; household?"
"3328",273,273,"pb172.23","h20","Почему (он/она) больше не является членом Вашей семьи; домохозяйства?","Why (he / she) is no longer a member of your family; household?"
"3329",274,274,"pb17.3","h20","Сколько месяцев из последних 12 (он/она) жили в Вашей семье; домохозяйстве?","How many months of the last 12 (he / she) live in your household; household?"
"3330",275,275,"pb17.4","h20","Какого пола этот человек?","What sex is this person?"
"3331",276,276,"pb17.5","h20","В каком году (он/она) родились?","In what year did (he / she) is born?"
"3332",277,277,"pb17.9.1","h20","Кем 17-ый член семьи приходится 1-му члену семьи?","Who the 17th member of the family has to 1st family member?"
"3333",278,278,"pb17.9.2","h20","Кем 17-ый член семьи приходится 2-му члену семьи?","Who the 17th member of the family has to 2nd family member?"
"3334",279,279,"pb17.9.3","h20","Кем 17-ый член семьи приходится 3-му члену семьи?","Who the 17th member of the family has to 3rd family member?"
"3335",280,280,"pb17.9.4","h20","Кем 17-ый член семьи приходится 4-му члену семьи?","Who the 17th member of the family has to 4th member of the family?"
"3336",281,281,"pb17.9.5","h20","Кем 17-ый член семьи приходится 5-му члену семьи?","Who the 17th member of the family has to 5th member of the family?"
"3337",282,282,"pb17.9.6","h20","Кем 17-ый член семьи приходится 6-му члену семьи?","Who the 17th member of the family has to 6th family member?"
"3338",283,283,"pb17.9.7","h20","Кем 17-ый член семьи приходится 7-му члену семьи?","Who the 17th member of the family has to 7th member of the family?"
"3339",284,284,"pb17.9.8","h20","Кем 17-ый член семьи приходится 8-му члену семьи?","Who the 17th member of the family has to 8th member of the family?"
"3340",285,285,"pb17.9.9","h20","Кем 17-ый член семьи приходится 9-му члену семьи?","Who the 17th member of the family has to the 9th member of the family?"
"3341",286,286,"pb17.910","h20","Кем 17-ый член семьи приходится 10-му члену семьи?","Who the 17th member of the family has to 10th member of the family?"
"3342",287,287,"pb17.911","h20","Кем 17-ый член семьи приходится 11-му члену семьи?","Who the 17th member of the family for 11 th member of the family?"
"3343",288,288,"pb17.912","h20","Кем 17-ый член семьи приходится 12-му члену семьи?","Who the 17th member of the family has to 12th member of the family?"
"3344",289,289,"pb17.913","h20","Кем 17-ый член семьи приходится 13-му члену семьи?","Who the 17th member of the family for 13 th member of the family?"
"3345",290,290,"pb17.914","h20","Кем 17-ый член семьи приходится 14-му члену семьи?","Who the 17th member of the family has to 14th member of the family?"
"3346",291,291,"pb17.915","h20","Кем 17-ый член семьи приходится 15-му члену семьи?","Who the 17th member of the family has to 15th member of the family?"
"3347",292,292,"pb17.916","h20","Кем 17-ый член семьи приходится 16-му члену семьи?","Who the 17th member of the family has to 16th member of the family?"
"3348",293,293,"pb18.1","h20","Наличие индивидуального вопросника","The presence of individual questionnaire"
"3349",294,294,"pidind18","h20","индивидуальный номер 18-го члена","individual number 18th member"
"3350",295,295,"pb18.2.1","h20","Сейчас является членом Вашей семьи; домохозяйства?","Is now a member of your family; household?"
"3351",296,296,"pb182.23","h20","Почему (он/она) больше не является членом Вашей семьи; домохозяйства?","Why (he / she) is no longer a member of your family; household?"
"3352",297,297,"pb18.3","h20","Сколько месяцев из последних 12 (он/она) жили в Вашей семье; домохозяйстве?","How many months of the last 12 (he / she) live in your household; household?"
"3353",298,298,"pb18.4","h20","Какого пола этот человек?","What sex is this person?"
"3354",299,299,"pb18.5","h20","В каком году (он/она) родились?","In what year did (he / she) is born?"
"3355",300,300,"pb18.9.1","h20","Кем 18-ый член семьи приходится 1-му члену семьи?","Who the 18th member of the family has to 1st family member?"
"3356",301,301,"pb18.9.2","h20","Кем 18-ый член семьи приходится 2-му члену семьи?","Who the 18th member of the family has to 2nd family member?"
"3357",302,302,"pb18.9.3","h20","Кем 18-ый член семьи приходится 3-му члену семьи?","Who the 18th member of the family has to 3rd family member?"
"3358",303,303,"pb18.9.4","h20","Кем 18-ый член семьи приходится 4-му члену семьи?","Who the 18th member of the family has to 4th member of the family?"
"3359",304,304,"pb18.9.5","h20","Кем 18-ый член семьи приходится 5-му члену семьи?","Who the 18th member of the family has to 5th member of the family?"
"3360",305,305,"pb18.9.6","h20","Кем 18-ый член семьи приходится 6-му члену семьи?","Who the 18th member of the family has to 6th family member?"
"3361",306,306,"pb18.9.7","h20","Кем 18-ый член семьи приходится 7-му члену семьи?","Who the 18th member of the family has to 7th member of the family?"
"3362",307,307,"pb18.9.8","h20","Кем 18-ый член семьи приходится 8-му члену семьи?","Who the 18th member of the family has to 8th member of the family?"
"3363",308,308,"pb18.9.9","h20","Кем 18-ый член семьи приходится 9-му члену семьи?","Who the 18th member of the family has to the 9th member of the family?"
"3364",309,309,"pb18.910","h20","Кем 18-ый член семьи приходится 10-му члену семьи?","Who the 18th member of the family has to 10th member of the family?"
"3365",310,310,"pb18.911","h20","Кем 18-ый член семьи приходится 11-му члену семьи?","Who the 18th member of the family for 11 th member of the family?"
"3366",311,311,"pb18.912","h20","Кем 18-ый член семьи приходится 12-му члену семьи?","Who the 18th member of the family has to 12th member of the family?"
"3367",312,312,"pb18.913","h20","Кем 18-ый член семьи приходится 13-му члену семьи?","Who the 18th member of the family for 13 th member of the family?"
"3368",313,313,"pb18.914","h20","Кем 18-ый член семьи приходится 14-му члену семьи?","Who the 18th member of the family has to 14th member of the family?"
"3369",314,314,"pb18.915","h20","Кем 18-ый член семьи приходится 15-му члену семьи?","Who the 18th member of the family has to 15th member of the family?"
"3370",315,315,"pb18.916","h20","Кем 18-ый член семьи приходится 16-му члену семьи?","Who the 18th member of the family has to 16th member of the family?"
"3371",316,316,"pb18.917","h20","Кем 18-ый член семьи приходится 17-му члену семьи?","Who the 18th member of the family has to 17th member of the family?"
"3372",317,317,"pb19.1","h20","Наличие индивидуального вопросника","The presence of individual questionnaire"
"3373",318,318,"pidind19","h20","индивидуальный номер 19-го члена","individual number 19th member"
"3374",319,319,"pb19.2.1","h20","Сейчас является членом Вашей семьи; домохозяйства?","Is now a member of your family; household?"
"3375",320,320,"pb192.23","h20","Почему (он/она) больше не является членом Вашей семьи; домохозяйства?","Why (he / she) is no longer a member of your family; household?"
"3376",321,321,"pb19.3","h20","Сколько месяцев из последних 12 (он/она) жили в Вашей семье; домохозяйстве?","How many months of the last 12 (he / she) live in your household; household?"
"3377",322,322,"pb19.4","h20","Какого пола этот человек?","What sex is this person?"
"3378",323,323,"pb19.5","h20","В каком году (он/она) родились?","In what year did (he / she) is born?"
"3379",324,324,"pb19.9.1","h20","Кем 19-ый член семьи приходится 1-му члену семьи?","Who the 19th member of the family has to 1st family member?"
"3380",325,325,"pb19.9.2","h20","Кем 19-ый член семьи приходится 2-му члену семьи?","Who the 19th member of the family has to 2nd family member?"
"3381",326,326,"pb19.9.3","h20","Кем 19-ый член семьи приходится 3-му члену семьи?","Who the 19th member of the family has to 3rd family member?"
"3382",327,327,"pb19.9.4","h20","Кем 19-ый член семьи приходится 4-му члену семьи?","Who the 19th member of the family has to 4th member of the family?"
"3383",328,328,"pb19.9.5","h20","Кем 19-ый член семьи приходится 5-му члену семьи?","Who the 19th member of the family has to 5th member of the family?"
"3384",329,329,"pb19.9.6","h20","Кем 19-ый член семьи приходится 6-му члену семьи?","Who the 19th member of the family has to 6th family member?"
"3385",330,330,"pb19.9.7","h20","Кем 19-ый член семьи приходится 7-му члену семьи?","Who the 19th member of the family has to 7th member of the family?"
"3386",331,331,"pb19.9.8","h20","Кем 19-ый член семьи приходится 8-му члену семьи?","Who the 19th member of the family has to 8th member of the family?"
"3387",332,332,"pb19.9.9","h20","Кем 19-ый член семьи приходится 9-му члену семьи?","Who the 19th member of the family has to the 9th member of the family?"
"3388",333,333,"pb19.910","h20","Кем 19-ый член семьи приходится 10-му члену семьи?","Who the 19th member of the family has to 10th member of the family?"
"3389",334,334,"pb19.911","h20","Кем 19-ый член семьи приходится 11-му члену семьи?","Who the 19th member of the family for 11 th member of the family?"
"3390",335,335,"pb19.912","h20","Кем 19-ый член семьи приходится 12-му члену семьи?","Who the 19th member of the family has to 12th member of the family?"
"3391",336,336,"pb19.913","h20","Кем 19-ый член семьи приходится 13-му члену семьи?","Who the 19th member of the family for 13 th member of the family?"
"3392",337,337,"pb19.914","h20","Кем 19-ый член семьи приходится 14-му члену семьи?","Who the 19th member of the family has to 14th member of the family?"
"3393",338,338,"pb19.915","h20","Кем 19-ый член семьи приходится 15-му члену семьи?","Who the 19th member of the family has to 15th member of the family?"
"3394",339,339,"pb19.916","h20","Кем 19-ый член семьи приходится 16-му члену семьи?","Who the 19th member of the family has to 16th member of the family?"
"3395",340,340,"pb19.917","h20","Кем 19-ый член семьи приходится 17-му члену семьи?","Who the 19th member of the family has to 17th member of the family?"
"3396",341,341,"pb19.918","h20","Кем 19-ый член семьи приходится 18-му члену семьи?","Who the 19th member of the family has to 18th member of the family?"
"3397",342,342,"pb20.1","h20","Наличие индивидуального вопросника","The presence of individual questionnaire"
"3398",343,343,"pidind20","h20","индивидуальный номер 20-го члена","individual number 20th member"
"3399",344,344,"pb20.2.1","h20","Сейчас является членом Вашей семьи; домохозяйства?","Is now a member of your family; household?"
"3400",345,345,"pb202.23","h20","Почему (он/она) больше не является членом Вашей семьи; домохозяйства?","Why (he / she) is no longer a member of your family; household?"
"3401",346,346,"pb20.3","h20","Сколько месяцев из последних 12 (он/она) жили в Вашей семье; домохозяйстве?","How many months of the last 12 (he / she) live in your household; household?"
"3402",347,347,"pb20.4","h20","Какого пола этот человек?","What sex is this person?"
"3403",348,348,"pb20.5","h20","В каком году (он/она) родились?","In what year did (he / she) is born?"
"3404",349,349,"pb20.9.1","h20","Кем 20-ый член семьи приходится 1-му члену семьи?","Who the 20th member of the family has to 1st family member?"
"3405",350,350,"pb20.9.2","h20","Кем 20-ый член семьи приходится 2-му члену семьи?","Who the 20th member of the family has to 2nd family member?"
"3406",351,351,"pb20.9.3","h20","Кем 20-ый член семьи приходится 3-му члену семьи?","Who the 20th member of the family has to 3rd family member?"
"3407",352,352,"pb20.9.4","h20","Кем 20-ый член семьи приходится 4-му члену семьи?","Who the 20th member of the family has to 4th member of the family?"
"3408",353,353,"pb20.9.5","h20","Кем 20-ый член семьи приходится 5-му члену семьи?","Who the 20th member of the family has to 5th member of the family?"
"3409",354,354,"pb20.9.6","h20","Кем 20-ый член семьи приходится 6-му члену семьи?","Who the 20th member of the family has to 6th family member?"
"3410",355,355,"pb20.9.7","h20","Кем 20-ый член семьи приходится 7-му члену семьи?","Who the 20th member of the family has to 7th member of the family?"
"3411",356,356,"pb20.9.8","h20","Кем 20-ый член семьи приходится 8-му члену семьи?","Who the 20th member of the family has to 8th member of the family?"
"3412",357,357,"pb20.9.9","h20","Кем 20-ый член семьи приходится 9-му члену семьи?","Who the 20th member of the family has to the 9th member of the family?"
"3413",358,358,"pb20.910","h20","Кем 20-ый член семьи приходится 10-му члену семьи?","Who the 20th member of the family has to 10th member of the family?"
"3414",359,359,"pb20.911","h20","Кем 20-ый член семьи приходится 11-му члену семьи?","Who the 20th member of the family for 11 th member of the family?"
"3415",360,360,"pb20.912","h20","Кем 20-ый член семьи приходится 12-му члену семьи?","Who the 20th member of the family has to 12th member of the family?"
"3416",361,361,"pb20.913","h20","Кем 20-ый член семьи приходится 13-му члену семьи?","Who the 20th member of the family for 13 th member of the family?"
"3417",362,362,"pb20.914","h20","Кем 20-ый член семьи приходится 14-му члену семьи?","Who the 20th member of the family has to 14th member of the family?"
"3418",363,363,"pb20.915","h20","Кем 20-ый член семьи приходится 15-му члену семьи?","Who the 20th member of the family has to 15th member of the family?"
"3419",364,364,"pb20.916","h20","Кем 20-ый член семьи приходится 16-му члену семьи?","Who the 20th member of the family has to 16th member of the family?"
"3420",365,365,"pb20.917","h20","Кем 20-ый член семьи приходится 17-му члену семьи?","Who the 20th member of the family has to 17th member of the family?"
"3421",366,366,"pb20.918","h20","Кем 20-ый член семьи приходится 18-му члену семьи?","Who the 20th member of the family has to 18th member of the family?"
"3422",367,367,"pb20.919","h20","Кем 20-ый член семьи приходится 19-му члену семьи?","Who the 20th member of the family accounts for 19 th member of the family?"
"3423",368,368,"pc1","h20","Жилье; в котором Ваша семья живет в настоящее время; это общежитие; Вы его снимаете или это Ваше жилье?","housing; where your family lives in the present; this hostel; You shoot it or this is your home?"
"3424",369,369,"pc1.1","h20","Какова сегодня приблизительно рыночная цена такого жилья; как Ваше?","What is the current market price of approximately such housing; as yours?"
"3425",370,370,"pc3","h20","Ваша семья занимает отдельную квартиру; часть квартиры; отдельный дом; часть дома?","Your family occupies a separate apartment; part of the apartment; single family house; part of the house?"
"3426",371,371,"pc4.0","h20","Кто в настоящее время является собственником Вашего жилья?","Who is now the owner of your house?"
"3427",372,372,"pc6","h20","Какова общая полезная площадь жилья у Вашей семьи; то есть сумма площадей жилых комнат; кухни; ванной; туалета; прихожей; кладовых и тому подобного в квартире (доме)?","What is the total usable living space in your family; ie the sum of the areas of living rooms; kitchen; bathroom; toilet; hallway; pantries and the like in an apartment (house)?"
"3428",373,373,"pc5","h20","Какую жилую площадь занимает Ваша семья? Сколько квадратных метров составляет площадь только жилых комнат?","What living area takes your family? How many square meters of area only living rooms?"
