varcode,russian,english
rk761.2c,Сколько часов и минут в неделю (он/она) занимается танцами; фотографией; театром или какими-то другими видами художественного творчества? (МИНУТ) ,How many hours and minutes a week (he / she) is engaged in dancing; photograph; theater or some other kinds of art? (MIN)
rk761.3a,Занимается (он/она) до или после школьных уроков в кружках юного техника; технического моделирования; юного натуралиста; лепкой; выпиливанием или другими видами технического и прикладного творчества? ,Engaged (he / she) before or after school hours in the circles of young technology; technical modeling; young naturalist; modeling; by sawing or other types of technical and applied arts?
rk761.3b,Сколько часов и минут в неделю (он/она) занимается в кружках технического и прикладного творчества? (ЧАСОВ) ,How many hours and minutes a week (he / she) is engaged in the circles of technical and applied arts? (Hours)
rk761.3c,Сколько часов и минут в неделю (он/она) занимается в кружках технического и прикладного творчества? (МИНУТ) ,How many hours and minutes a week (he / she) is engaged in the circles of technical and applied arts? (MIN)
rk761.4a,Занимается (он/она) до или после школьных уроков углубленным изучением компьютерных технологий? ,Engaged (he / she) before or after school hours in-depth study of computer technology?
rk761.4b,Сколько часов и минут в неделю (он/она)занимается углубленным изучением компьютерных технологий? (ЧАСОВ) ,How many hours and minutes a week (he / she) is engaged in in-depth study of computer technology? (Hours)
rk761.4c,Сколько часов и минут в неделю (он/она)занимается углубленным изучением компьютерных технологий? (МИНУТ) ,How many hours and minutes a week (he / she) is engaged in in-depth study of computer technology? (MIN)
rk761.5a,Занимается (он/она) до или после школьных уроков иностранным языком? ,Engaged (he / she) before or after school hours of a foreign language?
rk761.5b,Сколько часов и минут в неделю (он/она)занимается иностранным языком? (ЧАСОВ) ,How many hours and minutes a week (he / she) is engaged in a foreign language? (Hours)
rk761.5c,Сколько часов и минут в неделю (он/она)занимается иностранным языком? (МИНУТ) ,How many hours and minutes a week (he / she) is engaged in a foreign language? (MIN)
rk761.6a,Занимается (он/она) до или после школьных уроков какими-то еще предметами; выбранными родителями или ребенком; для получения дополнительных знаний? ,Engaged (he / she) before or after school hours some more items; selected parent or child; for more knowledge?
rk761.6b,Сколько часов и минут в неделю (он/она)занимается какими-то еще предметами; выбранными родителями или ребенком; для получения дополнительных знаний? (ЧАСОВ) ,How many hours and minutes a week (he / she) is engaged in some more items; selected parent or child; for more knowledge? (Hours)
rk761.6c,Сколько часов и минут в неделю (он/она)занимается какими-то еще предметами; выбранными родителями или ребенком; для получения дополнительных знаний? (МИНУТ) ,How many hours and minutes a week (he / she) is engaged in some more items; selected parent or child; for more knowledge? (MIN)
rk7.7.1a,До или после школьных уроков (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры? ,Before or after school hours (he / she) is watching TV; video; playing video or computer games?
rk7.7.1b,Сколько часов и минут в день (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры? (ЧАСОВ) ,How many hours and minutes a day (he / she) is watching TV; video; playing video or computer games? (Hours)
rk7.7.1c,Сколько часов и минут в день (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры? (МИНУТ) ,How many hours and minutes a day (he / she) is watching TV; video; playing video or computer games? (MIN)
rk7.7.7a,До или после школьных уроков (он/она) сидит в Интернете или локальной сети? ,Before or after school hours (he / she) sits on the Internet or a local network?
rk7.7.7b,Сколько часов и минут в день (он/она) сидит в Интернете или локальной сети? (ЧАСОВ) ,How many hours and minutes a day (he / she) sits on the Internet or a local network? (Hours)
rk7.7.7c,Сколько часов и минут в день (он/она)сидит в Интернете или локальной сети? (МИНУТ) ,How many hours and minutes a day (he / she) sits on the Internet or a local network? (MIN)
rk7.7.3a,До или после школьных уроков (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки? ,Before or after school hours (he / she) plays in the game - in the machine; dolls; designers; chess; Checkers?
rk7.7.3b,Сколько часов и минут в день (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки? (ЧАСОВ) ,How many hours and minutes a day (he / she) plays in the game - in the machine; dolls; designers; chess; Checkers? (Hours)
rk7.7.3c,Сколько часов и минут в день (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки? (МИНУТ) ,How many hours and minutes a day (he / she) plays in the game - in the machine; dolls; designers; chess; Checkers? (MIN)
rk7.7.6a,До или после школьных уроков (он/она) читает? ,Before or after school hours (he / she) is reading?
rk7.7.6b,Сколько часов и минут в день (он/она) читает? (ЧАСОВ) ,How many hours and minutes per day (he / she) reads? (Hours)
rk7.7.6c,Сколько часов и минут в день (он/она) читает? (МИНУТ) ,How many hours and minutes per day (he / she) reads? (MIN)
rk7.7.4a,До или после школьных уроков (он/она) делает уроки? ,Before or after school hours (he / she) does his homework?
rk7.7.4b,Сколько часов и минут в день (он/она) делает уроки? (ЧАСОВ) ,How many hours and minutes per day (he / she) does learned? (Hours)
rk7.7.4c,Сколько часов и минут в день (он/она) делает уроки? (МИНУТ) ,How many hours and minutes per day (he / she) does learned? (MIN)
rk771.1a,"(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками различными видами физической активности; спортом? *В 2013 году в формулировку вопроса добавлено слово ""взрослыми"" (родственниками). В 2013 году вариант ответа 99999996 ""НЕ ОТНОСИТСЯ"" заменен ответом ""НЕ ЗАНИМАЕТСЯ ЭТИМ"" ","(He / she) has been under the direction of, or with their parents; adult relatives various kinds of physical activity; sports? * In 2013, in the wording of the question is added the word ""adult"" (relatives). In 2013, the answer 99999996 ""DOES NOT APPLY"" replaced the answer ""do not do it"""
rk771.1b,Сколько часов и минут в неделю (он/она) занимается различными видами физической активности; спортом? (ЧАСОВ) ,How many hours and minutes a week (he / she) is engaged in various types of physical activity; sports? (Hours)
rk771.1c,Сколько часов и минут в неделю (он/она) занимается различными видами физической активности; спортом? (МИНУТ) ,How many hours and minutes a week (he / she) is engaged in various types of physical activity; sports? (MIN)
rk771.2a,"(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками творчеством и ремеслами? *В 2013 году в формулировку вопроса добавлено слово ""взрослыми"" (родственниками). В 2013 году вариант ответа 99999996 ""НЕ ОТНОСИТСЯ"" заменен ответом ""НЕ ЗАНИМАЕТСЯ ЭТИМ"" ","(He / she) has been under the direction of, or with their parents; adult relatives creativity and crafts? * In 2013, in the wording of the question is added the word ""adult"" (relatives). In 2013, the answer 99999996 ""DOES NOT APPLY"" replaced the answer ""do not do it"""
rk771.2b,Сколько часов и минут в неделю (он/она) занимается творчеством и ремеслами? (ЧАСОВ) ,How many hours and minutes a week (he / she) is engaged in creativity and crafts? (Hours)
rk771.2c,Сколько часов и минут в неделю (он/она) занимается творчеством и ремеслами? (МИНУТ) ,How many hours and minutes a week (he / she) is engaged in creativity and crafts? (MIN)
rk771.3a,"(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками подготовкой уроков; домашних заданий? *В 2013 году в формулировку вопроса добавлено слово ""взрослыми"" (родственниками). В 2013 году вариант ответа 99999996 ""НЕ ОТНОСИТСЯ"" заменен ответом ""НЕ ЗАНИМАЕТСЯ ЭТИМ"" ","(He / she) has been under the direction of, or with their parents; adult relatives preparing lessons; Homework? * In 2013, in the wording of the question is added the word ""adult"" (relatives). In 2013, the answer 99999996 ""DOES NOT APPLY"" replaced the answer ""do not do it"""
rk771.3b,Сколько часов и минут в неделю (он/она) занимается подготовкой уроков; домашних заданий? (ЧАСОВ) ,How many hours and minutes a week (he / she) is preparing lessons; Homework? (Hours)
rk771.3c,Сколько часов и минут в неделю (он/она) занимается подготовкой уроков; домашних заданий? (МИНУТ) ,How many hours and minutes a week (he / she) is preparing lessons; Homework? (MIN)
rk771.4a,"(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний? *В 2013 году в формулировку вопроса добавлено слово ""взрослыми"" (родственниками). В 2013 году вариант ответа 99999996 ""НЕ ОТНОСИТСЯ"" заменен ответом ""НЕ ЗАНИМАЕТСЯ ЭТИМ"" ","(He / she) has been under the direction of, or with their parents; adult relatives some subjects; selected parent or child; for more knowledge? * In 2013, in the wording of the question is added the word ""adult"" (relatives). In 2013, the answer 99999996 ""DOES NOT APPLY"" replaced the answer ""do not do it"""
rk771.4b,Сколько часов и минут в неделю (он/она) занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний? (ЧАСОВ) ,How many hours and minutes a week (he / she) is engaged in some subjects; selected parent or child; for more knowledge? (Hours)
rk771.4c,Сколько часов и минут в неделю (он/она) занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний? (МИНУТ) ,How many hours and minutes a week (he / she) is engaged in some subjects; selected parent or child; for more knowledge? (MIN)
rj360.4,"У Вас лично есть портативная развлекательная система PSP (пи-эс-пи) или что-то подобное? *В 2013 году в формулировку вопроса добавлены слова ""или что-то подобное"" ","Do you personally have a portable entertainment system PSP (pi-pi es) or something like that? * In 2013, in the wording of the question, the words ""or something like that"""
rk7.8.1,Как (он/она) добирается до школы? *В 2013 году добавлен вариант ответа 99999996 'ОБУЧАЕТСЯ ДОМА ' ,"As (he / she) gets to school? * In 2013, the added answer 99999996 'study at home'"
rk7.8.2a,Сколько всего часов и минут занимает у (него/нее) дорога туда и обратно? (ЧАСОВ) ,How many hours and minutes takes in (him / her) way there and back? (Hours)
rk7.8.2b,Сколько всего часов и минут занимает у (него/нее) дорога туда и обратно? (МИНУТ) ,How many hours and minutes takes in (him / her) way there and back? (MIN)
rk8.1,Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что пойдет в школу через год или два? ,Why (he / she) is not studying in secondary school? Because going to school in a year or two?
rk8.2,Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что у (него/нее) плохое здоровье; посещать школу не может? ,Why (he / she) is not studying in secondary school? Because (he / she) poor health; attend school can not?
rk8.3,Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что (он/она) отчислен(а) из школы? ,Why (he / she) is not studying in secondary school? Because (he / she) is deducted (a) from school?
rk8.4,Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что семья хочет дать (ему/ей) домашнее образование? ,Why (he / she) is not studying in secondary school? Because the family wants to give (him / her) home education?
rk8.5,Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что близко от дома нет школы? ,Why (he / she) is not studying in secondary school? Because close to home is no school?
rk8.7,Почему (он/она) сейчас не учится в общеобразовательной школе? (Oн/она) не хочет учиться? *В 2013 году добавили этот подвопрос. Ранее респонденты с этой причиной попадали в пункт  k8.6 (Другое) ,"Why (he / she) is not studying in secondary school? (OH / she) does not want to learn? * In 2013, added the sub-question. Earlier this reason respondents fell into the point k8.6 (Other)"
rk8.8,Почему (он/она) сейчас не учится в общеобразовательной школе? Ребенок вынужден работать; чтобы помогать семье *В 2013 году добавили этот подвопрос. Ранее респонденты с этой причиной попадали в пункт  k8.6 (Другое) ,"Why (he / she) is not studying in secondary school? The child is forced to work; to help the family * In 2013, added the sub-question. Earlier this reason respondents fell into the point k8.6 (Other)"
rk8.6,Почему (он/она) сейчас не учится в общеобразовательной школе? По другим причинам? *В 2013 году добавили  подвопросы k8.7 и k8.8. Ранее респонденты с этими причинами попадали в пункт  k8.6 (Другое) ,"Why (he / she) is not studying in secondary school? For other reasons? * In 2013, the added sub-questions k8.7 and k8.8. Previously these reasons respondents fell into the point k8.6 (Other)"
rk8_1,(Он/она) сейчас посещает какое-нибудь детское дошкольное учреждение? ,(He / she) is now visiting some nursery?
rk8_2,Кому принадлежит детское дошкольное учреждение; которое посещает Ваш ребенок? ,Who owns the nursery; that your child attends?
rk8.a.1a,Скажите мне; пожалуйста; (он/она) занимается карате; дзюдо; гимнастикой; теннисом; плаванием? ,Tell me; please; (he / she) is engaged in karate; judo; gymnastics; tennis; swimming?
rk8.a.1b,Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) занимается карате; дзюдо; гимнастикой; теннисом; плаванием? (ЧАСОВ) ,Tell me; please; how many hours and minutes a week (he / she) is engaged in karate; judo; gymnastics; tennis; swimming? (Hours)
rk8.a.1c,Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) занимается карате; дзюдо; гимнастикой; теннисом; плаванием? (МИНУТ) ,Tell me; please; how many hours and minutes a week (he / she) is engaged in karate; judo; gymnastics; tennis; swimming? (MIN)
rk8.a.2a,Скажите мне; пожалуйста; (он/она) играет в мячик; катается на коньках; на велосипеде; на роликах? ,Tell me; please; (he / she) plays a ball; skates; cycling; Roller?
rk8.a.2b,Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) играет в мячик; катается на коньках; на велосипеде; на роликах? (ЧАСОВ) ,Tell me; please; how many hours and minutes per week (he / she) plays ball; skates; cycling; Roller? (Hours)
rk8.a.2c,Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) играет в мячик; катается на коньках; на велосипеде; на роликах? (МИНУТ) ,Tell me; please; how many hours and minutes per week (he / she) plays ball; skates; cycling; Roller? (MIN)
rk8.a.3a,Скажите мне; пожалуйста; (он/она) занимается танцами; бегает; прыгаете; играет в классики; в прятки? ,Tell me; please; (he / she) is engaged in dancing; runs; jump; Hopscotch; hide and seek?
rk8.a.3b,Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) занимается танцами; бегает; прыгает; играет в классики; в прятки? (ЧАСОВ) ,Tell me; please; how many hours and minutes a week (he / she) is engaged in dancing; runs; jumps; Hopscotch; hide and seek? (Hours)
rk8.a.3c,Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) занимается танцами; бегает; прыгает; играет в классики; в прятки? (МИНУТ) ,Tell me; please; how many hours and minutes a week (he / she) is engaged in dancing; runs; jumps; Hopscotch; hide and seek? (MIN)
rk8.a.4a,Скажите мне; пожалуйста; (он/она) играет сидя: на лавочке; в песочнице? ,Tell me; please; (he / she) plays sitting: on the bench; in the sandbox?
rk8.a.4b,Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) играет сидя: на лавочке; в песочнице? (ЧАСОВ) ,Tell me; please; how many hours and minutes a week (he / she) plays sitting: on the bench; in the sandbox? (Hours)
rk8.a.4c,Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) играет сидя: на лавочке; в песочнице? (МИНУТ) ,Tell me; please; how many hours and minutes a week (he / she) plays sitting: on the bench; in the sandbox? (MIN)
rk8.13,(Он/она) занимается регулярно физкультурой и спортом в детском дошкольном учреждении; секции или дома? ,(He / she) is engaged in regular physical exercise and sports the child care center; section or at home?
rk81311a,(Он/она) занимается рисованием или музыкой? ,(He / she) is engaged in painting or music?
rk81311b,Сколько часов и минут в неделю (он/она) занимается рисованием или музыкой? (ЧАСОВ) ,How many hours and minutes a week (he / she) is engaged in painting or music? (Hours)
rk81311c,Сколько часов и минут в неделю (он/она) занимается рисованием или музыкой? (МИНУТ) ,How many hours and minutes a week (he / she) is engaged in painting or music? (MIN)
rk81312a,(Он/она) занимается театром; рукоделием; танцами или каким-то другим творчеством? ,(He / she) is engaged in the theater; crafts; dancing or some other creative?
rk81312b,Сколько часов и минут в неделю (он/она) занимается театром; рукоделием; танцами или каким-то другим творчеством? (ЧАСОВ) ,How many hours and minutes a week (he / she) is engaged in the theater; crafts; dancing or some other creative? (Hours)
rk81312c,Сколько часов и минут в неделю (он/она) занимается театром; рукоделием; танцами или каким-то другим творчеством? (МИНУТ) ,How many hours and minutes a week (he / she) is engaged in the theater; crafts; dancing or some other creative? (MIN)
rk81314a,(Он/она) занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний? ,(He / she) is engaged in some subjects; selected parent or child; for more knowledge?
rk81314b,Сколько часов и минут в неделю (он/она) занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний? (ЧАСОВ) ,How many hours and minutes a week (he / she) is engaged in some subjects; selected parent or child; for more knowledge? (Hours)
rk81314c,Сколько часов и минут в неделю (он/она) занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний? (МИНУТ) ,How many hours and minutes a week (he / she) is engaged in some subjects; selected parent or child; for more knowledge? (MIN)
rk81315a,(Он/она) занимается иностранным языком? ,(He / she) is engaged in a foreign language?
rk81315b,Сколько часов и минут в неделю (он/она) занимается иностранным языком? (ЧАСОВ) ,How many hours and minutes a week (he / she) is engaged in a foreign language? (Hours)
rk81315c,Сколько часов и минут в неделю (он/она) занимается иностранным языком? (МИНУТ) ,How many hours and minutes a week (he / she) is engaged in a foreign language? (MIN)
rk8.151a,(Он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры? ,(He / she) is watching TV; video; playing video or computer games?
rk8.151b,Сколько часов и минут в день (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры? (ЧАСОВ) ,How many hours and minutes a day (he / she) is watching TV; video; playing video or computer games? (Hours)
rk8.151c,Сколько часов и минут в день (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры? (МИНУТ) ,How many hours and minutes a day (he / she) is watching TV; video; playing video or computer games? (MIN)
rk8.153a,(Он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки? ,(He / she) plays in the game - in the machine; dolls; designers; chess; Checkers?
rk8.153b,Сколько часов и минут в день (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки? (ЧАСОВ) ,How many hours and minutes a day (he / she) plays in the game - in the machine; dolls; designers; chess; Checkers? (Hours)
rk8.153c,Сколько часов и минут в день (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки? (МИНУТ) ,How many hours and minutes a day (he / she) plays in the game - in the machine; dolls; designers; chess; Checkers? (MIN)
rk8.152a,(Он/она) читает или слушает чтение; когда (ему/ей) читают? ,(He / she) reads or listens to the reading; when (he / she) are reading?
rk8.152b,Сколько часов и минут в день (он/она) читает или слушает чтение; когда (ему/ей) читают? (ЧАСОВ) ,How many hours and minutes a day (he / she) reads or listens to the reading; when (he / she) are reading? (Hours)
rk8.152c,Сколько часов и минут в день (он/она) читает или слушает чтение; когда (ему/ей) читают? (МИНУТ) ,How many hours and minutes a day (he / she) reads or listens to the reading; when (he / she) are reading? (MIN)
rk81511a,"(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками различными видами физической активности; спортом? *В 2013 году в формулировку вопроса добавлено слово ""взрослыми"" (родственниками). В 2013 году вариант ответа 99999996 ""НЕ ОТНОСИТСЯ"" заменен ответом ""НЕ ЗАНИМАЕТСЯ ЭТИМ"" ","(He / she) has been under the direction of, or with their parents; adult relatives various kinds of physical activity; sports? * In 2013, in the wording of the question is added the word ""adult"" (relatives). In 2013, the answer 99999996 ""DOES NOT APPLY"" replaced the answer ""do not do it"""
rk81511b,Сколько часов и минут в неделю (он/она) занимается различными видами физической активности; спортом? (ЧАСОВ) ,How many hours and minutes a week (he / she) is engaged in various types of physical activity; sports? (Hours)
rk81511c,Сколько часов и минут в неделю (он/она) занимается различными видами физической активности; спортом? (МИНУТ) ,How many hours and minutes a week (he / she) is engaged in various types of physical activity; sports? (MIN)
rk81512a,"(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками творчеством? *В 2013 году в формулировку вопроса добавлено слово ""взрослыми"" (родственниками). В 2013 году вариант ответа 99999996 ""НЕ ОТНОСИТСЯ"" заменен ответом ""НЕ ЗАНИМАЕТСЯ ЭТИМ"" ","(He / she) has been under the direction of, or with their parents; adult relatives creativity? * In 2013, in the wording of the question is added the word ""adult"" (relatives). In 2013, the answer 99999996 ""DOES NOT APPLY"" replaced the answer ""do not do it"""
rk81512b,Сколько часов и минут в неделю (он/она) занимается творчеством? (ЧАСОВ) ,How many hours and minutes a week (he / she) is engaged in creativity? (Hours)
rk81512c,Сколько часов и минут в неделю (он/она) занимается творчеством? (МИНУТ) ,How many hours and minutes a week (he / she) is engaged in creativity? (MIN)
rk81513a,"(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками по предметам; выбранным родителями или ребенком; для получения дополнительных знаний? *В 2013 году в формулировку вопроса добавлено слово ""взрослыми"" (родственниками). В 2013 году вариант ответа 99999996 ""НЕ ОТНОСИТСЯ"" заменен ответом ""НЕ ЗАНИМАЕТСЯ ЭТИМ"" ","(He / she) has been under the direction of, or with their parents; adult relatives in subjects; selected parent or child; for more knowledge? * In 2013, in the wording of the question is added the word ""adult"" (relatives). In 2013, the answer 99999996 ""DOES NOT APPLY"" replaced the answer ""do not do it"""
rk81513b,Сколько часов и минут в неделю (он/она) занимается по предметам; выбранным родителями или ребенком; для получения дополнительных знаний? (ЧАСОВ) ,How many hours and minutes a week (he / she) is engaged in the subjects; selected parent or child; for more knowledge? (Hours)
rk81513c,Сколько часов и минут в неделю(он/она) занимается по предметам; выбранным родителями или ребенком; для получения дополнительных знаний? (МИНУТ) ,How many hours and minutes a week (he / she) is engaged in the subjects; selected parent or child; for more knowledge? (MIN)
rk816.1a,В течение последних 12 месяцев Ваш ребенок посещал(а) театры; музеи; выставки; зоопарк; цирк и другие культурно-зрелищные мероприятия? ,"During the past 12 months, your child attended (a) theaters; museums; exhibitions; Zoo; circus and other cultural and entertainment events?"
rk816.1b,"Сколько раз за последние 12 месяцев Ваш ребенок посещал(а) культурно-зрелищные мероприятия с родителями; взрослыми родственниками? *В 2013 году в формулировку вопроса добавлено слово ""взрослыми"" (родственниками). ","How many times in the past 12 months, your child attended (a) cultural and entertainment events with parents; adult relatives? * In 2013, in the wording of the question is added the word ""adult"" (relatives)."
rk816.1c,Сколько раз за последние 12 месяцев Ваш ребенок посещал(а) культурно-зрелищные мероприятия без родителей; родственников? ,"How many times in the past 12 months, your child attended (a) cultural and entertainment events without parents; relatives?"
rk816.2a,В течение последних 12 месяцев Ваш ребенок был(а) на каких-либо экскурсиях; в поездках; походах и т.п.? ,"During the past 12 months, your child has been (a) on any excursions; travel; campaigns, etc.?"
rk816.2b,"Сколько раз за последние 12 месяцев Ваш ребенок был(а) на каких-либо экскурсиях; в поездках; походах и т.п. с родителями; взрослыми родственниками? *В 2013 году в формулировку вопроса добавлено слово ""взрослыми"" (родственниками). ","How many times in the past 12 months, your child has been (a) on any excursions; travel; campaigns, etc. with parents; adult relatives? * In 2013, in the wording of the question is added the word ""adult"" (relatives)."
rk816.2c,Сколько раз за последние 12 месяцев Ваш ребенок был(а) на каких-либо экскурсиях; в поездках; походах и т.п. без родителей; родственников? ,"How many times in the past 12 months, your child has been (a) on any excursions; travel; campaigns, etc. without parents; relatives?"
rk8.17,Кто-нибудь из родителей проводил с Вашим ребенком отпуск в последние 12 месяцев? ,Someone from parents spend with your child leave in the past 12 months?
rk8.18,Ваш ребенок встречается со сверстниками (вне детского сада/вне школы)? ,Your child meets with peers (outside of kindergarten / outside school)?
rk8.19.1,(Он/она) гуляет во дворе с друзьями? ,(He / she) walks in the yard with your friends?
rk8.19.2,(Он/она) общается с друзьями у Вас дома или в гостях? ,(He / she) is chatting with friends at your home or at a party?
rk8.19.3,(Он/она) общается в кружках; секциях; на курсах? ,(He / she) talks in circles; sections; courses?
rk8.19.4,(Он/она) общается на экскурсиях; в кино; театрах; на детских праздниках вне дома? ,(He / she) speaks on excursions; in the movie; theaters; at children's parties outside the home?
rk8.20,Как часто (он/она) встречается со сверстниками (вне детского сада/вне школы)? ,How often (he / she) meets with peers (outside the kindergarten / out of school)?
rk9,В течение последних 7 дней за ребенком ухаживал кто-то; кто не является членом Вашего домохозяйства: знакомые; работники детских учреждений; воспитатели школ; родственники; которые живут отдельно? ,In the last 7 days of the child courted someone; who is not a member of your household: the familiar; child care workers; school teachers; relatives; who live separately?
rk10,В течение последних 7 дней за Вашим ребенком ухаживали родственники; которые живут отдельно? ,In the last 7 days for your child cared for relatives; who live separately?
rk11,Сколько дней из последних 7 дней Вам помогали ухаживать за Вашим ребенком родственники; которые живут отдельно? ,How many days in the past 7 days to help you care for your child's relatives; who live separately?
rk12a,В те дни из последних 7; когда Ваши родственники; живущие отдельно; помогали ухаживать за ребенком; сколько в среднем часов и минут в день это составляло? (ЧАСЫ) ,In those days of the last 7; when your relatives; living separately; helped care for the child; the average number of hours and minutes in the day it was? (WATCH)
rk12b,В те дни из последних 7; когда Ваши родственники; живущие отдельно; помогали ухаживать за ребенком; сколько в среднем часов и минут в день это составляло? (МИНУТ) ,In those days of the last 7; when your relatives; living separately; helped care for the child; the average number of hours and minutes in the day it was? (MIN)
rk13,В течение последних 7 дней ребенок ходил в детский сад; ясли; группу продленного дня в школе или тому подобное? ,"In the last 7 days the child went to kindergarten; nurseries; After-school care in the school, or the like?"
rk14,Сколько дней из последних 7 Ваш ребенок ходил в детский сад; ясли; группу продленного дня в школе или тому подобное? ,"How many days in the past 7 Your child went to kindergarten; nurseries; After-school care in the school, or the like?"
rk15a,В те дни из последних 7 дней; когда ребенок ходил в детский сад; ясли; группу продленного дня в школе или тому подобное; сколько в среднем часов и минут в день это составляло? (ЧАСОВ) ,In those days of the last 7 days; when the child went to kindergarten; nurseries; After-school care in the school or the like; the average number of hours and minutes in the day it was? (Hours)
rk15b,В те дни из последних 7 дней; когда ребенок ходил в детский сад; ясли; группу продленного дня в школе или тому подобное; сколько в среднем часов и минут в день это составляло? (МИНУТ) ,In those days of the last 7 days; when the child went to kindergarten; nurseries; After-school care in the school or the like; the average number of hours and minutes in the day it was? (MIN)
rk17,В течение последних 7 дней Ваш помогали ухаживать за Вашим ребенком другие люди; которые не являются Вашими родственниками? ,In the last 7 days your help to look after your child other people; are not your relatives?
rk18,Сколько дней из последних 7 за Вашим ребенком помогали ухаживать люди; не являющиеся Вашими родственниками? ,How many days in the past 7 for your child help people take care of; are not your relatives?
rk19a,В те дни из последних 7; когда люди; не являющиеся Вашими родственниками; помогали ухаживать за Вашим ребенком; сколько в среднем часов и минут в день это составляло? (ЧАСОВ) ,In those days of the last 7; when people; are not your relatives; helped to care for your child; the average number of hours and minutes in the day it was? (Hours)
rk19b,В те дни из последних 7; когда люди; не являющиеся Вашими родственниками; помогали ухаживать за Вашим ребенком; сколько в среднем часов и минут в день это составляло? (МИНУТ) ,In those days of the last 7; when people; are not your relatives; helped to care for your child; the average number of hours and minutes in the day it was? (MIN)
rk20,Вы уже заплатили или Вам придется заплатить за то; что в последние 7 дней за ребенком ухаживал кто-то; кто не является членом Вашего домохозяйства; или за пребывание (его/ее) в детском учреждении? ,"You have already paid, or you have to pay for it; that in the last 7 days of the child courting someone; who is not a member of your household; or per stay (his / her) in child care?"
rk21,Сколько Вы заплатили или Вам придется заплатить за то; что в последние 7 дней за ребенком ухаживал кто-то; кто не является членом Вашего домохозяйства? ,How much you pay or you have to pay for it; that in the last 7 days of the child courting someone; who is not a member of your household?
rl31,В течение последних 30 дней (он пропустил/она пропустила) по болезни сколько- нибудь учебных или присутственных дней? ,Over the past 30 days (he missed / she missed) sickness skolko any training or presences days?
rl32,Сколько всего дней (он пропустил/она пропустила) по болезни за последние 30 дней? ,How many days (he missed / she missed) due to illness in the last 30 days?
rl53,У (него/неё) есть постоянный врач; с которым Вы советуетесь по всем вопросам (его/её) здоровья? ,We (him / her) has a permanent doctor; with whom do you ask advice on all issues (his / her) health?
rl54,Есть врач; к которому Вы могли бы обратиться в случае необходимости? ,There is a doctor; to which you might apply in case of need?
rl81.1,Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания? Закаливание ,What other measures is the family; to improve the health of your child and prevent possible disease? hardening
rl81.2,Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания? Правильное питание ,What other measures is the family; to improve the health of your child and prevent possible disease? proper nutrition
