"","varcode","nro","wave","russian","english"
"668","qk7.6.3a",668,"i21","(Он/она) занимается до или после уроков легкой атлетикой; лыжами; коньками; роликами?","(He / she) is engaged in before or after school athletics; skiing; skates; rollers?"
"669","qk7.6.3b",669,"i21","Сколько часов и минут в неделю (он/она) занимается до или после уроков легкой атлетикой; лыжами; коньками; роликами? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in before or after school athletics; skiing; skates; rollers? (Hours)"
"670","qk7.6.3c",670,"i21","Сколько часов и минут в неделю (он/она) занимается до или после уроков легкой атлетикой; лыжами; коньками; роликами? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in before or after school athletics; skiing; skates; rollers? (MIN)"
"671","qk7.6.4a",671,"i21","(Он/она) занимается до или после уроков другими видами физической активности; например; салочки; прятки; катание на велосипеде?","(He / she) is engaged in before or after school, other types of physical activity; for example; salochki; hide and seek; cycling?"
"672","qk7.6.4b",672,"i21","Сколько часов и минут в неделю (он/она) занимается до или после уроков другими видами физической активности; например; салочки; прятки; катание на велосипеде? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in before or after school, other types of physical activity; for example; salochki; hide and seek; cycling? (Hours)"
"673","qk7.6.4c",673,"i21","Сколько часов и минут в неделю (он/она) занимается до или после уроков другими видами физической активности; например; салочки; прятки; катание на велосипеде? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in before or after school, other types of physical activity; for example; salochki; hide and seek; cycling? (MIN)"
"674","qk761.1a",674,"i21","Занимается (он/она) до или после школьных уроков:рисованием или музыкой?","Engaged (he / she) before or after school hours: painting or music?"
"675","qk761.1b",675,"i21","Сколько часов и минут в неделю (он/она)занимается рисованием или музыкой? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in painting or music? (Hours)"
"676","qk761.1c",676,"i21","Сколько часов и минут в неделю(он/она)занимается рисованием или музыкой? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in painting or music? (MIN)"
"677","qk761.2a",677,"i21","Занимается (он/она) до или после школьных уроков:танцами; фотографией; театром или какими-то другими видами художественного творчества?","Engaged (he / she) before or after school hours: dancing; photograph; theater or some other kinds of art?"
"678","qk761.2b",678,"i21","Сколько часов и минут в неделю (он/она) занимается танцами; фотографией; театром или какими-то другими видами художественного творчества? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in dancing; photograph; theater or some other kinds of art? (Hours)"
"679","qk761.2c",679,"i21","Сколько часов и минут в неделю (он/она)занимается ? (МИНУТ)танцами; фотографией; театром или какими-то другими видами художественного творчества","How many hours and minutes a week (he / she) do? (MIN) dances; photograph; theater or some other types of art"
"680","qk761.3a",680,"i21","Занимается (он/она) до или после школьных уроков:в кружках технического и прикладного творчества?","Engaged (he / she) before or after school hours: in the circles of technical and applied arts?"
"681","qk761.3b",681,"i21","Сколько часов и минут в неделю (он/она)занимается в кружках технического и прикладного творчества? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in the circles of technical and applied arts? (Hours)"
"682","qk761.3c",682,"i21","Сколько часов и минут в неделю (он/она)занимается в кружках технического и прикладного творчества?(МИНУТ)","How many hours and minutes a week (he / she) is engaged in the circles of technical and applied arts? (MINUTES)"
"683","qk761.4a",683,"i21","Занимается (он/она) до или после школьных уроков: углубленным изучением компьютерных технологий?","Engaged (he / she) before or after school hours: in-depth study of computer technology?"
"684","qk761.4b",684,"i21","Сколько часов и минут в неделю (он/она)занимается углубленным изучением компьютерных технологий? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in in-depth study of computer technology? (Hours)"
"685","qk761.4c",685,"i21","Сколько часов и минут в неделю (он/она)занимается углубленным изучением компьютерных технологий? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in in-depth study of computer technology? (MIN)"
"686","qk761.5a",686,"i21","Занимается (он/она) до или после школьных уроков:иностранным языком?","Engaged (he / she) before or after school hours: a foreign language?"
"687","qk761.5b",687,"i21","Сколько часов и минут в неделю (он/она)занимается иностранным языком? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in a foreign language? (Hours)"
"688","qk761.5c",688,"i21","Сколько часов и минут в неделю (он/она)занимается иностранным языком? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in a foreign language? (MIN)"
"689","qk761.6a",689,"i21","Занимается (он/она) до или после школьных уроков:какими-то еще предметами; выбранными родителями или ребенком; для получения дополнительных знаний?","Engaged (he / she) before or after school hours: some more items; selected parent or child; for more knowledge?"
"690","qk761.6b",690,"i21","Сколько часов и минут в неделю (он/она)занимается какими-то еще предметами; выбранными родителями или ребенком; для получения дополнительных знаний? (ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in some more items; selected parent or child; for more knowledge? (Hours)"
"691","qk761.6c",691,"i21","Сколько часов и минут в неделю (он/она)занимается какими-то еще предметами; выбранными родителями или ребенком; для получения дополнительных знаний? (МИНУТ)","How many hours and minutes a week (he / she) is engaged in some more items; selected parent or child; for more knowledge? (MIN)"
"692","qk7.7.1a",692,"i21","До или после школьных уроков (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры?","Before or after school hours (he / she) is watching TV; video; playing video or computer games?"
"693","qk7.7.1b",693,"i21","Сколько часов и минут в день (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры? (ЧАСОВ)","How many hours and minutes a day (he / she) is watching TV; video; playing video or computer games? (Hours)"
"694","qk7.7.1c",694,"i21","Сколько часов и минут в день (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры? (МИНУТ)","How many hours and minutes a day (he / she) is watching TV; video; playing video or computer games? (MIN)"
"695","qk7.7.7a",695,"i21","До или после школьных уроков (он/она) сидит в Интернете или локальной сети?","Before or after school hours (he / she) sits on the Internet or a local network?"
"696","qk7.7.7b",696,"i21","Сколько часов и минут в день (он/она) сидит в Интернете или локальной сети?(ЧАСОВ)","How many hours and minutes a day (he / she) sits on the Internet or a local network? (Hours)"
"697","qk7.7.7c",697,"i21","Сколько часов и минут в день (он/она)сидит в Интернете или локальной сети?(МИНУТ)","How many hours and minutes a day (he / she) sits on the Internet or a local network? (MINUTES)"
"698","qk7.7.3a",698,"i21","До или после школьных уроков (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки?","Before or after school hours (he / she) plays in the game - in the machine; dolls; designers; chess; Checkers?"
"699","qk7.7.3b",699,"i21","Сколько часов и минут в день (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки? (ЧАСОВ)","How many hours and minutes a day (he / she) plays in the game - in the machine; dolls; designers; chess; Checkers? (Hours)"
"700","qk7.7.3c",700,"i21","Сколько часов и минут в день (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки? (МИНУТ)","How many hours and minutes a day (he / she) plays in the game - in the machine; dolls; designers; chess; Checkers? (MIN)"
"701","qk7.7.6a",701,"i21","До или после школьных уроков (он/она) читает?","Before or after school hours (he / she) is reading?"
"702","qk7.7.6b",702,"i21","Сколько часов и минут в день (он/она) читает?(ЧАСОВ)","How many hours and minutes a day (he / she) is reading? (Hours)"
"703","qk7.7.6c",703,"i21","Сколько часов и минут в день (он/она) читает?(МИНУТ)","How many hours and minutes a day (he / she) is reading? (MINUTES)"
"704","qk7.7.4a",704,"i21","До или после школьных уроков (он/она) делает уроки?","Before or after school hours (he / she) does his homework?"
"705","qk7.7.4b",705,"i21","Сколько часов и минут в день (он/она) делает уроки? (ЧАСОВ)","How many hours and minutes per day (he / she) does learned? (Hours)"
"706","qk7.7.4c",706,"i21","Сколько часов и минут в день (он/она) делает уроки? (МИНУТ)","How many hours and minutes per day (he / she) does learned? (MIN)"
"707","qk771.1a",707,"i21","(Он/она) занимается под руководством или вместе с родителями; родственниками различными видами физической активности; спортом?","(He / she) has been under the direction of, or with their parents; relatives various kinds of physical activity; sports?"
"708","qk771.1b",708,"i21","Сколько часов и минут в неделю (он/она)занимается различными видами физической активности; спортом?(ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in various types of physical activity; Sports (hours)"
"709","qk771.1c",709,"i21","Сколько часов и минут в неделю (он/она)занимается различными видами физической активности; спортом?(МИНУТ)","How many hours and minutes a week (he / she) is engaged in various types of physical activity; Sports (MINUTES)"
"710","qk771.2a",710,"i21","(Он/она) занимается под руководством или вместе с родителями; родственниками творчеством и ремеслами?","(He / she) has been under the direction of, or with their parents; relatives creativity and crafts?"
"711","qk771.2b",711,"i21","Сколько часов и минут в неделю (он/она)занимается творчеством и ремеслами?(ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in creativity and crafts? (Hours)"
"712","qk771.2c",712,"i21","Сколько часов и минут в неделю (он/она)занимается творчеством и ремеслами?(МИНУТ)","How many hours and minutes a week (he / she) is engaged in creativity and crafts? (MINUTES)"
"713","qk771.3a",713,"i21","(Он/она) занимается под руководством или вместе с родителями; родственниками подготовкой уроков; домашних заданий?","(He / she) has been under the direction of, or with their parents; relatives preparing lessons; Homework?"
"714","qk771.3b",714,"i21","Сколько часов и минут в неделю (он/она)занимается подготовкой уроков; домашних заданий?(ЧАСОВ)","How many hours and minutes a week (he / she) is preparing lessons; Homework? (hours)"
"715","qk771.3c",715,"i21","Сколько часов и минут в неделю (он/она)занимается подготовкой уроков; домашних заданий?(МИНУТ)","How many hours and minutes a week (he / she) is preparing lessons; Homework? (MINUTES)"
"716","qk771.4a",716,"i21","(Он/она) занимается под руководством или вместе с родителями; родственниками какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний?","(He / she) has been under the direction of, or with their parents; relatives of some subjects; selected parent or child; for more knowledge?"
"717","qk771.4b",717,"i21","Сколько часов и минут в неделю (он/она)занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний?(ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in some subjects; selected parent or child; for more knowledge? (hours)"
"718","qk771.4c",718,"i21","Сколько часов и минут в неделю (он/она)занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний?(МИНУТ)","How many hours and minutes a week (he / she) is engaged in some subjects; selected parent or child; for more knowledge? (MINUTES)"
"719","qj360.4",719,"i21","У Вас лично есть портативная развлекательная система PSP?","Do you personally have a portable entertainment system PSP?"
"720","qk7.8.1",720,"i21","Как (он/она) добирается до школы?","As (he / she) gets to school?"
"721","qk7.8.2a",721,"i21","Сколько часов и минут занимает у (него/нее) дорога туда и обратно? (ЧАСОВ)","How many hours and minutes takes in (him / her) way there and back? (Hours)"
"722","qk7.8.2b",722,"i21","Сколько часов и минут занимает у (него/нее) дорога туда и обратно? (МИНУТ)","How many hours and minutes takes in (him / her) way there and back? (MIN)"
"723","qk8.1",723,"i21","Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что пойдет в школу через год или два?","Why (he / she) is not studying in secondary school? Because going to school in a year or two?"
"724","qk8.2",724,"i21","Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что у (него/нее) плохое здоровье; посещать школу не может?","Why (he / she) is not studying in secondary school? Because (he / she) poor health; attend school can not?"
"725","qk8.3",725,"i21","Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что (он/она) отчислен(а) из школы?","Why (he / she) is not studying in secondary school? Because (he / she) is deducted (a) from school?"
"726","qk8.4",726,"i21","Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что семья хочет дать (ему/ей) домашнее образование?","Why (he / she) is not studying in secondary school? Because the family wants to give (him / her) home education?"
"727","qk8.5",727,"i21","Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что близко от дома нет школы?","Why (he / she) is not studying in secondary school? Because close to home is no school?"
"728","qk8.6",728,"i21","Почему (он/она) сейчас не учится в общеобразовательной школе? По другим причинам?","Why (he / she) is not studying in secondary school? For other reasons?"
"729","qk8_1",729,"i21","(Он/она) сейчас посещает какое-нибудь детское дошкольное учреждение?","(He / she) is now visiting some nursery?"
"730","qk8_2",730,"i21","Кому принадлежит детское дошкольное учреждение; которое посещает Ваш ребенок?","Who owns the nursery; that your child attends?"
"731","qk8.a.1a",731,"i21","Скажите мне; пожалуйста; (он/она) занимается каратэ; дзюдо; гимнастикой; теннисом; плаванием?","Tell me; please; (he / she) is engaged in karate; judo; gymnastics; tennis; swimming?"
"732","qk8.a.1b",732,"i21","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) занимается каратэ; дзюдо; гимнастикой; теннисом; плаванием? (ЧАСОВ)","Tell me; please; how many hours and minutes a week (he / she) is engaged in karate; judo; gymnastics; tennis; swimming? (Hours)"
"733","qk8.a.1c",733,"i21","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) занимается каратэ; дзюдо; гимнастикой; теннисом; плаванием? (МИНУТ)","Tell me; please; how many hours and minutes a week (he / she) is engaged in karate; judo; gymnastics; tennis; swimming? (MIN)"
"734","qk8.a.2a",734,"i21","Скажите мне; пожалуйста; (он/она) играет в мячик; катается на коньках; на велосипеде?","Tell me; please; (he / she) plays a ball; skates; on a bicycle?"
"735","qk8.a.2b",735,"i21","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) играет в мячик; катается на коньках; на велосипеде? (ЧАСОВ)","Tell me; please; how many hours and minutes per week (he / she) plays ball; skates; on a bicycle? (Hours)"
"736","qk8.a.2c",736,"i21","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) играет в мячик; катается на коньках; на велосипеде? (МИНУТ)","Tell me; please; how many hours and minutes per week (he / she) plays ball; skates; on a bicycle? (MIN)"
"737","qk8.a.3a",737,"i21","Скажите мне; пожалуйста; (он/она) танцует; бегает; прыгаете; играет в классики; в прятки?","Tell me; please; (he / she) dances; runs; jump; Hopscotch; hide and seek?"
"738","qk8.a.3b",738,"i21","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) танцует; бегает; прыгает; играет в классики; в прятки? (ЧАСОВ)","Tell me; please; how many hours and minutes a week (he / she) dances; runs; jumps; Hopscotch; hide and seek? (Hours)"
"739","qk8.a.3c",739,"i21","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) танцует; бегает; прыгает; играет в классики; в прятки? (МИНУТ)","Tell me; please; how many hours and minutes a week (he / she) dances; runs; jumps; Hopscotch; hide and seek? (MIN)"
"740","qk8.a.4a",740,"i21","Скажите мне; пожалуйста; (он/она) играет сидя: на лавочке; в песочнице?","Tell me; please; (he / she) plays sitting: on the bench; in the sandbox?"
"741","qk8.a.4b",741,"i21","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) играет сидя: на лавочке; в песочнице? (ЧАСОВ)","Tell me; please; how many hours and minutes a week (he / she) plays sitting: on the bench; in the sandbox? (Hours)"
"742","qk8.a.4c",742,"i21","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) играет сидя: на лавочке; в песочнице? (МИНУТ)","Tell me; please; how many hours and minutes a week (he / she) plays sitting: on the bench; in the sandbox? (MIN)"
"743","qk8.13",743,"i21","(Он/она) занимается регулярно физкультурой и спортом в детском дошкольном учреждении; секции или дома?","(He / she) is engaged in regular physical exercise and sports the child care center; section or at home?"
"744","qk81311a",744,"i21","(Он/она) занимается рисованием или музыкой?","(He / she) is engaged in painting or music?"
"745","qk81311b",745,"i21","Сколько часов и минут в неделю(он/она)занимается рисованием или музыкой?(ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in painting or music? (Hours)"
"746","qk81311c",746,"i21","Сколько часов и минут в неделю(он/она)занимается рисованием или музыкой?(МИНУТ)","How many hours and minutes a week (he / she) is engaged in painting or music? (MINUTES)"
"747","qk81312a",747,"i21","(Он/она) занимается театром; рукоделием; танцами или каким-то другим творчеством","(He / she) is engaged in the theater; crafts; dancing or some other creative"
"748","qk81312b",748,"i21","Сколько часов и минут в неделю(он/она)занимается театром; рукоделием; танцами или каким-то другим творчеством?(ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in the theater; crafts; dancing or some other creative? (hours)"
"749","qk81312c",749,"i21","Сколько часов и минут в неделю(он/она)занимается театром; рукоделием; танцами или каким-то другим творчеством?(МИНУТ)","How many hours and minutes a week (he / she) is engaged in the theater; crafts; dancing or some other creative? (MINUTES)"
"750","qk81314a",750,"i21","(Он/она) занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний?","(He / she) is engaged in some subjects; selected parent or child; for more knowledge?"
"751","qk81314b",751,"i21","Сколько часов и минут в неделю(он/она)занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний?(ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in some subjects; selected parent or child; for more knowledge? (hours)"
"752","qk81314c",752,"i21","Сколько часов и минут в неделю(он/она)занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний?(МИНУТ)","How many hours and minutes a week (he / she) is engaged in some subjects; selected parent or child; for more knowledge? (MINUTES)"
"753","qk81315a",753,"i21","(Он/она) занимается иностранным языком","(He / she) is engaged in foreign language"
"754","qk81315b",754,"i21","Сколько часов и минут в неделю(он/она)занимается иностранным языком?(ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in a foreign language? (Hours)"
"755","qk81315c",755,"i21","Сколько часов и минут в неделю(он/она)занимается иностранным языком?(МИНУТ)","How many hours and minutes a week (he / she) is engaged in a foreign language? (MINUTES)"
"756","qk8.151a",756,"i21","(Он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры?","(He / she) is watching TV; video; playing video or computer games?"
"757","qk8.151b",757,"i21","Сколько часов и минут в день (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры? (ЧАСОВ)","How many hours and minutes a day (he / she) is watching TV; video; playing video or computer games? (Hours)"
"758","qk8.151c",758,"i21","Сколько часов и минут в день (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры? (МИНУТ)","How many hours and minutes a day (he / she) is watching TV; video; playing video or computer games? (MIN)"
"759","qk8.153a",759,"i21","(Он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки?","(He / she) plays in the game - in the machine; dolls; designers; chess; Checkers?"
"760","qk8.153b",760,"i21","Сколько часов и минут в день (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки? (ЧАСОВ)","How many hours and minutes a day (he / she) plays in the game - in the machine; dolls; designers; chess; Checkers? (Hours)"
"761","qk8.153c",761,"i21","Сколько часов и минут в день (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки? (МИНУТ)","How many hours and minutes a day (he / she) plays in the game - in the machine; dolls; designers; chess; Checkers? (MIN)"
"762","qk8.152a",762,"i21","(Он/она) читает или слушает чтение; когда (ему/ей) читают?","(He / she) reads or listens to the reading; when (he / she) are reading?"
"763","qk8.152b",763,"i21","Сколько часов и минут в день (он/она) читает или слушает чтение; когда (ему/ей) читают? (ЧАСОВ)","How many hours and minutes a day (he / she) reads or listens to the reading; when (he / she) are reading? (Hours)"
"764","qk8.152c",764,"i21","Сколько часов и минут в день (он/она) читает или слушает чтение; когда (ему/ей) читают? (МИНУТ)","How many hours and minutes a day (he / she) reads or listens to the reading; when (he / she) are reading? (MIN)"
"765","qk81511a",765,"i21","(Он/она) занимается под руководством или вместе с родителями; родственниками различными видами физической активности; спортом?","(He / she) has been under the direction of, or with their parents; relatives various kinds of physical activity; sports?"
"766","qk81511b",766,"i21","Сколько часов и минут в неделю(он/она)занимается различными видами физической активности; спортом?(ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in various types of physical activity; Sports (hours)"
"767","qk81511c",767,"i21","Сколько часов и минут в неделю(он/она)занимается различными видами физической активности; спортом?(МИНУТ)","How many hours and minutes a week (he / she) is engaged in various types of physical activity; Sports (MINUTES)"
"768","qk81512a",768,"i21","(Он/она) занимается под руководством или вместе с родителями; родственниками творчеством?","(He / she) has been under the direction of, or with their parents; relatives of creativity?"
"769","qk81512b",769,"i21","Сколько часов и минут в неделю(он/она)занимается творчеством?(ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in creativity? (Hours)"
"770","qk81512c",770,"i21","Сколько часов и минут в неделю(он/она)занимается творчеством?(МИНУТ)","How many hours and minutes a week (he / she) is engaged in creativity? (MINUTES)"
"771","qk81513a",771,"i21","(Он/она) занимается под руководством или вместе с родителями; родственниками по предметам; выбранным родителями или ребенком; для получения дополнительных знаний?","(He / she) has been under the direction of, or with their parents; relatives of the subjects; selected parent or child; for more knowledge?"
"772","qk81513b",772,"i21","Сколько часов и минут в неделю(он/она)занимается по предметам; выбранным родителями или ребенком; для получения дополнительных знаний?(ЧАСОВ)","How many hours and minutes a week (he / she) is engaged in the subjects; selected parent or child; for more knowledge? (hours)"
"773","qk81513c",773,"i21","Сколько часов и минут в неделю(он/она)занимается по предметам; выбранным родителями или ребенком; для получения дополнительных знаний?(МИНУТ)","How many hours and minutes a week (he / she) is engaged in the subjects; selected parent or child; for more knowledge? (MINUTES)"
"774","qk816.1a",774,"i21","В течение последних 12 месяцев Ваш ребенок посещал(а) театры; музеи; выставки;зоопарк; цирк и др.культурно-зрелищные мероприятия?","During the past 12 months, your child attended (a) theaters; museums; exhibitions; Zoo; dr.kulturno circus and entertainment events?"
"775","qk816.1b",775,"i21","Сколько раз за посл.12 мес.Ваш ребенок посещал(а) культурно- зрелищные мероприятия с родителями; родственниками?","How many times posl.12 mes.Vash child attended (a) cultural and entertainment events with parents; relatives?"
"776","qk816.1c",776,"i21","Сколько раз за посл.12 мес.Ваш ребенок посещал(а)культурно- зрелищные мероприятия без родителей; родственников?","How many times posl.12 mes.Vash child attended (a) cultural and entertainment events without parents; relatives?"
"777","qk816.2a",777,"i21","В течение последних 12 месяцев Ваш ребенок был(а) на каких-либо экскурсиях; в поездках; походах и т.п.?","During the past 12 months, your child has been (a) on any excursions; travel; campaigns, etc.?"
"778","qk816.2b",778,"i21","Сколько раз за посл.12 мес.Ваш ребенок был(а) на каких-либо экскурсиях;в поездках; походах и т.п. с родителями; родственниками?","How many times posl.12 mes.Vash child was (a) on any excursions; travel; campaigns, etc. with parents; relatives?"
"779","qk816.2c",779,"i21","Сколько раз за посл.12 мес.Ваш ребенок был(а) на каких-либо экскурсиях;в поездках;походах и т.п.без родителей; родственников?","How many times posl.12 mes.Vash child was (a) on any tours, travel, hiking and t.p.bez parents; relatives?"
"780","qk8.17",780,"i21","Кто-нибудь из родителей проводил с Вашим ребенком отпуск в последние 12 месяцев?","Someone from parents spend with your child leave in the past 12 months?"
"781","qk8.18",781,"i21","Ваш ребенок встречается со сверстниками (вне детского сада/ вне школы)?","Your child meets with peers (outside of kindergarten / outside school)?"
"782","qk8.19.1",782,"i21","(Он/она) гуляет во дворе с друзьями","(He / she) walks in the yard with friends"
"783","qk8.19.2",783,"i21","(Он/она) общается с друзьями у Вас дома или в гостях","(He / she) is chatting with friends at your home or at a party"
"784","qk8.19.3",784,"i21","(Он/она) общается в кружках; секциях; на курсах","(He / she) talks in circles; sections; courses"
"785","qk8.19.4",785,"i21","(Он/она) общается на экскурсиях; в кино; театрах; на детских праздниках вне дома","(He / she) speaks on excursions; in the movie; theaters; at children's parties outside the home"
"786","qk8.20",786,"i21","Как часто (он/она) встречается со сверстниками (вне детского сада/ вне школы)?","How often (he / she) meets with peers (outside the kindergarten / out of school)?"
"787","qk9",787,"i21","В течение последних 7 дней за ребенком ухаживал кто-то; кто не является членом Вашего домохозяйства: знакомые; работники детских учреждений; воспитатели школ; родственники; которые живут отдельно?","In the last 7 days of the child courted someone; who is not a member of your household: the familiar; child care workers; school teachers; relatives; who live separately?"
"788","qk10",788,"i21","В течение последних 7 дней за ребенком ухаживали родственники; которые живут отдельно?","In the last 7 days of the child caring relatives; who live separately?"
"789","qk11",789,"i21","Сколько дней из последних 7 дней за ребенком ухаживали родственники; которые живут отдельно?","How many days in the last 7 days of the child caring relatives; who live separately?"
"790","qk12a",790,"i21","В те дни из последних 7; когда Ваши родственники; живущие отдельно; помогали ухаживать за ребенком; сколько в среднем часов и минут в день это составляло? (ЧАСЫ)","In those days of the last 7; when your relatives; living separately; helped care for the child; the average number of hours and minutes in the day it was? (WATCH)"
"791","qk12b",791,"i21","В те дни из последних 7; когда Ваши родственники; живущие отдельно; помогали ухаживать за ребенком; сколько в среднем часов и минут в день это составляло? (МИНУТ)","In those days of the last 7; when your relatives; living separately; helped care for the child; the average number of hours and minutes in the day it was? (MIN)"
"792","qk13",792,"i21","В течение последних 7 дней ребенок ходил в детский сад; ясли; группу продленного дня в школе или тому подобное?","In the last 7 days the child went to kindergarten; nurseries; After-school care in the school, or the like?"
"793","qk14",793,"i21","Сколько дней из последних 7 дней ребенок ходил в детский сад; ясли; группу продленного дня в школе или тому подобное?","How many days in the past 7 days, the child went to kindergarten; nurseries; After-school care in the school, or the like?"
"794","qk15a",794,"i21","В те дни из последних 7 дней; когда ребенок ходил в детский сад; ясли; группу продленного дня в школе или тому подобное; сколько в среднем часов и минут в день это составляло? (ЧАСОВ)","In those days of the last 7 days; when the child went to kindergarten; nurseries; After-school care in the school or the like; the average number of hours and minutes in the day it was? (Hours)"
"795","qk15b",795,"i21","В те дни из последних 7 дней; когда ребенок ходил в детский сад; ясли; группу продленного дня в школе или тому подобное; сколько в среднем часов и минут в день это составляло? (МИНУТ)","In those days of the last 7 days; when the child went to kindergarten; nurseries; After-school care in the school or the like; the average number of hours and minutes in the day it was? (MIN)"
"796","qk17",796,"i21","В течение последних 7 дней за ребенком ухаживали другие люди; которые не являются Вашими родственниками?","In the last 7 days of the child cared for by other people; are not your relatives?"
"797","qk18",797,"i21","Сколько дней из последних 7 дней за ребенком ухаживали другие люди; которые не являются Вашими родственниками?","How many days in the past 7 days for a child looked after by other people; are not your relatives?"
"798","qk19a",798,"i21","В те дни из последних 7; когда другие люди; которые не являются Вашими родственниками; помогали ухаживать за ребенком; сколько в среднем часов и минут в день это составляло? (ЧАСОВ)","In those days of the last 7; when other people; are not your relatives; helped care for the child; the average number of hours and minutes in the day it was? (Hours)"
"799","qk19b",799,"i21","В те дни из последних 7; когда другие люди; которые не являются Вашими родственниками; помогали ухаживать за ребенком; сколько в среднем часов и минут в день это составляло? (МИНУТ)","In those days of the last 7; when other people; are not your relatives; helped care for the child; the average number of hours and minutes in the day it was? (MIN)"
"800","qk20",800,"i21","Вы уже заплатили или Вам придется заплатить за то; что в течение последних 7 дней за ребенком ухаживал кто-то; кто не является членом Вашего домохозяйства?","You have already paid, or you have to pay for it; that in the last 7 days of the child courted someone; who is not a member of your household?"
"801","qk21",801,"i21","Сколько Вы заплатили или Вам придется заплатить за то; что в последние 7 дней за ребенком ухаживал кто-то; кто не является членом Вашего домохозяйства?","How much you pay or you have to pay for it; that in the last 7 days of the child courting someone; who is not a member of your household?"
"802","ql31",802,"i21","В течение последних 30 дней (он пропустил/она пропустила) по болезни сколько-нибудь рабочих или учебных дней?","Over the past 30 days (he missed / she missed) Sickness any working or school days?"
"803","ql32",803,"i21","Сколько всего дней (он пропустил/она пропустила) по болезни за последние 30 дней?","How many days (he missed / she missed) due to illness in the last 30 days?"
"804","ql53",804,"i21","У (него/неё) есть постоянный врач; с которым Вы советуетесь по всем вопросам (его/её) здоровья?","We (him / her) has a permanent doctor; with whom do you ask advice on all issues (his / her) health?"
"805","ql54",805,"i21","Есть врач; к которому Вы могли бы обратиться в случае необходимости?","There is a doctor; to which you might apply in case of need?"
"806","ql42",806,"i21","(Ему/Ей) делали когда-нибудь какие-нибудь прививки?","(He / She) did ever any vaccinations?"
"807","ql57",807,"i21","(Он\она) пропустил(а) какую-нибудь из положенных всем прививок?","(He \ she) missed (a) any of the provisions of all vaccinations?"
"808","ql44",808,"i21","Вспомните; пожалуйста; делали (ему/ей) какие-нибудь прививки в течение последних трех месяцев?","Remember; please; did (he / she) any vaccinations in the past three months?"
"809","ql47",809,"i21","Вы платили за то; что (ему/ей) была сделана прививка; включая стоимость вакцины; шприцов?","You paid for it; that (he / she) has been vaccinated; including the cost of the vaccine; syringes?"
