"nro","varcode","russian"
804,"rk9","В течение последних 7 дней за ребенком ухаживал кто-то; кто не является членом Вашего домохозяйства: знакомые; работники детских учреждений; воспитатели школ; родственники; которые живут отдельно?"
805,"rk10","В течение последних 7 дней за Вашим ребенком ухаживали родственники; которые живут отдельно?"
806,"rk11","Сколько дней из последних 7 дней Вам помогали ухаживать за Вашим ребенком родственники; которые живут отдельно?"
807,"rk12a","В те дни из последних 7; когда Ваши родственники; живущие отдельно; помогали ухаживать за ребенком; сколько в среднем часов и минут в день это составляло? (ЧАСЫ)"
808,"rk12b","В те дни из последних 7; когда Ваши родственники; живущие отдельно; помогали ухаживать за ребенком; сколько в среднем часов и минут в день это составляло? (МИНУТ)"
809,"rk13","В течение последних 7 дней ребенок ходил в детский сад; ясли; группу продленного дня в школе или тому подобное?"
810,"rk14","Сколько дней из последних 7 Ваш ребенок ходил в детский сад; ясли; группу продленного дня в школе или тому подобное?"
811,"rk15a","В те дни из последних 7 дней; когда ребенок ходил в детский сад; ясли; группу продленного дня в школе или тому подобное; сколько в среднем часов и минут в день это составляло? (ЧАСОВ)"
812,"rk15b","В те дни из последних 7 дней; когда ребенок ходил в детский сад; ясли; группу продленного дня в школе или тому подобное; сколько в среднем часов и минут в день это составляло? (МИНУТ)"
813,"rk17","В течение последних 7 дней Ваш помогали ухаживать за Вашим ребенком другие люди; которые не являются Вашими родственниками?"
814,"rk18","Сколько дней из последних 7 за Вашим ребенком помогали ухаживать люди; не являющиеся Вашими родственниками?"
815,"rk19a","В те дни из последних 7; когда люди; не являющиеся Вашими родственниками; помогали ухаживать за Вашим ребенком; сколько в среднем часов и минут в день это составляло? (ЧАСОВ)"
816,"rk19b","В те дни из последних 7; когда люди; не являющиеся Вашими родственниками; помогали ухаживать за Вашим ребенком; сколько в среднем часов и минут в день это составляло? (МИНУТ)"
817,"rk20","Вы уже заплатили или Вам придется заплатить за то; что в последние 7 дней за ребенком ухаживал кто-то; кто не является членом Вашего домохозяйства; или за пребывание (его/ее) в детском учреждении?"
818,"rk21","Сколько Вы заплатили или Вам придется заплатить за то; что в последние 7 дней за ребенком ухаживал кто-то; кто не является членом Вашего домохозяйства?"
819,"rl31","В течение последних 30 дней (он пропустил/она пропустила) по болезни сколько- нибудь учебных или присутственных дней?"
820,"rl32","Сколько всего дней (он пропустил/она пропустила) по болезни за последние 30 дней?"
821,"rl53","У (него/неё) есть постоянный врач; с которым Вы советуетесь по всем вопросам (его/её) здоровья?"
822,"rl54","Есть врач; к которому Вы могли бы обратиться в случае необходимости?"
823,"rl81.1","Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания? Закаливание"
824,"rl81.2","Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания? Правильное питание"
825,"rl81.3","Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания? Витамины/пищевые добавки"
826,"rl81.4","Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания? Соблюдение режима дня"
827,"rl81.5","Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания? Спортивные занятия"
828,"rl81.6","Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания? Посещение бани; сауны"
829,"rl81.7","Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания? Обязательные прогулки на свежем воздухе"
830,"rl81.8","Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания? Другое; что именно?"
831,"rl81.8s","Другое к rl81 - Какие еще меры принимает семья; чтобы укрепить здоровье Вашего ребенка и предупредить возможные заболевания?"
832,"rm96","Скажите; пожалуйста; в последние 7 дней (у него/у нее) был кашель?"
833,"rm97","Скажите; пожалуйста; в последние 7 дней (у него/у нее) был насморк; может быть; текло из носа или нос был забит?"
834,"rm98","Скажите; пожалуйста; в последние 7 дней (у него/у нее) болели уши?"
835,"rm99","В последние 7 дней (у него/у нее) болело горло?"
836,"rm100","В последние 7 дней (у него/у нее) резались зубы?"
837,"rm101","В последние 7 дней (у него/у нее) был понос?"
838,"rm102","Сколько дней из последних 7 дней (у него/у нее) был понос?"
839,"rm103","Сколько раз за последние 24 часа (у него/у нее) был стул?"
840,"rm104","Скажите; пожалуйста; в течение последних 7 дней Вы замечали (у него/у нее) в стуле слизь - белесую или какого-нибудь другого цвета?"
841,"rm105","В течение последних 7 дней Вы замечали (к него/у нее) в стуле кровь?"
842,"rm106","Скажите; пожалуйста; с тех пор; как начался понос; Вы замечали (у него/у нее) какие-нибудь другие признаки болезни? Была (у него/у нее) повышенная температура?"
843,"rm107","С тех пор; как начался понос; (у него/у неe) была рвота?"
844,"rm108","С тех пор; как начался понос; (у него/у нее) были боли в брюшной полости: в животе; толстом и тонком кишечнике; желудке?"
845,"rm109","Скажите; пожалуйста; была (у него/у нее) лейкемия?"
846,"rm111","В каком возрасте у неё была первая менструация?"
847,"rs1.1","ПРИСУТСТВОВАЛ ЛИ ПРИ ПРОВЕДЕНИИ ИНТЕРВЬЮ; ХОТЯ БЫ НЕКОТОРОЕ ВРЕМЯ; КТО-ЛИБО ЕЩЕ ИЗ ЧЛЕНОВ ДОМОХОЗЯЙСТВА"
848,"rs1.2","ПРИСУТСТВОВАЛИ ЛИ ПРИ ПРОВЕДЕНИИ ИНТЕРВЬЮ; ХОТЯ БЫ НЕКОТОРОЕ ВРЕМЯ; ДРУГИЕ ЛЮДИ; НЕ ЧЛЕНЫ ДОМОХОЗЯЙСТВА"
849,"rs2","ОЦЕНИТЕ ОТНОШЕНИЕ РЕСПОНДЕНТА К ИНТЕРВЬЮ. ОТНОШЕНИЕ БЫЛО"
850,"rs3","ОТМЕТЬТЕ; КАК РЕСПОНДЕНТ ПОНИМАЛ ВОПРОСЫ"
851,"rs4","ОЦЕНИТЕ ПОВЕДЕНИЕ РЕСПОНДЕНТА ВО ВРЕМЯ ИНТЕРВЬЮ. РЕСПОНДЕНТ"
852,"rs5","ОЦЕНИТЕ СООБРАЗИТЕЛЬНОСТЬ РЕСПОНДЕНТА"
853,"rs6","ОЦЕНИТЕ ИСКРЕННОСТЬ И ОТКРЫТОСТЬ РЕСПОНДЕНТА. РЕСПОНДЕНТ:"
854,"rs7","ОТМЕТЬТЕ; НАСКОЛЬКО ПО-ВАШЕМУ МНЕНИЮ НАДЕЖНА ПОЛУЧАЕМАЯ ИНФОРМАЦИЯ"
