"","varcode","nro","wave","russian","english"
"1305","qh5111.4",1305,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 1-го учащегося в учебное заведение? Плата за подготовительные курсы в других учебных заведениях.","In the last 12 months have been spending your family; associated with the arrival of the 1st student in school? Fee for preparatory courses at other institutions."
"1306","qh5121.4",1306,"h21","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в других учебных заведениях","Evaluate your expenses in rubles: Fee for preparatory courses at other institutions"
"1307","qh5111.5",1307,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 1-го учащегося в учебное заведение? Плата за занятия с репетиторами для подготовки к поступлению","In the last 12 months have been spending your family; associated with the arrival of the 1st student in school? Fee for tutoring to prepare for the entry"
"1308","qh5121.5",1308,"h21","Оцените Ваши затраты в рублях: Плата за занятия с репетиторами для подготовки к поступлению","Evaluate your expenses in rubles: Fee for tutoring to prepare for the entry"
"1309","qh5111.6",1309,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 1-го учащегося в учебное заведение? Другое","In the last 12 months have been spending your family; associated with the arrival of the 1st student in school? other"
"1310","qh51116s",1310,"h21","Другие расходы к h5111.6;какие именно:","Other costs to h5111.6; what follows:"
"1311","qh5121.6",1311,"h21","Оцените Ваши затраты в рублях: Другое","Evaluate your expenses in rubles: Other"
"1312","qh511.2",1312,"h21","0 - НЕ БЫЛО РАСХОДОВ; СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 2-ГО УЧАЩЕГОСЯ В УЧЕБНОЕ ЗАВЕДЕНИЕ","0 - there was EXPENSES; Related to the receipt 2ND STUDENT in educational institutions"
"1313","qh5112.1",1313,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 2-го учащегося в учебное заведение? Вступительный взнос; кот. требуется для поступления в это учебное заведение; в т.ч. в виде добров.пожертвов. или в неденежной форме","In the last 12 months have been spending your family; associated with the arrival of the 2nd student in school? The entrance fee; cat. required for admission to this school; including as dobrov.pozhertvov. or in-kind"
"1314","qh5122.1",1314,"h21","Оцените Ваши затраты в рублях: Вступительный взнос; кот. требуется для поступления в это учебное заведение; в т.ч. в виде добров.пожертвов. или в неденежной форме","Evaluate your expenses in rubles: The entrance fee; cat. required for admission to this school; including as dobrov.pozhertvov. or in-kind"
"1315","qh5112.2",1315,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 2-го учащегося в учебное заведение? Плата за подготовительные курсы в том учебном заведении; в котором он/она учится.","In the last 12 months have been spending your family; associated with the arrival of the 2nd student in school? Fee for preparatory courses in the school; in which he / she is studying."
"1316","qh5122.2",1316,"h21","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в том учебном заведении; в котором он/она учится","Evaluate your expenses in rubles: Fee for preparatory courses in the school; in which he / she learns"
"1317","qh5112.3",1317,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 2-го учащегося в учебное заведение? Плата за подготовительные курсы при школе для подготовки к ЕГЭ.","In the last 12 months have been spending your family; associated with the arrival of the 2nd student in school? Fee for preparatory courses at the school to prepare for the exam."
"1318","qh5122.3",1318,"h21","Оцените Ваши затраты в рублях: Плата за подготовительные курсы при школе для подготовки к ЕГЭ","Evaluate your expenses in rubles: Fee for preparatory courses at the school to prepare for the exam"
"1319","qh5112.4",1319,"h21","В последние 12 месяцев у Вашей семьи были расходы;связ.с поступлением 2-го учащегося в учебное заведение? Плата за подготовит.курсы в других учебных заведениях.","In the last 12 months, your family were spending; svyaz.s entering 2nd student in school? Fee for podgotovit.kursy at other institutions."
"1320","qh5122.4",1320,"h21","Оцените Ваши затраты в рублях: Плата за подготовит.курсы в других учебных заведениях","Evaluate your expenses in rubles: Fee podgotovit.kursy at other institutions"
"1321","qh5112.5",1321,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 2-го учащегося в учебное заведение? Плата за занятия с репетиторами для подготовки к поступлению","In the last 12 months have been spending your family; associated with the arrival of the 2nd student in school? Fee for tutoring to prepare for the entry"
"1322","qh5122.5",1322,"h21","Оцените Ваши затраты в рублях: Плата за занятия с репетиторами для подготовки к поступлению","Evaluate your expenses in rubles: Fee for tutoring to prepare for the entry"
"1323","qh5112.6",1323,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 2-го учащегося в учебное заведение? Другое","In the last 12 months have been spending your family; associated with the arrival of the 2nd student in school? other"
"1324","qh51126s",1324,"h21","Другие расходы к h5112.6; какие именно:","Other costs to h5112.6; what follows:"
"1325","qh5122.6",1325,"h21","Оцените Ваши затраты в рублях: Другое","Evaluate your expenses in rubles: Other"
"1326","qh511.3",1326,"h21","0 - НЕ БЫЛО РАСХОДОВ; СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 3-ГО УЧАЩЕГОСЯ В УЧЕБНОЕ ЗАВЕДЕНИЕ","0 - there was EXPENSES; Related to the receipt 3RD STUDENT in educational institutions"
"1327","qh5113.1",1327,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 3-го учащегося в учебное заведение? Вступительный взнос; кот. требуется для поступления в это учебное заведение; в т.ч. в виде добров.пожертвов. или в неденежной форме","In the last 12 months have been spending your family; associated with the receipt of the third student in school? The entrance fee; cat. required for admission to this school; including as dobrov.pozhertvov. or in-kind"
"1328","qh5123.1",1328,"h21","Оцените Ваши затраты в рублях: Вступительный взнос; кот. требуется для поступления в это учебное заведение; в т.ч. в виде добров.пожертвов. или в неденежной форме","Evaluate your expenses in rubles: The entrance fee; cat. required for admission to this school; including as dobrov.pozhertvov. or in-kind"
"1329","qh5113.2",1329,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 3-го учащегося в учебное заведение? Плата за подготовительные курсы в том учебном заведении; в котором он/она учится","In the last 12 months have been spending your family; associated with the receipt of the third student in school? Fee for preparatory courses in the school; in which he / she learns"
"1330","qh5123.2",1330,"h21","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в том учебном заведении; в котором он/она учится","Evaluate your expenses in rubles: Fee for preparatory courses in the school; in which he / she learns"
"1331","qh5113.3",1331,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 3-го учащегося в учебное заведение? Плата за подготовительные курсы при школе для подготовки к ЕГЭ","In the last 12 months have been spending your family; associated with the receipt of the third student in school? Fee for preparatory courses at the school to prepare for the exam"
"1332","qh5123.3",1332,"h21","Оцените Ваши затраты в рублях : Плата за подготовительные курсы при школе для подготовки к ЕГЭ","Evaluate your expenses in rubles: Fee for preparatory courses at the school to prepare for the exam"
"1333","qh5113.4",1333,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 3-го учащегося в учебное заведение? Плата за подготовит.курсы в других учебных заведениях.","In the last 12 months have been spending your family; associated with the receipt of the third student in school? Fee for podgotovit.kursy at other institutions."
"1334","qh5123.4",1334,"h21","Оцените Ваши затраты в рублях : Плата за подготовит.курсы в других учебных заведениях","Evaluate your expenses in rubles: Fee podgotovit.kursy at other institutions"
"1335","qh5113.5",1335,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 3-го учащегося в учебное заведение? Плата за занятия с репетиторами для подготовки к поступлению","In the last 12 months have been spending your family; associated with the receipt of the third student in school? Fee for tutoring to prepare for the entry"
"1336","qh5123.5",1336,"h21","Оцените Ваши затраты в рублях : Плата за занятия с репетиторами для подготовки к поступлению","Evaluate your expenses in rubles: Fee for tutoring to prepare for the entry"
"1337","qh5113.6",1337,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 3-го учащегося в учебное заведение? Другое","In the last 12 months have been spending your family; associated with the receipt of the third student in school? other"
"1338","qh51136s",1338,"h21","Другие расходы к h5113.6; какие именно:","Other costs to h5113.6; what follows:"
"1339","qh5123.6",1339,"h21","Оцените Ваши затраты в рублях: Другое","Evaluate your expenses in rubles: Other"
"1340","qh511.4",1340,"h21","0 - НЕ БЫЛО РАСХОДОВ; СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 4-ГО УЧАЩЕГОСЯ В УЧЕБНОЕ ЗАВЕДЕНИЕ","0 - there was EXPENSES; Related to the receipt 4TH STUDENT in educational institutions"
"1341","qh5114.1",1341,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 4-го учащегося в учебное заведение? Вступительный взнос; кот. требуется для поступления в это учебное заведение; в т.ч. в виде добров.пожертвов. или в неденежной форме","In the last 12 months have been spending your family; associated with the arrival of the 4th student in school? The entrance fee; cat. required for admission to this school; including as dobrov.pozhertvov. or in-kind"
"1342","qh5124.1",1342,"h21","Оцените Ваши затраты в рублях: Вступительный взнос; кот. требуется для поступления в это учебное заведение; в т.ч. в виде добров.пожертвов. или в неденежной форме","Evaluate your expenses in rubles: The entrance fee; cat. required for admission to this school; including as dobrov.pozhertvov. or in-kind"
"1343","qh5114.2",1343,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 4-го учащегося в учебное заведение? Плата за подготовительные курсы в том учебном заведении; в котором он/она учится.","In the last 12 months have been spending your family; associated with the arrival of the 4th student in school? Fee for preparatory courses in the school; in which he / she is studying."
"1344","qh5124.2",1344,"h21","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в том учебном заведении; в котором он/она учится","Evaluate your expenses in rubles: Fee for preparatory courses in the school; in which he / she learns"
"1345","qh5114.3",1345,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 4-го учащегося в учебное заведение? Плата за подготовительные курсы при школе для подготовки к ЕГЭ.","In the last 12 months have been spending your family; associated with the arrival of the 4th student in school? Fee for preparatory courses at the school to prepare for the exam."
"1346","qh5124.3",1346,"h21","Оцените Ваши затраты в рублях: Плата за подготовительные курсы при школе для подготовки к ЕГЭ","Evaluate your expenses in rubles: Fee for preparatory courses at the school to prepare for the exam"
"1347","qh5114.4",1347,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 4-го учащегося в учебное заведение? Плата за подготовит.курсы в других учебных заведениях.","In the last 12 months have been spending your family; associated with the arrival of the 4th student in school? Fee for podgotovit.kursy at other institutions."
"1348","qh5124.4",1348,"h21","Оцените Ваши затраты в рублях: Плата за подготовит.курсы в других учебных заведениях","Evaluate your expenses in rubles: Fee podgotovit.kursy at other institutions"
"1349","qh5114.5",1349,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 4-го учащегося в учебное заведение? Плата за занятия с репетиторами для подготовки к поступлению","In the last 12 months have been spending your family;"
"1350","qh5124.5",1350,"h21","Оцените Ваши затраты в рублях: Плата за занятия с репетиторами для подготовки к поступлению","Evaluate your expenses in rubles: Fee for tutoring to prepare for the entry"
"1351","qh5114.6",1351,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 4-го учащегося в учебное заведение? Другое","In the last 12 months have been spending your family; associated with the arrival of the 4th student in school? other"
"1352","qh51146s",1352,"h21","Другие расходы к h5114.6;какие именно:","Other costs to h5114.6; what follows:"
"1353","qh5124.6",1353,"h21","Оцените Ваши затраты в рублях: Другое","Evaluate your expenses in rubles: Other"
"1354","qh52.1.1",1354,"h21","Как именно осуществлялись платежи в учебное заведение; в котором учится 1-й учащийся? На счет в банке или в бухгалтерию учебного заведения с выдачей документа об оплате","Exactly how to make payments in an educational institution; which learns the 1st student? To a bank account or accounts of the institution with the issuance of the payment"
"1355","qh52.1.2",1355,"h21","Как именно осуществлялись платежи в учебное заведение; в котором учится 1-й учащийся? Какими-то товарами или материалами в учебное заведение; например; компьютер; шторы; краска; моющие средства и т.п.","Exactly how to make payments in an educational institution; which learns the 1st student? Some goods or materials in an educational institution; for example; computer; curtains; paint; detergents, etc."
"1356","qh52.1.3",1356,"h21","Как именно осуществлялись платежи в учебное заведение; в котором учится 1-й учащийся? Просто в руки кому-то из сотрудников","Exactly how to make payments in an educational institution; which learns the 1st student? Just in the hands of someone from the staff"
"1357","qh52.1.6",1357,"h21","Как именно осуществлялись платежи в учебное заведение; в котором учится 1-й учащийся? Другое","Exactly how to make payments in an educational institution; which learns the 1st student? other"
"1358","qh52.16s",1358,"h21","Другое к h52.1.6; что именно:","Other to h52.1.6; that is:"
"1359","qh52.2.1",1359,"h21","Как именно осуществлялись платежи в учебное заведение; в котором учится 2-й учащийся? На счет в банке или в бухгалтерию учебного заведения с выдачей документа об оплате","Exactly how to make payments in an educational institution; which learns the 2nd student? To a bank account or accounts of the institution with the issuance of the payment"
"1360","qh52.2.2",1360,"h21","Как именно осуществлялись платежи в учебное заведение; в котором учится 2-й учащийся? Какими-то товарами или материалами в учебное заведение; например; компьютер; шторы; краска; моющие средства и т.п.","Exactly how to make payments in an educational institution; which learns the 2nd student? Some goods or materials in an educational institution; for example; computer; curtains; paint; detergents, etc."
"1361","qh52.2.3",1361,"h21","Как именно осуществлялись платежи в учебное заведение; в котором учится 2-й учащийся? Просто в руки кому-то из сотрудников","Exactly how to make payments in an educational institution; which learns the 2nd student? Just in the hands of someone from the staff"
"1362","qh52.2.6",1362,"h21","Как именно осуществлялись платежи в учебное заведение; в котором учится 2-й учащийся? Другое","Exactly how to make payments in an educational institution; which learns the 2nd student? other"
"1363","qh52.26s",1363,"h21","Другое к h52.2.6; что именно:","Other to h52.2.6; that is:"
"1364","qh52.3.1",1364,"h21","Как именно осуществлялись платежи в учебное заведение; в котором учится 3-й учащийся? На счет в банке или в бухгалтерию учебного заведения с выдачей документа об оплате","Exactly how to make payments in an educational institution; which learns third student? To a bank account or accounts of the institution with the issuance of the payment"
"1365","qh52.3.2",1365,"h21","Как именно осуществлялись платежи в учебное заведение; в котором учится 3-й учащийся? Какими-то товарами или материалами в учебное заведение; например; компьютер; шторы; краска; моющие средства и т.п.","Exactly how to make payments in an educational institution; which learns third student? Some goods or materials in an educational institution; for example; computer; curtains; paint; detergents, etc."
"1366","qh52.3.3",1366,"h21","Как именно осуществлялись платежи в учебное заведение; в котором учится 3-й учащийся? Просто в руки кому-то из сотрудников","Exactly how to make payments in an educational institution; which learns third student? Just in the hands of someone from the staff"
"1367","qh52.3.6",1367,"h21","Как именно осуществлялись платежи в учебное заведение; в котором учится 3-й учащийся? Другое","Exactly how to make payments in an educational institution; which learns third student? other"
"1368","qh52.36s",1368,"h21","Другое к h52.3.6; что именно:","Other to h52.3.6; that is:"
"1369","qh52.4.1",1369,"h21","Как именно осуществлялись платежи в учебное заведение; в котором учится 4-й учащийся? На счет в банке или в бухгалтерию учебного заведения с выдачей документа об оплате","Exactly how to make payments in an educational institution; which learns the 4th student? To a bank account or accounts of the institution with the issuance of the payment"
"1370","qh52.4.2",1370,"h21","Как именно осуществлялись платежи в учебное заведение; в котором учится 4-й учащийся? Какими-то товарами или материалами в учебное заведение; например; компьютер; шторы; краска; моющие средства и т.п.","Exactly how to make payments in an educational institution; which learns the 4th student? Some goods or materials in an educational institution; for example; computer; curtains; paint; detergents, etc."
"1371","qh52.4.3",1371,"h21","Как именно осуществлялись платежи в учебное заведение; в котором учится 4-й учащийся? Просто в руки кому-то из сотрудников","Exactly how to make payments in an educational institution; which learns the 4th student? Just in the hands of someone from the staff"
"1372","qh52.4.6",1372,"h21","Как именно осуществлялись платежи в учебное заведение; в котором учится 4-й учащийся? Другое","Exactly how to make payments in an educational institution; which learns the 4th student? other"
"1373","qh52.46s",1373,"h21","Другое к h52.4.6; что именно:","Other to h52.4.6; that is:"
"1374","qh53.1",1374,"h21","Ваша семья платила за учебники;  учебную и методич. литературу для 1-го учащегося в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?","Your family pay for textbooks; educational and methodical. literature for 1 student in this school year? Do not include the cost of kants.tovary here and stuff. If so; how much you paid?"
"1375","qh53.2",1375,"h21","Ваша семья платила за учебники;  учебную и методич. литературу для 2-го учащегося в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?","Your family pay for textbooks; educational and methodical. literature for 2nd student in this school year? Do not include the cost of kants.tovary here and stuff. If so; how much you paid?"
"1376","qh53.3",1376,"h21","Ваша семья платила за учебники;  учебную и методич. литературу для 3-го учащегося в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?","Your family pay for textbooks; educational and methodical. literature for the third student in this school year? Do not include the cost of kants.tovary here and stuff. If so; how much you paid?"
"1377","qh53.4",1377,"h21","Ваша семья платила за учебники;  учебную и методич. литературу для 4-го учащегося в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?","Your family pay for textbooks; educational and methodical. literature for the 4th student in this school year? Do not include the cost of kants.tovary here and stuff. If so; how much you paid?"
"1378","qh54.1",1378,"h21","(Кроме денег на учебники);Ваша семья тратила что-нибудь на подготовку 1-го учащегося к текущему учебн.году:на канц.принадл.и вещи; необх.для учебн.процесса? Если да; то сколько Вы потратили на все это?","(In addition to the money for textbooks) Your family spent anything on training 1 student to the current uchebn.godu: kants.prinadl.i on things; neobh.dlya uchebn.protsessa? If so; how much you spent on all this?"
"1379","qh54.2",1379,"h21","(Кроме денег на учебники);Ваша семья тратила что-нибудь на подготовку 2-го учащегося к текущему учебн.году:на канц.принадл.и вещи; необх.для учебн.процесса? Если да; то сколько Вы потратили на все это?","(In addition to the money for textbooks) Your family spent anything on training 2nd student to the current uchebn.godu: kants.prinadl.i on things; neobh.dlya uchebn.protsessa? If so; how much you spent on all this?"
"1380","qh54.3",1380,"h21","(Кроме денег на учебники);Ваша семья тратила что-нибудь на подготовку 3-го учащегося к текущему учебн.году:на канц.принадл.и вещи; необх.для учебн.процесса? Если да; то сколько Вы потратили на все это?","(In addition to the money for textbooks) Your family spent anything on training third student to the current uchebn.godu: kants.prinadl.i on things; neobh.dlya uchebn.protsessa? If so; how much you spent on all this?"
"1381","qh54.4",1381,"h21","(Кроме денег на учебники);Ваша семья тратила что-нибудь на подготовку 4-го учащегося к текущему учебн.году:на канц.принадл.и вещи; необх.для учебн.процесса? Если да; то сколько Вы потратили на все это?","(In addition to the money for textbooks) Your family spent anything on training the 4th to the current student uchebn.godu: kants.prinadl.i on things; neobh.dlya uchebn.protsessa? If so; how much you spent on all this?"
"1382","qh55.1",1382,"h21","1-й учащийся учится в этом учебном заведении на бюджетном месте или на платном?","1st student studying in this school in low places or paid?"
"1383","qh55.2",1383,"h21","2-й учащийся учится в этом учебном заведении на бюджетном месте или на платном?","2nd student studying in this school in low places or paid?"
"1384","qh55.3",1384,"h21","3-й учащийся учится в этом учебном заведении на бюджетном месте или на платном?","3rd student studying in this school in low places or paid?"
"1385","qh55.4",1385,"h21","4-й учащийся учится в этом учебном заведении на бюджетном месте или на платном?","4th student studying in this school in low places or paid?"
"1386","qh56.1",1386,"h21","Ваша семья платит за обуч. 1-го учащегося по осн. программе в этом учебн.завед.на основании договора или любого др.офиц.документа?Не учитыв.здесь платежи за доп.занятия;добров.пожертвов.и взносы в помощь учебн.завед.","Your family pays for trained. 1 student on DOS. program in this uchebn.zaved.na contract or any dr.ofits.dokumenta? Not uchityv.zdes payments for dop.zanyatiya; dobrov.pozhertvov.i contributions to help uchebn.zaved."
"1387","qh56.2",1387,"h21","Ваша семья платит за обуч. 2-го учащегося по осн. программе в этом учебн.завед.на основании договора или любого др.офиц.документа?Не учитыв.здесь платежи за доп.занятия;добров.пожертвов.и взносы в помощь учебн.завед.","Your family pays for trained. 2nd student on DOS. program in this uchebn.zaved.na contract or any dr.ofits.dokumenta? Not uchityv.zdes payments for dop.zanyatiya; dobrov.pozhertvov.i contributions to help uchebn.zaved."
"1388","qh56.3",1388,"h21","Ваша семья платит за обуч. 3-го учащегося по осн. программе в этом учебн.завед.на основании договора или любого др.офиц.документа?Не учитыв.здесь платежи за доп.занятия;добров.пожертвов.и взносы в помощь учебн.завед.","Your family pays for trained. 3rd student to DOS. program in this uchebn.zaved.na contract or any dr.ofits.dokumenta? Not uchityv.zdes payments for dop.zanyatiya; dobrov.pozhertvov.i contributions to help uchebn.zaved."
"1389","qh56.4",1389,"h21","Ваша семья платит за обуч. 4-го учащегося по осн. программе в этом учебн.завед.на основании договора или любого др.офиц.документа?Не учитыв.здесь платежи за доп.занятия;добров.пожертвов.и взносы в помощь учебн.завед.","Your family pays for trained. 4th student for DOS. program in this uchebn.zaved.na contract or any dr.ofits.dokumenta? Not uchityv.zdes payments for dop.zanyatiya; dobrov.pozhertvov.i contributions to help uchebn.zaved."
"1390","qh57.1",1390,"h21","Сколько рублей в среднем за месяц обучения Вы платите? За 1-го учащегося:","How many rubles per month on average training do you pay? For 1 student:"
"1391","qh57.2",1391,"h21","Сколько рублей в среднем за месяц обучения Вы платите? За 2-го учащегося:","How many rubles per month on average training do you pay? For 2nd student:"
"1392","qh57.3",1392,"h21","Сколько рублей в среднем за месяц обучения Вы платите? За 3-го учащегося:","How many rubles per month on average training do you pay? For the third student:"
"1393","qh57.4",1393,"h21","Сколько рублей в среднем за месяц обучения Вы платите? За 4-го учащегося:","How many rubles per month on average training do you pay? For the 4th student:"
"1394","qh581.1",1394,"h21","Ваша семья платит учебному заведению; в кот.учится 1-й учащийся за какие-нибудь дополнит.занятия для специализации; настоятельно рекомендуемые преподавателями учебного заведения?","Your family pays an educational institution; in kot.uchitsya 1st student for any dopolnit.zanyatiya for specialization; highly recommended by teachers of the institution?"
"1395","qh581.2",1395,"h21","Ваша семья платит учебному заведению; в кот.учится 2-й учащийся за какие-нибудь дополнит.занятия для специализации; настоятельно рекомендуемые преподавателями учебного заведения?","Your family pays an educational institution; in kot.uchitsya 2nd student for any dopolnit.zanyatiya for specialization; highly recommended by teachers of the institution?"
"1396","qh581.3",1396,"h21","Ваша семья платит учебному заведению; в кот.учится 3-й учащийся за какие-нибудь дополнит.занятия для специализации; настоятельно рекомендуемые преподавателями учебного заведения?","Your family pays an educational institution; in kot.uchitsya third student for any dopolnit.zanyatiya for specialization; highly recommended by teachers of the institution?"
"1397","qh581.4",1397,"h21","Ваша семья платит учебному заведению; в кот.учится 4-й учащийся за какие-нибудь дополнит.занятия для специализации; настоятельно рекомендуемые преподавателями учебного заведения?","Your family pays an educational institution; in kot.uchitsya 4th student for any dopolnit.zanyatiya for specialization; highly recommended by teachers of the institution?"
"1398","qh582.1",1398,"h21","Сколько рублей в среднем Вы платите за месяц обучения? За 1-го учащегося:","How many rubles on average you pay for a month of training? For 1 student:"
"1399","qh582.2",1399,"h21","Сколько рублей в среднем Вы платите за месяц обучения? За 2-го учащегося:","How many rubles on average you pay for a month of training? For 2nd student:"
"1400","qh582.3",1400,"h21","Сколько рублей в среднем Вы платите за месяц обучения? За 3-го учащегося:","How many rubles on average you pay for a month of training? For the third student:"
"1401","qh582.4",1401,"h21","Сколько рублей в среднем Вы платите за месяц обучения? За 4-го учащегося:","How many rubles on average you pay for a month of training? For the 4th student:"
"1402","qh591.1",1402,"h21","1-й учащийся посещает какие-нибудь еще дополнит.занятия; которые соответствуют профилю образования? Это могут быть занятия как в его учебном заведении; так и вне него.","1st student attends any more dopolnit.zanyatiya; who fit the profile of education? This can be a class in his school; and outside it."
"1403","qh591.2",1403,"h21","2-й учащийся посещает какие-нибудь еще дополнит.занятия; которые соответствуют профилю образования? Это могут быть занятия как в его учебном заведении; так и вне него.","2nd student attends any more dopolnit.zanyatiya; who fit the profile of education? This can be a class in his school; and outside it."
"1404","qh591.3",1404,"h21","3-й учащийся посещает какие-нибудь еще дополнит.занятия; которые соответствуют профилю образования? Это могут быть занятия как в его учебном заведении; так и вне него.","3rd student attends any more dopolnit.zanyatiya; who fit the profile of education? This can be a class in his school; and outside it."
"1405","qh591.4",1405,"h21","4-й учащийся посещает какие-нибудь еще дополнит.занятия; которые соответствуют профилю образования? Это могут быть занятия как в его учебном заведении; так и вне него.","4th student attends any more dopolnit.zanyatiya; who fit the profile of education? This can be a class in his school; and outside it."
"1406","qh5921.1",1406,"h21","Где именно 1-й учащийся посещает эти дополнительные занятия; которые соответствуют профилю его  образования? В его учебном заведении","Where is the 1st student attends these additional classes; who fit the profile of its formation? In his school"
"1407","qh5931.1",1407,"h21","Сколько рублей в среднем Вы платите за месяц дополнительных занятий? В его учебном заведении","How many rubles on average per month you pay extra classes? In his school"
"1408","qh5921.2",1408,"h21","Где именно 1-й учащийся посещает эти дополнительные занятия; которые соответствуют профилю его  образования? В другой организации","Where is the 1st student attends these additional classes; who fit the profile of its formation? In another organization"
"1409","qh5931.2",1409,"h21","Сколько рублей в среднем Вы платите за месяц  дополнительных занятий? В другой организации","How many rubles on average per month you pay extra classes? In another organization"
"1410","qh5921.3",1410,"h21","Где именно 1-й учащийся посещает эти дополнительные занятия; которые соответствуют профилю его  образования? С частным преподавателем; репетитором","Where is the 1st student attends these additional classes; who fit the profile of its formation? With a private tutor; tutor"
"1411","qh5931.3",1411,"h21","Сколько рублей в среднем Вы платите за месяц дополнительных занятий? С частным преподавателем; репетитором","How many rubles on average per month you pay extra classes? With a private tutor; tutor"
"1412","qh5922.1",1412,"h21","Где именно 2-й учащийся посещает эти дополнительные занятия; которые соответствуют профилю его  образования? В его учебном заведении","Where is the 2nd student attends these additional classes; who fit the profile of its formation? In his school"
"1413","qh5932.1",1413,"h21","Сколько рублей в среднем Вы платите за месяц дополнительных занятий? В его учебном заведении","How many rubles on average per month you pay extra classes? In his school"
"1414","qh5922.2",1414,"h21","Где именно 2-й учащийся посещает эти дополнительные занятия; которые соответствуют профилю его  образования? В другой организации","Where is the 2nd student attends these additional classes; who fit the profile of its formation? In another organization"
"1415","qh5932.2",1415,"h21","Сколько рублей в среднем Вы платите за месяц  дополнительных занятий? В другой организации","How many rubles on average per month you pay extra classes? In another organization"
"1416","qh5922.3",1416,"h21","Где именно 2-й учащийся посещает эти дополнительные занятия; которые соответствуют профилю его  образования? С частным преподавателем; репетитором","Where is the 2nd student attends these additional classes; who fit the profile of its formation? With a private tutor; tutor"
"1417","qh5932.3",1417,"h21","Сколько рублей в среднем Вы платите за месяц дополнительных занятий? С частным преподавателем; репетитором","How many rubles on average per month you pay extra classes? With a private tutor; tutor"
"1418","qh5923.1",1418,"h21","Где именно 3-й учащийся посещает эти дополнительные занятия; которые соответствуют профилю его  образования? В его учебном заведении","Where is the third student attends these additional classes; who fit the profile of its formation? In his school"
"1419","qh5933.1",1419,"h21","Сколько рублей в среднем Вы платите за месяц дополнительных занятий? В его учебном заведении","How many rubles on average per month you pay extra classes? In his school"
"1420","qh5923.2",1420,"h21","Где именно 3-й учащийся посещает эти дополнительные занятия; которые соответствуют профилю его  образования? В другой организации","Where is the third student attends these additional classes; who fit the profile of its formation? In another organization"
