"nro","varcode","russian"
1236,"rh4231.2","Сколько рублей в среднем Вы платите за месяц  дополнительных творческих занятий в др.учреждении;напр.;в кружках; клубах; секциях; специализир. школах?"
1237,"rh4221.3","Где именно 1-й ребенок посещает дополнительные творческие или любительские занятия: С частным преподавателем; репетитором?"
1238,"rh4231.3","Сколько рублей в среднем Вы платите за месяц  дополнительных творческих занятий с частным преподавателем; репетитором?"
1239,"rh4222.1","Где именно 2-й ребенок посещает дополнительные творческие или любительские занятия: В (вашем саду/ вашей школе)?"
1240,"rh4232.1","Сколько рублей в среднем Вы платите за месяц дополнительных творческих занятий в (вашем саду/ вашей школе)?"
1241,"rh4222.2","Где именно 2-й ребенок посещает дополнительные творческие или любительские занятия: В др.учреждении;напр.;в кружках; клубах; секциях; специализир. школах?"
1242,"rh4232.2","Сколько рублей в среднем Вы платите за месяц  дополнительных творческих занятий в др.учреждении;напр.;в кружках; клубах; секциях; специализир. школах?"
1243,"rh4222.3","Где именно 2-й ребенок посещает дополнительные творческие или любительские занятия: С частным преподавателем; репетитором?"
1244,"rh4232.3","Сколько рублей в среднем Вы платите за месяц  дополнительных творческих занятий с частным преподавателем; репетитором?"
1245,"rh4223.1","Где именно 3-й ребенок посещает дополнительные творческие или любительские занятия: В (вашем саду/ вашей школе)?"
1246,"rh4233.1","Сколько рублей в среднем Вы платите за месяц дополнительных творческих занятий в (вашем саду/ вашей школе)?"
1247,"rh4223.2","Где именно 3-й ребенок посещает дополнительные творческие или любительские занятия: В др.учреждении;напр.;в кружках; клубах; секциях; специализир. школах?"
1248,"rh4233.2","Сколько рублей в среднем Вы платите за месяц  дополнительных творческих занятий в др.учреждении;напр.;в кружках; клубах; секциях; специализир. школах?"
1249,"rh4223.3","Где именно 3-й ребенок посещает дополнительные творческие или любительские занятия: С частным преподавателем; репетитором?"
1250,"rh4233.3","Сколько рублей в среднем Вы платите за месяц  дополнительных творческих занятий с частным преподавателем; репетитором?"
1251,"rh4224.1","Где именно 4-й ребенок посещает дополнительные творческие или любительские занятия: В (вашем саду/ вашей школе)?"
1252,"rh4234.1","Сколько рублей в среднем Вы платите за месяц дополнительных творческих занятий в (вашем саду/ вашей школе)?"
1253,"rh4224.2","Где именно 4-й ребенок посещает дополнительные творческие или любительские занятия: В др.учреждении;напр.;в кружках; клубах; секциях; специализир. школах?"
1254,"rh4234.2","Сколько рублей в среднем Вы платите за месяц  дополнительных творческих занятий в др.учреждении;напр.;в кружках; клубах; секциях; специализир. школах?"
1255,"rh4224.3","Где именно 4-й ребенок посещает дополнительные творческие или любительские занятия: С частным преподавателем; репетитором?"
1256,"rh4234.3","Сколько рублей в среднем Вы платите за месяц  дополнительных творческих занятий с частным преподавателем; репетитором?"
1257,"rh431.1","1-й ребенок занимается спортом помимо обязательных занятий физкультурой в (детском саду/ школе)? Это могут быть занятия как в (вашем саду/ вашей школе); так и вне (него/ нее)."
1258,"rh431.2","2-й ребенок занимается спортом помимо обязательных занятий физкультурой в (детском саду/ школе)? Это могут быть занятия как в (вашем саду/ вашей школе); так и вне (него/ нее)."
1259,"rh431.3","3-й ребенок занимается спортом помимо обязательных занятий физкультурой в (детском саду/ школе)? Это могут быть занятия как в (вашем саду/ вашей школе); так и вне (него/ нее)."
1260,"rh431.4","4-й ребенок занимается спортом помимо обязательных занятий физкультурой в (детском саду/ школе)? Это могут быть занятия как в (вашем саду/ вашей школе); так и вне (него/ нее)."
1261,"rh4321.1","Где именно 1-й ребенок дополнительно занимается спортом: В (вашем саду/ вашей школе)?"
1262,"rh4331.1","Сколько рублей в среднем Вы платите за месяц дополнительных занятий спортом в (вашем саду/ вашей школе)?"
1263,"rh4321.2","Где именно 1-й ребенок дополнительно занимается спортом: В другом учреждении; напр.;в спорт. школе; секции; клубе;бассейне?"
1264,"rh4331.2","Сколько рублей в среднем Вы платите за месяц дополнительных занятий спортом в другом учреждении; напр.;в спорт. школе; секции; клубе;бассейне?"
1265,"rh4321.3","Где именно 1-й ребенок дополнительно занимается спортом: С частным тренером?"
1266,"rh4331.3","Сколько рублей в среднем Вы платите за месяц дополнительных занятий спортом с частным тренером?"
1267,"rh4322.1","Где именно 2-й ребенок дополнительно занимается спортом: В (вашем саду/ вашей школе)?"
1268,"rh4332.1","Сколько рублей в среднем Вы платите за месяц дополнительных занятий спортом в (вашем саду/ вашей школе)?"
1269,"rh4322.2","Где именно 2-й ребенок дополнительно занимается спортом: В другом учреждении; напр.;в спорт. школе; секции; клубе;бассейне?"
1270,"rh4332.2","Сколько рублей в среднем Вы платите за месяц дополнительных занятий спортом в другом учреждении; напр.;в спорт. школе; секции; клубе;бассейне?"
1271,"rh4322.3","Где именно 2-й ребенок дополнительно занимается спортом: С частным тренером?"
1272,"rh4332.3","Сколько рублей в среднем Вы платите за месяц дополнительных занятий спортом с частным тренером?"
1273,"rh4323.1","Где именно 3-й ребенок дополнительно занимается спортом: В (вашем саду/ вашей школе)?"
1274,"rh4333.1","Сколько рублей в среднем Вы платите за месяц дополнительных занятий спортом в (вашем саду/ вашей школе)?"
1275,"rh4323.2","Где именно 3-й ребенок дополнительно занимается спортом: В другом учреждении; напр.;в спорт. школе; секции; клубе;бассейне?"
1276,"rh4333.2","Сколько рублей в среднем Вы платите за месяц дополнительных занятий спортом в другом учреждении; напр.;в спорт. школе; секции; клубе;бассейне?"
1277,"rh4323.3","Где именно 3-й ребенок дополнительно занимается спортом: С частным тренером?"
1278,"rh4333.3","Сколько рублей в среднем Вы платите за месяц дополнительных занятий спортом с частным тренером?"
1279,"rh4324.1","Где именно 4-й ребенок дополнительно занимается спортом: В (вашем саду/ вашей школе)?"
1280,"rh4334.1","Сколько рублей в среднем Вы платите за месяц дополнительных занятий спортом в (вашем саду/ вашей школе)?"
1281,"rh4324.2","Где именно 4-й ребенок дополнительно занимается спортом: В другом учреждении; напр.;в спорт. школе; секции; клубе;бассейне?"
1282,"rh4334.2","Сколько рублей в среднем Вы платите за месяц дополнительных занятий спортом в другом учреждении; напр.;в спорт. школе; секции; клубе;бассейне?"
1283,"rh4324.3","Где именно 4-й ребенок дополнительно занимается спортом: С частным тренером?"
1284,"rh4334.3","Сколько рублей в среднем Вы платите за месяц дополнительных занятий спортом с частным тренером?"
1285,"rh44.1a","У Вашей семьи в текущем учебном году есть еще какие-то расходы; связанные с воспитанием и образованием 1-го ребенка; которые мы не учли? Если да; то укажите; что это за расходы."
1286,"rh44.1b","Сколько рублей в среднем за  месяц (обучения/пребывания) составляют эти расходы на 1-го ребенка?"
1287,"rh44.1c","0 - НЕ БЫЛО ДРУГИХ РАСХОДОВ; СВЯЗАННЫХ С ВОСПИТАНИЕМ И ОБРАЗОВАНИЕМ 1-ГО РЕБЕНКА"
1288,"rh44.2a","У Вашей семьи в текущем учебном году есть еще какие-то расходы; связанные с воспитанием и образованием 2-го ребенка; которые мы не учли? Если да; то укажите; что это за расходы."
1289,"rh44.2b","Сколько рублей в среднем за  месяц (обучения/пребывания) составляют эти расходы на 2-го ребенка?"
1290,"rh44.2c","0 - НЕ БЫЛО ДРУГИХ РАСХОДОВ; СВЯЗАННЫХ С ВОСПИТАНИЕМ И ОБРАЗОВАНИЕМ 2-ГО РЕБЕНКА"
1291,"rh44.3a","У Вашей семьи в текущем учебном году есть еще какие-то расходы; связанные с воспитанием и образованием 3-го ребенка; которые мы не учли? Если да; то укажите; что это за расходы."
1292,"rh44.3b","Сколько рублей в среднем за  месяц (обучения/пребывания) составляют эти расходы на 3-го ребенка?"
1293,"rh44.3c","0 - НЕ БЫЛО ДРУГИХ РАСХОДОВ; СВЯЗАННЫХ С ВОСПИТАНИЕМ И ОБРАЗОВАНИЕМ 3-ГО РЕБЕНКА"
1294,"rh44.4a","У Вашей семьи в текущем учебном году есть еще какие-то расходы; связанные с воспитанием и образованием 4-го ребенка; которые мы не учли? Если да; то укажите; что это за расходы."
1295,"rh44.4b","Сколько рублей в среднем за  месяц (обучения/пребывания) составляют эти расходы на 4-го ребенка?"
1296,"rh44.4c","0 - НЕ БЫЛО ДРУГИХ РАСХОДОВ; СВЯЗАННЫХ С ВОСПИТАНИЕМ И ОБРАЗОВАНИЕМ 4-ГО РЕБЕНКА"
1297,"rh45","Кто-то из членов семьи в наст.вр.получает проф.образование(не учитыв.тех;кто обуч.на проф.курсах;курсах повыш.квалифик.; в аспирантуре или докторантуре)?"
1298,"rh46.1b","Номер 1-го учащегося из карточки домохозяйства."
1299,"rh46.2b","Номер 2-го учащегося из карточки домохозяйства."
1300,"rh46.3b","Номер 3-го учащегося из карточки домохозяйства."
1301,"rh46.4b","Номер 4-го учащегося из карточки домохозяйства."
1302,"rh461.1","Где учится 1-й учащийся?"
1303,"rh461.2","Где учится 2-й учащийся?"
1304,"rh461.3","Где учится 3-й учащийся?"
1305,"rh461.4","Где учится 4-й учащийся?"
1306,"rh462.1","На какой форме обучения учится 1-й учащийся?"
1307,"rh462.2","На какой форме обучения учится 2-й учащийся?"
1308,"rh462.3","На какой форме обучения учится 3-й учащийся?"
1309,"rh462.4","На какой форме обучения учится 4-й учащийся?"
1310,"rh47.1","В каком году 1-й учащийся поступил в это учебное заведение?"
1311,"rh47.2","В каком году 2-й учащийся поступил в это учебное заведение?"
1312,"rh47.3","В каком году 3-й учащийся поступил в это учебное заведение?"
1313,"rh47.4","В каком году 4-й учащийся поступил в это учебное заведение?"
1314,"rh48.1","Сколько экзаменов в формате ЕГЭ сдавал 1-й учащийся?"
1315,"rh48.2","Сколько экзаменов в формате ЕГЭ сдавал 2-й учащийся?"
1316,"rh48.3","Сколько экзаменов в формате ЕГЭ сдавал 3-й учащийся?"
1317,"rh48.4","Сколько экзаменов в формате ЕГЭ сдавал 4-й учащийся?"
1318,"rh49.1.1","Какова была сумма баллов; набранных 1-м учащимся по результатам ЕГЭ по математике; после перевода их в 100-балльную систему; то есть тестовых баллов?"
1319,"rh49.1.2","Какова была сумма баллов; набранных 2-м учащимся по результатам ЕГЭ по математике; после перевода их в 100-балльную систему; то есть тестовых баллов?"
1320,"rh49.1.3","Какова была сумма баллов; набранных 3-м учащимся по результатам ЕГЭ по математике; после перевода их в 100-балльную систему; то есть тестовых баллов?"
1321,"rh49.1.4","Какова была сумма баллов; набранных 4-м учащимся по результатам ЕГЭ по математике;  после перевода их в 100-балльную систему; то есть тестовых баллов?"
1322,"rh49.2.1","Какова была сумма баллов; набранных 1-м учащимся по результатам ЕГЭ по русскому языку;  после перевода их в 100-балльную систему; то есть тестовых баллов?"
1323,"rh49.2.2","Какова была сумма баллов; набранных 2-м учащимся по результатам ЕГЭ по русскому языку; после перевода их в 100-балльную систему; то есть тестовых баллов?"
1324,"rh49.2.3","Какова была сумма баллов; набранных 3-м учащимся по результатам ЕГЭ по русскому языку; после перевода их в 100-балльную систему; то есть тестовых баллов?"
1325,"rh49.2.4","Какова была сумма баллов; набранных 4-м учащимся по результатам ЕГЭ по русскому языку; после перевода их в 100-балльную систему; то есть тестовых баллов?"
1326,"rh50.1","Ваша семья платила за доброжелательное отношение при выставлении итоговых; экзаменационных оценок? Если да; то сколько Вы заплатили? 1-й учащийся"
1327,"rh50.2","Ваша семья платила за доброжелательное отношение при выставлении итоговых; экзаменационных оценок? Если да; то сколько Вы заплатили? 2-й учащийся"
1328,"rh50.3","Ваша семья платила за доброжелательное отношение при выставлении итоговых; экзаменационных оценок? Если да; то сколько Вы заплатили? 3-й учащийся"
1329,"rh50.4","Ваша семья платила за доброжелательное отношение при выставлении итоговых; экзаменационных оценок? Если да; то сколько Вы заплатили? 4-й учащийся"
1330,"rh511.1","0 - НЕ БЫЛО РАСХОДОВ; СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 1-ГО УЧАЩЕГОСЯ В ЭТО УЧЕБНОЕ ЗАВЕДЕНИЕ"
1331,"rh5111.1","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 1-го учащегося в учебное заведение? Вступительный взнос; кот. требуется для поступления в это учебное заведение."
1332,"rh5121.1","Оцените Ваши затраты в рублях: Вступительный взнос; кот. требуется для поступления в это учебное заведение; в т.ч. в виде добров.пожертвов. или в неденежной форме"
1333,"rh5111.2","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 1-го учащегося в учебное заведение? Плата за подготовительные курсы в том учебном заведении; в котором он/она учится"
1334,"rh5121.2","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в том учебном заведении; в котором он/она учится"
1335,"rh5111.3","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 1-го учащегося в учебное заведение? Плата за подготовительные курсы при школе для подготовки к ЕГЭ."
1336,"rh5121.3","Оцените Ваши затраты в рублях: Плата за подготовительные курсы при школе для подготовки к ЕГЭ"
1337,"rh5111.4","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 1-го учащегося в учебное заведение? Плата за подготовительные курсы в других учебных заведениях."
1338,"rh5121.4","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в других учебных заведениях"
1339,"rh5111.5","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 1-го учащегося в учебное заведение? Плата за занятия с репетиторами для подготовки к поступлению"
1340,"rh5121.5","Оцените Ваши затраты в рублях: Плата за занятия с репетиторами для подготовки к поступлению"
1341,"rh5111.6","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 1-го учащегося в учебное заведение? Другое"
1342,"rh51116s","Другие расходы к h5111.6; какие именно:"
1343,"rh5121.6","Оцените Ваши затраты в рублях: Другое"
1344,"rh511.2","0 - НЕ БЫЛО РАСХОДОВ; СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 2-ГО УЧАЩЕГОСЯ В УЧЕБНОЕ ЗАВЕДЕНИЕ"
1345,"rh5112.1","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 2-го учащегося в учебное заведение? Вступительный взнос; кот.требуется для поступления в это учебное заведение."
1346,"rh5122.1","Оцените Ваши затраты в рублях: Вступительный взнос; кот. требуется для поступления в это учебное заведение; в т.ч. в виде добров.пожертвов. или в неденежной форме"
1347,"rh5112.2","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 2-го учащегося в учебное заведение? Плата за подготовительные курсы в том учебном заведении; в котором он/она учится."
1348,"rh5122.2","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в том учебном заведении; в котором он/она учится"
1349,"rh5112.3","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 2-го учащегося в учебное заведение? Плата за подготовительные курсы при школе для подготовки к ЕГЭ."
1350,"rh5122.3","Оцените Ваши затраты в рублях: Плата за подготовительные курсы при школе для подготовки к ЕГЭ"
1351,"rh5112.4","В последние 12 месяцев у Вашей семьи были расходы;связ.с поступлением 2-го учащегося в учебное заведение? Плата за подготовит.курсы в других учебных заведениях."
1352,"rh5122.4","Оцените Ваши затраты в рублях: Плата за подготовит.курсы в других учебных заведениях"
1353,"rh5112.5","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 2-го учащегося в учебное заведение?Плата за занятия с репетиторами для подготовки к поступлению"
1354,"rh5122.5","Оцените Ваши затраты в рублях: Плата за занятия с репетиторами для подготовки к поступлению"
1355,"rh5112.6","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 2-го учащегося в учебное заведение? Другое"
1356,"rh51126s","Другие расходы к h5112.6; какие именно:"
1357,"rh5122.6","Оцените Ваши затраты в рублях: Другое"
1358,"rh511.3","0 - НЕ БЫЛО РАСХОДОВ; СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 3-ГО УЧАЩЕГОСЯ В УЧЕБНОЕ ЗАВЕДЕНИЕ"
1359,"rh5113.1","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 3-го учащегося в учебное заведение? Вступительный взнос; кот.требуется для поступления в это учебное заведение."
1360,"rh5123.1","Оцените Ваши затраты в рублях: Вступительный взнос; кот. требуется для поступления в это учебное заведение; в т.ч. в виде добров.пожертвов. или в неденежной форме"
1361,"rh5113.2","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 3-го учащегося в учебное заведение? Плата за подготовительные курсы в том учебном заведении; в котором он/она учится."
1362,"rh5123.2","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в том учебном заведении; в котором он/она учится"
1363,"rh5113.3","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 3-го учащегося в учебное заведение? Плата за подготовительные курсы при школе для подготовки к ЕГЭ."
1364,"rh5123.3","Оцените Ваши затраты в рублях: Плата за подготовительные курсы при школе для подготовки к ЕГЭ"
1365,"rh5113.4","В последние 12 месяцев у Вашей семьи были расходы;связанные с поступлением 3-го учащегося в учебное заведение? Плата за подготовит.курсы в других учебных заведениях."
1366,"rh5123.4","Оцените Ваши затраты в рублях: Плата за подготовит.курсы в других учебных заведениях"
1367,"rh5113.5","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 3-го учащегося в учебное заведение?Плата за занятия с репетиторами для подготовки к поступлению"
1368,"rh5123.5","Оцените Ваши затраты в рублях: Плата за занятия с репетиторами для подготовки к поступлению"
1369,"rh5113.6","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 3-го учащегося в учебное заведение? Другое"
1370,"rh51136s","Другие расходы к h5113.6; какие именно:"
1371,"rh5123.6","Оцените Ваши затраты в рублях: Другое"
1372,"rh511.4","0 - НЕ БЫЛО РАСХОДОВ; СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 4-ГО УЧАЩЕГОСЯ В УЧЕБНОЕ ЗАВЕДЕНИЕ"
1373,"rh5114.1","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 4-го учащегося в учебное заведение? Вступительный взнос; кот.требуется для поступления в это учебное заведение."
1374,"rh5124.1","Оцените Ваши затраты в рублях: Вступительный взнос; кот. требуется для поступления в это учебное заведение; в т.ч. в виде добров.пожертвов. или в неденежной форме"
1375,"rh5114.2","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 4-го учащегося в учебное заведение? Плата за подготовительные курсы в том учебном заведении; в котором он/она учится."
1376,"rh5124.2","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в том учебном заведении; в котором он/она учится"
1377,"rh5114.3","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 4-го учащегося в учебное заведение? Плата за подготовительные курсы при школе для подготовки к ЕГЭ."
1378,"rh5124.3","Оцените Ваши затраты в рублях: Плата за подготовительные курсы при школе для подготовки к ЕГЭ"
1379,"rh5114.4","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 4-го учащегося в учебное заведение? Плата за подготовит.курсы в других учебных заведениях."
1380,"rh5124.4","Оцените Ваши затраты в рублях: Плата за подготовит.курсы в других учебных заведениях"
1381,"rh5114.5","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 4-го учащегося в учебное заведение?Плата за занятия с репетиторами для подготовки к поступлению"
1382,"rh5124.5","Оцените Ваши затраты в рублях: Плата за занятия с репетиторами для подготовки к поступлению"
1383,"rh5114.6","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением 4-го учащегося в учебное заведение? Другое"
1384,"rh51146s","Другие расходы к h5114.6;какие именно:"
1385,"rh5124.6","Оцените Ваши затраты в рублях: Другое"
1386,"rh52.1.1","Как именно осуществлялись платежи в учебное заведение; в котором учится 1-й учащийся? На счет в банке или в бухгалтерию учебного заведения с выдачей документа об оплате"
1387,"rh52.1.2","Как именно осуществлялись платежи в учебное заведение; в котором учится 1-й учащийся? Какими-то товарами или материалами в учебное заведение; например; компьютер; шторы; краска; моющие средства и т.п."
1388,"rh52.1.3","Как именно осуществлялись платежи в учебное заведение; в котором учится 1-й учащийся? Просто в руки кому-то из сотрудников"
1389,"rh52.1.6","Как именно осуществлялись платежи в учебное заведение; в котором учится 1-й учащийся? Другое"
1390,"rh52.16s","Другое к h52.1.6; что именно:"
1391,"rh52.2.1","Как именно осуществлялись платежи в учебное заведение; в котором учится 2-й учащийся? На счет в банке или в бухгалтерию учебного заведения с выдачей документа об оплате"
1392,"rh52.2.2","Как именно осуществлялись платежи в учебное заведение; в котором учится 2-й учащийся? Какими-то товарами или материалами в учебное заведение; например; компьютер; шторы; краска; моющие средства и т.п."
1393,"rh52.2.3","Как именно осуществлялись платежи в учебное заведение; в котором учится 2-й учащийся? Просто в руки кому-то из сотрудников"
1394,"rh52.2.6","Как именно осуществлялись платежи в учебное заведение; в котором учится 2-й учащийся? Другое"
1395,"rh52.26s","Другое к h52.2.6; что именно:"
1396,"rh52.3.1","Как именно осуществлялись платежи в учебное заведение; в котором учится 3-й учащийся? На счет в банке или в бухгалтерию учебного заведения с выдачей документа об оплате"
1397,"rh52.3.2","Как именно осуществлялись платежи в учебное заведение; в котором учится 3-й учащийся? Какими-то товарами или материалами в учебное заведение; например; компьютер; шторы; краска; моющие средства и т.п."
1398,"rh52.3.3","Как именно осуществлялись платежи в учебное заведение; в котором учится 3-й учащийся? Просто в руки кому-то из сотрудников"
1399,"rh52.3.6","Как именно осуществлялись платежи в учебное заведение; в котором учится 3-й учащийся? Другое"
1400,"rh52.36s","Другое к h52.3.6; что именно:"
1401,"rh52.4.1","Как именно осуществлялись платежи в учебное заведение; в котором учится 4-й учащийся? На счет в банке или в бухгалтерию учебного заведения с выдачей документа об оплате"
1402,"rh52.4.2","Как именно осуществлялись платежи в учебное заведение; в котором учится 4-й учащийся? Какими-то товарами или материалами в учебное заведение; например; компьютер; шторы; краска; моющие средства и т.п."
1403,"rh52.4.3","Как именно осуществлялись платежи в учебное заведение; в котором учится 4-й учащийся? Просто в руки кому-то из сотрудников"
1404,"rh52.4.6","Как именно осуществлялись платежи в учебное заведение; в котором учится 4-й учащийся? Другое"
1405,"rh52.46s","Другое к h52.4.6; что именно:"
1406,"rh53.1","Ваша семья платила за учебники;  учебную и методич. литературу для 1-го учащегося в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?"
1407,"rh53.2","Ваша семья платила за учебники;  учебную и методич. литературу для 2-го учащегося в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?"
1408,"rh53.3","Ваша семья платила за учебники;  учебную и методич. литературу для 3-го учащегося в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?"
1409,"rh53.4","Ваша семья платила за учебники;  учебную и методич. литературу для 4-го учащегося в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?"
1410,"rh54.1","(Кроме денег на учебники);Ваша семья тратила что-нибудь на подготовку 1-го учащегося к текущему учебн.году:на канц.принадл.и вещи; необх.для учебн.процесса? Если да; то сколько Вы потратили на все это?"
1411,"rh54.2","(Кроме денег на учебники);Ваша семья тратила что-нибудь на подготовку 2-го учащегося к текущему учебн.году:на канц.принадл.и вещи; необх.для учебн.процесса? Если да; то сколько Вы потратили на все это?"
1412,"rh54.3","(Кроме денег на учебники);Ваша семья тратила что-нибудь на подготовку 3-го учащегося к текущему учебн.году:на канц.принадл.и вещи; необх.для учебн.процесса? Если да; то сколько Вы потратили на все это?"
1413,"rh54.4","(Кроме денег на учебники);Ваша семья тратила что-нибудь на подготовку 4-го учащегося к текущему учебн.году:на канц.принадл.и вещи; необх.для учебн.процесса? Если да; то сколько Вы потратили на все это?"
1414,"rh55.1","1-й учащийся учится в этом учебном заведении на бюджетном месте или на платном?"
1415,"rh55.2","2-й учащийся учится в этом учебном заведении на бюджетном месте или на платном?"
1416,"rh55.3","3-й учащийся учится в этом учебном заведении на бюджетном месте или на платном?"
1417,"rh55.4","4-й учащийся учится в этом учебном заведении на бюджетном месте или на платном?"
1418,"rh56.1","Ваша семья платит за обуч. 1-го учащегося по осн. программе в этом учебн.завед.на основании договора или любого др.офиц.документа?Не учитыв.здесь платежи за доп.занятия;добров.пожертвов.и взносы в помощь учебн.завед."
1419,"rh56.2","Ваша семья платит за обуч. 2-го учащегося по осн. программе в этом учебн.завед.на основании договора или любого др.офиц.документа?Не учитыв.здесь платежи за доп.занятия;добров.пожертвов.и взносы в помощь учебн.завед."
1420,"rh56.3","Ваша семья платит за обуч. 3-го учащегося по осн. программе в этом учебн.завед.на основании договора или любого др.офиц.документа?Не учитыв.здесь платежи за доп.занятия;добров.пожертвов.и взносы в помощь учебн.завед."
1421,"rh56.4","Ваша семья платит за обуч. 4-го учащегося по осн. программе в этом учебн.завед.на основании договора или любого др.офиц.документа?Не учитыв.здесь платежи за доп.занятия;добров.пожертвов.и взносы в помощь учебн.завед."
1422,"rh57.1","Сколько рублей в среднем за месяц обучения Вы платите? За 1-го учащегося:"
1423,"rh57.2","Сколько рублей в среднем за месяц обучения Вы платите? За 2-го учащегося:"
1424,"rh57.3","Сколько рублей в среднем за месяц обучения Вы платите? За 3-го учащегося:"
1425,"rh57.4","Сколько рублей в среднем за месяц обучения Вы платите? За 4-го учащегося:"
1426,"rh581.1","Ваша семья платит учебному заведению; в кот.учится 1-й учащийся за какие-нибудь дополнит.занятия для специализации; настоятельно рекомендуемые преподавателями учебного заведения?"
1427,"rh581.2","Ваша семья платит учебному заведению; в кот.учится 2-й учащийся за какие-нибудь дополнит.занятия для специализации; настоятельно рекомендуемые преподавателями учебного заведения?"
1428,"rh581.3","Ваша семья платит учебному заведению; в кот.учится 3-й учащийся за какие-нибудь дополнит.занятия для специализации; настоятельно рекомендуемые преподавателями учебного заведения?"
