,year,file,var,english,russian
1248,2011,FN,R2V610,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: tuition",Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата обучения
1249,2011,FN,R2V7,Expenditure savings or borrowed money,Расходование сбережений или взятых в долг денег
1250,2011,FN,R2V81,Withdrawing money from your bank account,Снятие денег с банковского счета
1251,2011,FN,R2V82,Debit balance of savings or income of the previous period,Расходование денежного сбережения или остатка дохода предыдущего периода
1252,2011,FN,R2V83,Sales of securities,Продажа ценных бумаг
1253,2011,FN,R2V84,Sale of property or things,Продажа имущества или вещей
1254,2011,FN,R2V85,Proceeds from the sale of property or things,Выручка от продажи имущества или вещей
1255,2011,FN,R2V86,property For Sale,Продажа недвижимости
1256,2011,FN,R2V87,"Have taken a loan, credit","Взяли ссуду, кредит"
1257,2011,FN,R2V88,Getting the money borrowed,"Получение денег, взятых в долг"
1258,2011,FN,R2V89,Took the money in the debt,Взяли деньги в долг
1259,2011,FN,R2V810,other,другое
1260,2011,FN,R2V9,The total amount of additional funds,Общая сумма дополнительных денежных средств
1261,2011,FN,R2V10,"The sum spent for the purchase of foreign currency, the completion of the bank account, giving a loan","Сумма израсходованная на покупку валюты, пополнение банковского счета, дача в долг"
1262,2011,FN,R2V11,Cash balances for the current period,Остатки денежных средств за текущий период
1263,2011,FH,PER,development period,Период разработки
1264,2011,FH,TER,cipher territory,Шифр территории
1265,2011,FH,MEST,Type of settlement,Тип населенного пункта
1266,2011,FH,BUD,number budget,Номер бюджета
1267,2011,FH,R3GV1,Ownership of the main housing,Форма собственности основного жилья
1268,2011,FH,R3GV2,The share of households in housing costs,Доля средств домохозяйства в оплате жилья
1269,2011,FH,R3GV31,"State, municipality","Государства, муниципалитета"
1270,2011,FH,R3GV32,Companies in the workplace,Предприятия по месту работы
1271,2011,FH,R3GV33,other households,Другого домохозяйства
1272,2011,FH,R3GV34,Charity or other organization,Благотворительной или иной организация
1273,2011,FH,R3GV4,Availability Payment of housing over the past 3 months,Наличие оплаты основного жилья за последние 3 месяца
1274,2011,FH,R3GV5,The reason for non-payment of housing,Причина неоплаты жилья
1275,2011,FH,R3GV6,Fee for rent housing from private individuals,Плата за аренду жилье у частных лиц
1276,2011,FH,R3GV91,Another addition to the main housing,Другого жилья помимо основного
1277,2011,FH,R3GV92,Individual house or the house,Индивидуального дома или части дома
1278,2011,FH,R3GV93,Cottages or houses for seasonal residence,Дачи или дома для сезонного проживания
1279,2011,FH,R3GV94,garage stationary,Гаража стационарного
1280,2011,FH,R3GV95,other buildings,Другого строения
1281,2011,FH,R3GV15,The presence of the construction or repair of real estate,Наличие  строительства или ремонта недвижимости
1282,2011,FH,R3GV16,"Type of construction, where major works were carried out","Тип постройки, где проводились основные работы"
1283,2011,FH,R3GV17,Type of work done,Вид проводимых работ
1284,2011,FH,R3GV18,Artist major works,Исполнитель основных работ
1285,2012,FC,PER,development period,Период разработки
1286,2012,FC,TER,cipher territory,Шифр территории
1287,2012,FC,MEST,Type of settlement,Тип населенного пункта
1288,2012,FC,BUD,number budget,Номер бюджета
1289,2012,FC,CHLICO,Number of persons in the household,Число лиц в домохозяйстве
1290,2012,FC,CHLICN,The number of persons in the household cash,Число наличных лиц в домохозяйстве
1291,2012,FC,CHISL,Grouped according to the number of persons per household cash (5 groups),Группировка по числу наличных лиц в домохозяйстве  (5 групп)
1292,2012,FC,CHDET,The actual number of children under 16 years,Фактическое число детей до 16 лет
1293,2012,FC,CHISD,Grouping by the number of children under 16 in the household (5 groups),Группировка по числу детей до 16 лет в домохозяйстве  (5 групп)
1294,2012,FC,CLDP,The number of man-days supply,Число человеко-дней питания
1295,2012,FC,DOXODSN,cash income,Денежный доход 
1296,2012,FC,DOXODN,Per capita income,Среднедушевой денежный доход
1297,2012,FC,RASRESS,disposable resources,Располагаемые ресурсы 
1298,2012,FC,RASRES,Per capita disposable resources,Среднедушевые располагаемые ресурсы
1299,2012,FC,DECILR,Deciles of per capita disposable resources,Дециль по среднедушевым располагаемым ресурсам
1300,2012,FC,RASSQ,Final consumption expenditure,Расход на конечное потребление 
1301,2012,FC,RASQ,Per capita expenditures on final consumption,Среднедушевой расход на конечное потребление
1302,2012,FC,POTRAS,consumer spending,Потребительские расходы
1303,2012,FC,PROD,Expenditure on food,Расходы на покупку продуктов питания
1304,2012,FC,PITRES,Spending on food away from home,Расходы на питание вне дома
1305,2012,FC,ALK,Expenditures for the purchase of alcoholic beverages,Расходы на покупку алкогольных напитков
1306,2012,FC,NEPROD,Expenditures for the purchase of non-food goods,Расходы на покупку непродовольственных товаров
1307,2012,FC,USLUG,'Fees,Расходы на оплату услуг
1308,2012,FC,PROMPOT,Expenditure on intermediate consumption and gross capital formation,Расходы на промежуточное потребление и валовое накопление
1309,2012,FC,NALOG,"Taxes, fees, charges","Налоги, сборы, платежи"
1310,2012,FC,DRRAS,other costs,Другие расходы
1311,2012,FC,DENRAS,cash expenditures,Денежные расходы
1312,2012,FC,FAKT,Increase in financial assets,Прирост финансовых активов
1313,2012,FC,NATDOX,receipts in kind,Натуральные поступления
1314,2012,FC,R1GV91,Subsidies for housing and communal services received by transfer to bank accounts,"Субсидии на оплату жилья и коммунальных услуг, получаемые перечислением на банковские счета"
1315,2012,FC,R1GV92,Subsidies for housing and utilities included in the invoice,"Субсидии на оплату жилья и коммунальных услуг, включенные в счета на оплату"
1316,2012,FC,R1GV93,Other monetary compensation for housing and communal services,Иные денежные компенсации на оплату жилья и коммунальных услуг
1317,2012,FC,R1GV94,Benefits (discounts) for electricity bills,Льготы (скидки) при оплате счетов за электричество
1318,2012,FC,R1GV95,Benefits (discounts) when paying bills for telephone services,Льготы (скидки) при оплате счетов за услуги телефонной сети
1319,2012,FC,R1GV96,Benefits (discounts) for the purchase of fuel,Льготы (скидки) на покупку топлива
1320,2012,FC,R1GV97,Benefits to pay for garbage removal and disinfection of municipal solid waste,Льготы по оплате за вывоз мусора и обеззараживание твердых бытовых отходов
1321,2012,FC,R1GV98,One-time assistance for housing repairs and other.,Единовременная помощь на ремонт жилья и др.
1322,2012,FC,R1GV99,None of the above,Ничего из перечисленного
1323,2012,FC,R1GV10,Handling any of the household members in the social security authorities with a statement on the provision of financial assistance due to insufficient income,Обращение кого-либо из членов домохозяйства в органы социальной  защиты с заявлением об оказании материальной помощи в связи с недостаточностью дохода
1324,2012,FC,R1GV111,Getting the household Social Security Income (families or living alone citizens) within the last three months,Получение домохозяйством социального пособия малоимущим (семьям или одиноко проживающим гражданам) в течение последних трех месяцев
1325,2012,FC,R1GV112,Getting household assistance Emergency in the last three months,Получение домохозяйством помощи по чрезвычайным обстоятельствам в течение последних трех месяцев
1326,2012,FC,R1GV113,Lack of households enumerated types of material assistance from the social security authorities during the last three months,Отсутствие у домохозяйства перечисленных видов материальной помощи от органов социальной защиты в течение последних трех месяцев
1327,2012,FC,R1GV121,Lump-sum payments at the expense of the parent capital,Единовременная денежная выплата за счет средств материнского капитала
1328,2012,FC,R1GV122,Monthly child allowance,Ежемесячное пособие на ребенка
1329,2012,FC,R1GV123,"Monthly child soldier, military service","Ежемесячное пособие на ребенка военнослужащего, проходящего военную службу по призыву"
1330,2012,FC,R1GV124,Benefits and payments for the maintenance of children without one or two parents (excluding pensions survivor),"Пособия и выплаты на содержание детей, оставшихся без одного или двоих родителей (за исключением пенсий по случаю потери кормильца)"
1331,2012,FC,R1GV125,Monthly compensation fee for attending kindergartens or other institutions of primary and secondary education,Ежемесячной компенсации платы за посещение детских дошкольных учреждений или других учреждений основного и дополнительного образования
1332,2012,FC,R1GV126,Free vacation milk supply,Бесплатный отпуск  молочного питания
1333,2012,FC,R1GV127,Free meals in an educational institution,Бесплатное питание в образовательном учреждении
1334,2012,FC,R1GV128,"Other benefits or subsidies to certain categories of families (large, single-parent families, etc.).","Другие пособия или субсидии отдельным категориям семей (многодетные, неполные семьи и др.)"
1335,2012,FC,R1GV129,None of the above,Ничего из перечисленного
1336,2012,FC,KVZV,weighting factor,Коэффициент взвешивания
1337,2012,FL,PER,development period,Период разработки
1338,2012,FL,TER,cipher territory,Шифр территории
1339,2012,FL,MEST,Type of settlement,Тип населенного пункта
1340,2012,FL,BUD,number budget,Номер бюджета
1341,2012,FL,LICO,Code household member (s),Код члена домохозяйства (лица)
1342,2012,FL,POL,Paul,Пол
1343,2012,FL,R1АV2,The number of complete years,Число исполнившихся лет
1344,2012,FL,R1АV3,"Towards members of d / s, write the first","Отношение к члену д/х, записанному первым"
1345,2012,FL,R1АV4,Individual code of the mother (father),Индивидуальный код матери (отца)
1346,2012,FL,R1АV5,The number of days of absence for the last 3 months,Число дней отсутствия за последние 3 месяца
1347,2012,FL,R1АV6,The reason for the absence of the last 3 months,Причина  отсутствия за последние 3 месяца
1348,2012,FL,R1АV7,marital status,Семейное положение
1349,2012,FL,R1АV10,education Level,Уровень образования
1350,2012,FL,R1ВV1,Having a job in the last 3 months,Наличие работы за последние 3 месяца
1351,2012,FL,R1ВV2,The reason for absence from work,Причина отсутствия на работе
1352,2012,FL,R1BV3,The reason for lack of work,Причина отсутствия работы
1353,2012,FL,RABN,Number of working weeks,Число отработанных недель
1354,2012,FL,ISKN,The number of weeks worked and was looking for work,Число недель не работал и искал работу
1355,2012,FL,OTDN,The number of weeks worked and not looking for work,Число недель не работал и не искал работу
1356,2012,FL,R1ВV7,Status on the main job,Статус по основному месту работы
1357,2012,FL,R1BV8,An additional gainful employment,Наличие дополнительного доходного занятия
1358,2012,FL,R1BV9,Status under the additional workplace,Статус по дополнительному месту работы
1359,2012,FL,R1BV10,The number of weeks of employment for the extra work over the last 3 months,Число недель занятости на дополнительной работе за последние 3 месяца
1360,2012,FL,R1BV111,"Symptom main finding work there, where the person","Признак нахождения основной работы там, где проживает данное лицо"
1361,2012,FL,R1BV112,Sign of finding employment in another region,Признак нахождения основной работы в другом регионе
1362,2012,FL,R1BV12,Region code finding basic work,Код региона нахождения основной работы 
1363,2012,FL,R1BV15,Availability of registration with the Employment Service as unemployed,Наличие регистрации в Службе занятости как безработный 
1364,2012,FL,R1BV16,The presence of unemployment benefits,Наличие пособия по  безработице
1365,2012,FL,R1V17,Category characterizing the position of the last 3 months,"Категория, характеризующая положение за последние 3 месяца  "
1366,2012,FL,R1BV18,Evidence of pension insurance,Наличие свидетельства пенсионного страхования 
1367,2012,FL,R1BV19,Availability of information on the amounts listed in the Pension Fund,Наличие информации о перечисленных суммах в Пенсионный фонд 
1368,2012,FL,R1GV1,Entitlement to a pension,Наличие права на получении пенсии
1369,2012,FL,R1GV21,The first type of pension,1-ый вид пенсии
1370,2012,FL,R1GV22,The second type of pension,2-ой вид  пенсии
1371,2012,FL,R1GV3,The amount of pensions paid in the last 3 months,"Сумма пенсии, выплаченная за последние 3 месяца"
1372,2012,FL,R1GV41,First code to discounts on the right to receive state social support,1-ый код льготной категории на право  получения государственной социальной поддержки
1373,2012,FL,R1GV42,Second code to discounts on the right to receive state social support,2-ой код льготной категории на право  получения государственной социальной поддержки
1374,2012,FL,R1GV43,Does not apply to any of the privileged categories of eligibility for state social support,Не относится ни к одной из льготных категорий  на право  получения государственной социальной поддержки
1375,2012,FL,R1GV5,The fact of using privileges during the last three months,Факт пользования льготами в течение последних трех месяцев
1376,2012,FL,R1GV61,Enjoy free drug supply,Пользовались бесплатным лекарственным обеспечением
1377,2012,FL,R1GV62,Receive free spa treatment,Получали бесплатное санаторно-курортное лечение
1378,2012,FL,R1GV63,Enjoy free or discounted travel on intercity transport to the place of treatment,Пользовались бесплатным или льготным проездом на междугородном транспорте к месту лечения и обратно
1379,2012,FL,R1GV64,Enjoy free travel commuter rail,Пользовались бесплатным проездом пригородным железнодорожным транспортом
1380,2012,FL,R1GV71,First code privileged category,1-ый код льготной категории
1381,2012,FL,R1GV72,2nd code privileged category,2-ой код льготной категории
1382,2012,FL,R1GV73,Third code privileged category,3-ий код льготной категории 
1383,2012,FL,R1GV74,Does not apply to any of the categories B.9,Не относится ни к одной из категории в.9
1384,2012,FL,R1GV81,Social support in the last three months to pay for travel in public transport,Социальная поддержка за последние три месяца по оплате проезда в городском транспорте
1385,2012,FL,R1GV82,Social support in the last three months to pay for travel in suburban transport,Социальная поддержка за последние три месяца по оплате проезда в пригородном транспорте
1386,2012,FL,R1GV83,Social support in the last three months to pay for travel in long-distance transport,Социальная поддержка за последние три месяца по оплате проезда в междугородном транспорте
1387,2012,FL,R1GV84,Social support in the last three months on payment of medicines,Социальная поддержка за последние три месяца по оплате лекарств
1388,2012,FL,R1GV85,Social support in the last three months to pay for prosthetics,Социальная поддержка за последние три месяца по оплате за протезирование
1389,2012,FL,R1GV86,Social support in the last three months of payment vouchers for spa treatment,Социальная поддержка за последние три месяца по оплате путевок для санаторно-курортного лечения
1390,2012,FL,R1GV87,The provision of services by the social security authorities (at home and in day care facilities),Предоставление услуг от органов социальной защиты (на дому и в учреждениях дневного пребывания)
1391,2012,FL,R1GV88,"Provision of in-kind assistance in the form of food packages, clothing and other. Essentials","Предоставление натуральной помощи в виде продуктовых наборов, одежды и др. предметов первой необходимости "
1392,2012,FL,R1GV89,None of these benefits were not provided,Никакие из перечисленных льгот не предоставлялись
1393,2012,FL,R1DV1,Whether purchased within the last three months of medication or drugs,Приобретались ли в течение последних трех месяцев лекарства или медикаменты
1394,2012,FL,R1DV2,At whose expense to purchase drugs or medications,За чей счет приобретались лекарства или медикаменты
1395,2012,FL,R1DV3,Your costs for the purchase of drugs or medicines on average per month,Ваши расходы на приобретение лекарств или медикаментов в среднем за месяц
1396,2012,FL,R1DV4,Approximate savings of an average of one month from the acquisition of free medicines or purchased at a reduced price,Примерная экономия в среднем за один месяц от приобретения бесплатных лекарств или приобретенных по льготной цене
1397,2012,FL,R1DV51,Treatment in a medical institution for a reason: disease,Обращения в медицинское учреждение по причине: заболевание
1398,2012,FL,R1DV52,"Treatment in a medical institution for a reason: the rehabilitation of this illness, the effects of trauma, injury","Обращения в медицинское учреждение по причине: реабилитация перенесенного заболевания, последствия травм, ранений"
1399,2012,FL,R1DV53,Treatment in a medical institution for a reason: to obtain a prescription,Обращения в медицинское учреждение по причине: получение рецепта
1400,2012,FL,R1DV54,"Treatment in a medical institution for a reason: to obtain medical certificates, statements, etc.","Обращения в медицинское учреждение по причине: получение медицинских справок, выписок и т.п."
1401,2012,FL,R1DV55,Treatment in a medical facility due to: pediatric observation of young children,Обращения в медицинское учреждение по причине: педиатрическое наблюдение за детьми раннего возраста
1402,2012,FL,R1DV56,Treatment in a medical institution for a reason: routine inspection,Обращения в медицинское учреждение по причине: профилактический осмотр
1403,2012,FL,R1DV57,Treatment in a medical institution for a reason: Other,Обращения в медицинское учреждение по причине: другое
1404,2012,FL,R1DV58,Treatment in a medical institution for a reason: it was not necessary,Обращения в медицинское учреждение по причине: не было необходимости
1405,2012,FL,R1DV6,The fact that access to medical care,Факт обращения за медицинской помощью
1406,2012,FL,R1DV71,Applying for outpatient dispensary or via,Обращение за амбулаторно-поликлинической или диспансерной помощью
1407,2012,FL,R1DV72,Applying for dental care,Обращение за стоматологической помощью
1408,2012,FL,R1DV73,Applying for ambulance,Обращение за скорой помощью
1409,2012,FL,R1DV74,Applying for hospital care,Обращение за стационарной помощью
1410,2012,FL,R1DV8,"Availability Payment (formal or informal) care, or other health care provider",Наличие оплаты (официальной или неофициальной) медицинской помощи или других медицинских услуг
1411,2012,FL,R1DV91,The amount spent on health care or payment for health care services: for the reception and consultations with general practitioners,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за прием и консультации у врачей общего профиля"
1412,2012,FL,R1DV92,The amount spent on health care or payment for health care services: for receiving and advice from medical specialists,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за прием и консультации у врачей специалистов"
1413,2012,FL,R1DV93,The amount spent on health care or payment for health care services: for surgery,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за хирургические операции"
1414,2012,FL,R1DV94,"The amount spent on health care or payment for health care services: for staying in the nursing home, assisted delivery","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за пребывание в родильном доме, родовспоможение"
1415,2012,FL,R1DV95,"The amount spent on health care or payment for health care services: for medical procedures (injections, IVs, etc.), nursing","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за медицинские процедуры (инъекции, капельницы и т.п.), уход за больными"
1416,2012,FL,R1DV96,"The amount spent on health care or payment for health care services: for laboratory tests and medical research (ultrasound, x-rays, tests, etc.)","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лабораторные анализы и медицинское исследование (УЗИ, рентген, анализы и т.п.)"
1417,2012,FL,R1DV97,"The amount spent on health care or payment for health care services: for massage, manual therapy, physiotherapy, etc.","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за массаж, мануальную терапию, лечебную гимнастику и т.п."
1418,2012,FL,R1DV98,The amount spent on health care or payment for health care: for medicines and medical supplies at admission,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лекарства и медицинские материалы при госпитализации"
1419,2012,FL,R1DV99,"The amount spent on health care or payment for health care services: for other medical services (issuing medical certificates-ing, transportation to the place of treatment, etc.)","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за прочие медицинские услуги(выдача мед-ских справок, перевоз к месту лечения и т.п.)"
1420,2012,FL,R1DV910,The amount spent on health care or payment for health care services: for dental treatment,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лечение зубов"
1421,2012,FL,R1DV911,The amount spent on health care or payment for health care services: for dentures,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за зубное протезирование"
1422,2012,FL,R1DV912,"The amount spent on health care or payment for health care services: for preventive examinations and consultations with specialists (orthodontists, paradontologa etc.)","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за профилактические осмотры и консультации специалистов(ортодонтов, парадонтологов и т.п.)"
1423,2012,FL,R1DV913,The amount spent on health care or payment for health care services: for dental surgery,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за стоматологические хирургические операции"
1424,2012,FL,R1DV914,The amount spent on health care or payment for health care services: for export and render first aid,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за вывоз и оказание скорой помощи"
1425,2012,FL,R1DV915,The amount spent on health care or payment for health care services: in the direction of hospitalization,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за направление на госпитализацию"
1426,2012,FL,R1DV916,The amount spent on health care or payment for health care services: for drugs,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лекарства и медикаменты"
1427,2012,FL,R1DV917,The amount spent on health care or payment for health care services: for transportation to the place of treatment,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за перевозку к месту лечения и обратно"
1428,2012,FL,R1DV10,The reason for not seeking medical care,Причина необращения за медицинской помощью
1429,2012,FL,R1DV111,Year last visit therapists,Год последнего посещения терапевтов
1430,2012,FL,R1DV112,Year last visit medical specialists,Год последнего посещения врачей-специалистов
1431,2012,FL,R1DV113,Year last visit dentists,Год последнего посещения врачей-стоматологов
1432,2012,FL,R1ЕV1,place of study,Место учебы
1433,2012,FL,R1ЕV2,Location of placement,Расположение места учебы
1434,2012,FL,R1ЕV3,The region code of placement,Код региона места учебы
1435,2012,FL,R1ЕV4,Ownership of the institution,Форма собственности учебного заведения
1436,2012,FL,R1ЕV5,Paid or free training,Платное или бесплатное обучение
1437,2012,FL,R1ЕV61,Tuition fee: self or your household,Плата за учебу: сам или Ваше домохозяйство
1438,2012,FL,R1ЕV62,Tuition fee: enterprise organization in the workplace,"Плата за учебу: предприятие, организация по месту работы"
1439,2012,FL,R1ЕV63,"Tuition fee: sponsors, relatives","Плата за учебу: спонсоры, родственники"
1440,2012,FL,R1ЕV7,How much your household paid for the study,Сколько Ваше домохозяйство заплатило за учебу
1441,2012,FL,R1ЕV81,"Purchase of textbooks, training programs, office supplies, etc.","Покупка учебников, обучающих программ, канцелярских товаров и т.п."
1442,2012,FL,R1ЕV82,The fee for day care,Плата за группу продленного дня
1443,2012,FL,R1ЕV83,"Buying school uniforms, uniforms or work clothes","Покупка школьной формы, форменной или рабочей одежды"
1444,2012,FL,R1ЕV84,"Fee to re-tests, exams etc ..","Оплата за пересдачу зачетов, экзаменов и т.п.."
1445,2012,FL,R1ЕV85,Payment for the purchase of materials or equipment for educational institutions,Плата за покупку материалов или оборудования для учебного заведения
1446,2012,FL,R1ЕV86,transportation costs,Транспортные расходы
1447,2012,FL,R1ЕV87,Power (organized),Питание (организованное)
1448,2012,FL,R1ЕV88,"Fee for cleaning, repair and protection of the institution","Плата за уборку, ремонт и охрану учебного заведения"
1449,2012,FL,R1ЕV89,"Payment hostels, tenancy","Оплата общежития, наем жилья"
1450,2012,FL,R1ЕV810,"Sponsorship contributions, gifts for teachers, etc.","Спонсорские взносы, подарки преподавателям и т.п."
1451,2012,FL,R1ЕV9,Visiting extra classes,Посещение дополнительных занятий
1452,2012,FL,R1ЕV10,Payment for these classes household,Оплата этих занятий  домохозяйством
1453,2012,FL,R1ЕV111,Costs associated with the additional training: payment of employment on contract with an educational institution,"Расходы, связанные с дополнительным обучением: оплата занятий по договору с образовательным учреждением"
1454,2012,FL,R1ЕV112,Costs associated with the additional training: lessons payment under a contract with a private person,"Расходы, связанные с дополнительным обучением: оплата занятий по договору с частным лицом"
1455,2012,FL,R1ЕV113,"Costs associated with the additional training: purchase of textbooks, teaching materials","Расходы, связанные с дополнительным обучением: покупка учебников, методических материалов"
1456,2012,FL,R1ЕV114,Costs associated with the additional training: the purchase of materials or equipment for training,"Расходы, связанные с дополнительным обучением: покупка материалов или оборудования для занятий"
1457,2012,FL,R1ЕV115,Costs associated with the additional training: purchase items of clothing and footwear for sports,"Расходы, связанные с дополнительным обучением: покупка предметов, одежды и обуви для занятий спортом"
1458,2012,FL,R1ЕV116,"Costs associated with the additional training: sponsorship contributions, gifts for teachers","Расходы, связанные с дополнительным обучением: спонсорские взносы, подарки преподавателям"
1459,2012,FL,R1ЕV117,Costs associated with the preparation of learning in an educational institution: fees for training courses and classes,"Расходы, связанные с подготовкой к обучению в образовательном учреждении: плата за подготовительные курсы и занятия"
1460,2012,FL,R1ЕV118,Costs associated with the preparation of learning in an educational institution: payment tutors,"Расходы, связанные с подготовкой к обучению в образовательном учреждении: оплата репетиторов"
1461,2012,FL,R1ЕV119,"Costs associated with the preparation for training in educational institution: the purchase of textbooks, teaching materials","Расходы, связанные с подготовкой к обучению в образовательном учреждении: покупка учебников, методических материалов"
1462,2012,FL,R1ЕV1110,"Costs associated with the preparation for training in educational institution: the entrance (sponsored) contributions, the cost of design, gifts for teachers","Расходы, связанные с подготовкой к обучению в образовательном учреждении: вступительные (спонсорские) взносы, затраты на оформление, подарки преподавателям"
1463,2012,FL,R1ЕV12,Does the child attend preschool educational institution,Посещает ли ребенок дошкольное образовательное учреждение
1464,2012,FL,R1ЕV13,Status attend preschool,Статус  посещаемого дошкольного учреждения
1465,2012,FL,R1ЕV14,Paid or free access to preschool,Платное или бесплатное посещение дошкольного учреждения
1466,2012,FL,R1ЕV151,Payment visiting preschool: household,Оплата посещения  дошкольного учреждения: домохозяйством
1467,2012,FL,R1ЕV152,Payment visiting preschool: enterprise organization in the workplace,"Оплата посещения  дошкольного учреждения: предприятием, организацией по месту работы"
1468,2012,FL,R1ЕV153,"Payment visiting preschool: sponsors, rodstvennikami- not members of the H / H","Оплата посещения  дошкольного учреждения: спонсорами, родственниками- не членами д/х"
1469,2012,FL,R1ЕV16,The amount paid by the household for visiting preschool child,"Сумма, заплаченная домохозяйством за посещение ребенком дошкольного учреждения"
1470,2012,FL,R1ЕV171,"Other costs associated with the presence of a child in preschool: the purchase of training programs, payment for materials or equipment classes","Другие расходы, связанные с пребыванием ребенка в дошкольном учреждении: покупка обучающих программ, плата за материалы или оборудование занятий"
1471,2012,FL,R1ЕV172,Other costs associated with the presence of a child in preschool: food (organized),"Другие расходы, связанные с пребыванием ребенка в дошкольном учреждении: питание (организованное)"
1472,2012,FL,R1ЕV173,"Other costs associated with the presence of a child in preschool: cleaning fee, repair and protection of pre-school establishments","Другие расходы, связанные с пребыванием ребенка в дошкольном учреждении: плата за уборку, ремонт и охрану дошкольного заведения"
1473,2012,FL,R1ЕV174,"Other costs associated with the presence of a child in preschool: sponsorship contributions, gifts to teachers, etc.","Другие расходы, связанные с пребыванием ребенка в дошкольном учреждении: спонсорские взносы, подарки воспитателям и т.п."
1474,2012,FL,R1ЕV18,Who looks after the child does not attend preschool,"Кто присматривает за ребенком, не посещающим дошкольное учреждение"
1475,2012,FL,R1ЕV191,Payment for child care: the household,Плата за присмотр за ребенком: домохозяйством
1476,2012,FL,R1ЕV192,"Payment for child care: sponsors, relatives - not members of H / H","Плата за присмотр за ребенком: спонсорами, родственниками - не членами д/х"
1477,2012,FL,R1ЕV20,How much to pay for your family child care,Сколько платит Ваша семья за присмотр ребенка
1478,2012,FL,R1ЕV21,Seen child extra classes,Посещение ребенком дополнительных занятий
1479,2012,FL,R1ЕV22,Paid for any additional classes from the household,Оплачивались ли дополнительные занятия из средств домохозяйства
1480,2012,FL,R1ЕV231,Costs associated with the presence of a child in preschool additional: payment of employment on an organized form of collective or individual program,"Расходы, связанные с пребыванием ребенка в дополнительных дошкольных учреждениях: оплата занятий по организованной коллективной форме или по индивидуальной программе"
1481,2012,FL,R1ЕV232,"Costs associated with the presence of a child in preschool additional: buy textbooks, teaching materials, books, stationery, toys and games","Расходы, связанные с пребыванием ребенка в дополнительных дошкольных учреждениях: покупка учебников, методических материалов, книг, канцтоваров, игр и игрушек"
1482,2012,FL,R1ЕV233,Costs associated with the presence of a child in preschool additional: purchase of materials or equipment for training,"Расходы, связанные с пребыванием ребенка в дополнительных дошкольных учреждениях: покупка материалов или оборудования для занятий"
1483,2012,FL,R1ЕV234,"Costs associated with the presence of a child in preschool additional: sponsorship contributions, gifts to teachers, etc.","Расходы, связанные с пребыванием ребенка в дополнительных дошкольных учреждениях: спонсорские взносы, подарки воспитателям и т.п."
1484,2012,FL,R1ЕV24,The need for individual medical or psychological-pedagogical support,Необходимость индивидуальной медицинской или психолого-педагогической поддержке
1485,2012,FL,R1ЕV251,A visit to a special (correctional) institutions on a regular basis,Посещение специального (коррекционного) учреждения на постоянной основе
1486,2012,FL,R1ЕV252,Visiting physicians and specialists and educators,Посещение врачей и специалистов-педагогов
1487,2012,FL,R1ЕV26,How much to pay your family for an individual medical or psychological-pedagogical support,Сколько платит Ваша семья за индивидуальную медицинскую или психолого-педагогическую поддержку
1488,2012,FN,PER,development period,Период разработки
1489,2012,FN,TER,cipher territory,Шифр территории
1490,2012,FN,MEST,Type of settlement,Тип населенного пункта
1491,2012,FN,BUD,number budget,Номер бюджета
1492,2012,FN,R1VV11,Code of head of household,Код главы домохозяйства
1493,2012,FN,R1VV12,Code spouse (s) of the household head,Код супруга (и) главы домохозяйства
