varcode,russian,english
rh52.2.6,Как именно осуществлялись платежи в учебное заведение в котором учится 2-й учащийся? Другое ,How exactly to make payments in an educational institution in which the student 2nd student? other
rh52.26s,Другое к h52.2.6 что именно: ,To each h52.2.6 what:
rh52.3.1,Как именно осуществлялись платежи в учебное заведение в котором учится 3-й учащийся? На счет в банке или в бухгалтерию учебного заведения с выдачей документа об оплате ,How exactly to make payments in an educational institution in which the student 3rd student? To a bank account or accounts of the institution with the issuance of the payment
rh52.3.2,Как именно осуществлялись платежи в учебное заведение в котором учится 3-й учащийся? Какими-то товарами или материалами в учебное заведение например компьютер шторы краска моющие средства и т.п. ,How exactly to make payments in an educational institution in which the student 3rd student? Some goods or materials in an educational institution such as a computer curtains paint detergents etc.
rh52.3.3,Как именно осуществлялись платежи в учебное заведение в котором учится 3-й учащийся? Просто в руки кому-то из сотрудников ,How exactly to make payments in an educational institution in which the student 3rd student? Just to hand someone from the staff
rh52.3.6,Как именно осуществлялись платежи в учебное заведение в котором учится 3-й учащийся? Другое ,How exactly to make payments in an educational institution in which the student 3rd student? other
rh52.36s,Другое к h52.3.6 что именно: ,To each h52.3.6 what:
rh52.4.1,Как именно осуществлялись платежи в учебное заведение в котором учится 4-й учащийся? На счет в банке или в бухгалтерию учебного заведения с выдачей документа об оплате ,How exactly to make payments in an educational institution in which the student of the 4th student? To a bank account or accounts of the institution with the issuance of the payment
rh52.4.2,Как именно осуществлялись платежи в учебное заведение в котором учится 4-й учащийся? Какими-то товарами или материалами в учебное заведение например компьютер шторы краска моющие средства и т.п. ,How exactly to make payments in an educational institution in which the student of the 4th student? Some goods or materials in an educational institution such as a computer curtains paint detergents etc.
rh52.4.3,Как именно осуществлялись платежи в учебное заведение в котором учится 4-й учащийся? Просто в руки кому-то из сотрудников ,How exactly to make payments in an educational institution in which the student of the 4th student? Just to hand someone from the staff
rh52.4.6,Как именно осуществлялись платежи в учебное заведение в котором учится 4-й учащийся? Другое ,How exactly to make payments in an educational institution in which the student of the 4th student? other
rh52.46s,Другое к h52.4.6 что именно: ,To each h52.4.6 what:
rh53.1,Ваша семья платила за учебники  учебную и методич. литературу для 1-го учащегося в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да то сколько Вы заплатили? ,Your family pay for textbooks educational and Methodological. literature for 1 student in this school year? Do not include here costs kants.tovary and stuff. If so how much you paid?
rh53.2,Ваша семья платила за учебники  учебную и методич. литературу для 2-го учащегося в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да то сколько Вы заплатили? ,Your family pay for textbooks educational and Methodological. literature for the 2nd student in this school year? Do not include here costs kants.tovary and stuff. If so how much you paid?
rh53.3,Ваша семья платила за учебники  учебную и методич. литературу для 3-го учащегося в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да то сколько Вы заплатили? ,Your family pay for textbooks educational and Methodological. literature for the third student in this school year? Do not include here costs kants.tovary and stuff. If so how much you paid?
rh53.4,Ваша семья платила за учебники  учебную и методич. литературу для 4-го учащегося в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да то сколько Вы заплатили? ,Your family pay for textbooks educational and Methodological. literature for 4th student in this school year? Do not include here costs kants.tovary and stuff. If so how much you paid?
rh54.1,(Кроме денег на учебники)Ваша семья тратила что-нибудь на подготовку 1-го учащегося к текущему учебн.году:на канц.принадл.и вещи необх.для учебн.процесса? Если да то сколько Вы потратили на все это? ,(Besides money for textbooks) your family spend anything on training 1 student to the current uchebn.godu: on kants.prinadl.i things neobh.dlya uchebn.protsessa? If so how much you spent on this?
rh54.2,(Кроме денег на учебники)Ваша семья тратила что-нибудь на подготовку 2-го учащегося к текущему учебн.году:на канц.принадл.и вещи необх.для учебн.процесса? Если да то сколько Вы потратили на все это? ,(Besides money for textbooks) your family spend anything on preparation of the 2nd to the current student uchebn.godu: on kants.prinadl.i things neobh.dlya uchebn.protsessa? If so how much you spent on this?
rh54.3,(Кроме денег на учебники)Ваша семья тратила что-нибудь на подготовку 3-го учащегося к текущему учебн.году:на канц.принадл.и вещи необх.для учебн.процесса? Если да то сколько Вы потратили на все это? ,(Besides money for textbooks) your family spend anything to prepare third student to the current uchebn.godu: on kants.prinadl.i things neobh.dlya uchebn.protsessa? If so how much you spent on this?
rh54.4,(Кроме денег на учебники)Ваша семья тратила что-нибудь на подготовку 4-го учащегося к текущему учебн.году:на канц.принадл.и вещи необх.для учебн.процесса? Если да то сколько Вы потратили на все это? ,(Besides money for textbooks) your family spend anything on preparation of the 4th to the current student uchebn.godu: on kants.prinadl.i things neobh.dlya uchebn.protsessa? If so how much you spent on this?
rh55.1,1-й учащийся учится в этом учебном заведении на бюджетном месте или на платном? ,1st student studying in this school in low places or paid?
rh55.2,2-й учащийся учится в этом учебном заведении на бюджетном месте или на платном? ,2nd student studying in this school in low places or paid?
rh55.3,3-й учащийся учится в этом учебном заведении на бюджетном месте или на платном? ,3rd student studying in this school in low places or paid?
rh55.4,4-й учащийся учится в этом учебном заведении на бюджетном месте или на платном? ,4th student studying in this school in low places or paid?
rh56.1,Ваша семья платит за обуч. 1-го учащегося по осн. программе в этом учебн.завед.на основании договора или любого др.офиц.документа?Не учитыв.здесь платежи за доп.занятиядобров.пожертвов.и взносы в помощь учебн.завед. ,Your family pays for trained. 1 student on DOS. program this uchebn.zaved.na contract or any dr.ofits.dokumenta? Not uchityv.zdes payments for dop.zanyatiya dobrov.pozhertvov.i contributions to help uchebn.zaved.
rh56.2,Ваша семья платит за обуч. 2-го учащегося по осн. программе в этом учебн.завед.на основании договора или любого др.офиц.документа?Не учитыв.здесь платежи за доп.занятиядобров.пожертвов.и взносы в помощь учебн.завед. ,Your family pays for trained. 2nd student on DOS. program this uchebn.zaved.na contract or any dr.ofits.dokumenta? Not uchityv.zdes payments for dop.zanyatiya dobrov.pozhertvov.i contributions to help uchebn.zaved.
rh56.3,Ваша семья платит за обуч. 3-го учащегося по осн. программе в этом учебн.завед.на основании договора или любого др.офиц.документа?Не учитыв.здесь платежи за доп.занятиядобров.пожертвов.и взносы в помощь учебн.завед. ,Your family pays for trained. 3rd student at DOS. program this uchebn.zaved.na contract or any dr.ofits.dokumenta? Not uchityv.zdes payments for dop.zanyatiya dobrov.pozhertvov.i contributions to help uchebn.zaved.
rh56.4,Ваша семья платит за обуч. 4-го учащегося по осн. программе в этом учебн.завед.на основании договора или любого др.офиц.документа?Не учитыв.здесь платежи за доп.занятиядобров.пожертвов.и взносы в помощь учебн.завед. ,Your family pays for trained. 4th student on DOS. program this uchebn.zaved.na contract or any dr.ofits.dokumenta? Not uchityv.zdes payments for dop.zanyatiya dobrov.pozhertvov.i contributions to help uchebn.zaved.
rh57.1,Сколько рублей в среднем за месяц обучения Вы платите? За 1-го учащегося: ,How many rubles on average per month of training do you pay? Over 1 student:
rh57.2,Сколько рублей в среднем за месяц обучения Вы платите? За 2-го учащегося: ,How many rubles on average per month of training do you pay? For the 2nd student:
rh57.3,Сколько рублей в среднем за месяц обучения Вы платите? За 3-го учащегося: ,How many rubles on average per month of training do you pay? For the third student:
rh57.4,Сколько рублей в среднем за месяц обучения Вы платите? За 4-го учащегося: ,How many rubles on average per month of training do you pay? For the 4th student:
rh581.1,Ваша семья платит учебному заведению в кот.учится 1-й учащийся за какие-нибудь дополнит.занятия для специализации настоятельно рекомендуемые преподавателями учебного заведения? ,Your family pays educational institutions kot.uchitsya 1st student for any dopolnit.zanyatiya for specialization it is strongly recommended by teachers of educational institutions?
rh581.2,Ваша семья платит учебному заведению в кот.учится 2-й учащийся за какие-нибудь дополнит.занятия для специализации настоятельно рекомендуемые преподавателями учебного заведения? ,Your family pays educational institutions kot.uchitsya 2nd student for any dopolnit.zanyatiya for specialization it is strongly recommended by teachers of educational institutions?
rh581.3,Ваша семья платит учебному заведению в кот.учится 3-й учащийся за какие-нибудь дополнит.занятия для специализации настоятельно рекомендуемые преподавателями учебного заведения? ,Your family pays educational institutions kot.uchitsya third student for any dopolnit.zanyatiya for specialization it is strongly recommended by teachers of educational institutions?
rh581.4,Ваша семья платит учебному заведению в кот.учится 4-й учащийся за какие-нибудь дополнит.занятия для специализации настоятельно рекомендуемые преподавателями учебного заведения? ,Your family pays educational institutions kot.uchitsya 4th student for any dopolnit.zanyatiya for specialization it is strongly recommended by teachers of educational institutions?
rh582.1,Сколько рублей в среднем Вы платите за месяц обучения? За 1-го учащегося: ,How many rubles on average you pay for a month of training? Over 1 student:
rh582.2,Сколько рублей в среднем Вы платите за месяц обучения? За 2-го учащегося: ,How many rubles on average you pay for a month of training? For the 2nd student:
rh582.3,Сколько рублей в среднем Вы платите за месяц обучения? За 3-го учащегося: ,How many rubles on average you pay for a month of training? For the third student:
rh582.4,Сколько рублей в среднем Вы платите за месяц обучения? За 4-го учащегося: ,How many rubles on average you pay for a month of training? For the 4th student:
rh591.1,1-й учащийся посещает какие-нибудь еще дополнит.занятия которые соответствуют профилю образования?Это могут быть занятия как в его учебном заведении так и вне него. ,1st student attends any more dopolnit.zanyatiya who fit the profile of education? It can be a class in his school and outside it.
rh591.2,2-й учащийся посещает какие-нибудь еще дополнит.занятия которые соответствуют профилю образования?Это могут быть занятия как в его учебном заведении так и вне него. ,2nd student attends any more dopolnit.zanyatiya who fit the profile of education? It can be a class in his school and outside it.
rh591.3,3-й учащийся посещает какие-нибудь еще дополнит.занятия которые соответствуют профилю образования?Это могут быть занятия как в его учебном заведении так и вне него. ,3rd student attends any more dopolnit.zanyatiya who fit the profile of education? It can be a class in his school and outside it.
rh591.4,4-й учащийся посещает какие-нибудь еще дополнит.занятия которые соответствуют профилю образования?Это могут быть занятия как в его учебном заведении так и вне него. ,4th student attends any more dopolnit.zanyatiya who fit the profile of education? It can be a class in his school and outside it.
rh5921.1,Где именно 1-й учащийся посещает эти дополнительные занятия которые соответствуют профилю его образования? В его учебном заведении ,Where is the 1st student attends these additional classes that match the profile of his education? In his school
rh5931.1,Сколько рублей в среднем Вы платите за месяц дополнительных занятий? В его учебном заведении ,How many rubles on average you pay per month extra classes? In his school
rh5921.2,Где именно 1-й учащийся посещает эти дополнительные занятия которые соответствуют профилю его образования? В другой организации ,Where is the 1st student attends these additional classes that match the profile of his education? In other organizations
rh5931.2,Сколько рублей в среднем Вы платите за месяц  дополнительных занятий? В другой организации ,How many rubles on average you pay per month extra classes? In other organizations
rh5921.3,Где именно 1-й учащийся посещает эти дополнительные занятия которые соответствуют профилю его образования? С частным преподавателем репетитором ,Where is the 1st student attends these additional classes that match the profile of his education? With a private tutor tutor
rh5931.3,Сколько рублей в среднем Вы платите за месяц дополнительных занятий? С частным преподавателем репетитором ,How many rubles on average you pay per month extra classes? With a private tutor tutor
rh5922.1,Где именно 2-й учащийся посещает эти дополнительные занятия которые соответствуют профилю его образования? В его учебном заведении ,Where is the 2nd student attends these additional classes that match the profile of his education? In his school
rh5932.1,Сколько рублей в среднем Вы платите за месяц дополнительных занятий? В его учебном заведении ,How many rubles on average you pay per month extra classes? In his school
rh5922.2,Где именно 2-й учащийся посещает эти дополнительные занятия которые соответствуют профилю его образования? В другой организации ,Where is the 2nd student attends these additional classes that match the profile of his education? In other organizations
rh5932.2,Сколько рублей в среднем Вы платите за месяц  дополнительных занятий? В другой организации ,How many rubles on average you pay per month extra classes? In other organizations
rh5922.3,Где именно 2-й учащийся посещает эти дополнительные занятия которые соответствуют профилю его образования? С частным преподавателем репетитором ,Where is the 2nd student attends these additional classes that match the profile of his education? With a private tutor tutor
rh5932.3,Сколько рублей в среднем Вы платите за месяц дополнительных занятий? С частным преподавателем репетитором ,How many rubles on average you pay per month extra classes? With a private tutor tutor
rh5923.1,Где именно 3-й учащийся посещает эти дополнительные занятия которые соответствуют профилю его образования? В его учебном заведении ,Where is the third student attends these additional classes that match the profile of his education? In his school
rh5933.1,Сколько рублей в среднем Вы платите за месяц дополнительных занятий? В его учебном заведении ,How many rubles on average you pay per month extra classes? In his school
rh5923.2,Где именно 3-й учащийся посещает эти дополнительные занятия которые соответствуют профилю его образования? В другой организации ,Where is the third student attends these additional classes that match the profile of his education? In other organizations
rh5933.2,Сколько рублей в среднем Вы платите за месяц  дополнительных занятий? В другой организации ,How many rubles on average you pay per month extra classes? In other organizations
rh5923.3,Где именно 3-й учащийся посещает эти дополнительные занятия которые соответствуют профилю его образования? С частным преподавателем репетитором ,Where is the third student attends these additional classes that match the profile of his education? With a private tutor tutor
rh5933.3,Сколько рублей в среднем Вы платите за месяц дополнительных занятий? С частным преподавателем репетитором ,How many rubles on average you pay per month extra classes? With a private tutor tutor
rh5924.1,Где именно 4-й учащийся посещает эти дополнительные занятия которые соответствуют профилю его образования? В его учебном заведении ,Where is the 4th student attends these additional classes that match the profile of his education? In his school
rh5934.1,Сколько рублей в среднем Вы платите за месяц дополнительных занятий? В его учебном заведении ,How many rubles on average you pay per month extra classes? In his school
rh5924.2,Где именно 4-й учащийся посещает эти дополнительные занятия которые соответствуют профилю его образования? В другой организации ,Where is the 4th student attends these additional classes that match the profile of his education? In other organizations
rh5934.2,Сколько рублей в среднем Вы платите за месяц  дополнительных занятий? В другой организации ,How many rubles on average you pay per month extra classes? In other organizations
rh5924.3,Где именно 4-й учащийся посещает эти дополнительные занятия которые соответствуют профилю его образования? С частным преподавателем репетитором ,Where is the 4th student attends these additional classes that match the profile of his education? With a private tutor tutor
rh5934.3,Сколько рублей в среднем Вы платите за месяц дополнительных занятий? С частным преподавателем репетитором ,How many rubles on average you pay per month extra classes? With a private tutor tutor
rh60.1,В текущем учебн.году Ваша семья регулярно или время от времени делает ден.взносыпожертвов.в помощь учебн.завед.кот.посещает 1-й уч-ся учащийся? Если дато сколько руб.в среднем Вы платите за месяц обуч.? ,In the current uchebn.godu your family regularly or from time to time makes den.vznosy pozhertvov.v help uchebn.zaved. Kot.poseschaet 1st pupils of the learner? If so how much you pay rub.v average for the month trained.?
rh60.2,В текущем учебн.году Ваша семья регулярно или время от времени делает ден.взносыпожертвов.в помощь учебн.завед.кот.посещает 2-й уч-ся учащийся? Если дато сколько руб.в среднем Вы платите за месяц обуч.? ,In the current uchebn.godu your family regularly or from time to time makes den.vznosy pozhertvov.v help uchebn.zaved. Kot.poseschaet 2nd pupils of the learner? If so how much you pay rub.v average for the month trained.?
rh60.3,В текущем учебн.году Ваша семья регулярно или время от времени делает ден.взносыпожертвов.в помощь учебн.завед.кот.посещает 3-й уч-ся учащийся? Если дато сколько руб.в среднем Вы платите за месяц обуч.? ,In the current uchebn.godu your family regularly or from time to time makes den.vznosy pozhertvov.v help uchebn.zaved. Kot.poseschaet 3rd pupils of the learner? If so how much you pay rub.v average for the month trained.?
rh60.4,В текущем учебн.году Ваша семья регулярно или время от времени делает ден.взносыпожертвов.в помощь учебн.завед.кот.посещает 4-й уч-ся учащийся? Если дато сколько руб.в среднем Вы платите за месяц обуч.? ,In the current uchebn.godu your family regularly or from time to time makes den.vznosy pozhertvov.v help uchebn.zaved. Kot.poseschaet 4th pupils of the learner? If so how much you pay rub.v average for the month trained.?
rh61.1,В текущем учебн.году Ваша семья регулярно или время от времени оказывает матер.помощь в неденежной форме учебному заведению которое посещает 1-й уч-ся учащийся? Если дато оцените в руб.размер этой помощи в ср.за месяц обуч.? ,In the current uchebn.godu your family regularly or occasionally provides mater.pomosch in-kind educational institutions who attends 1st pupils of the learner? If so vote in rub.razmer this month sr.za aid trained.?
rh61.2,В текущем учебн.году Ваша семья регулярно или время от времени оказывает матер.помощь в неденежной форме учебному заведению которое посещает 2-й уч-ся учащийся? Если дато оцените в руб.размер этой помощи в ср.за месяц обуч.? ,In the current uchebn.godu your family regularly or occasionally provides mater.pomosch in-kind educational institutions who attends 2nd pupils of the learner? If so vote in rub.razmer this month sr.za aid trained.?
rh61.3,В текущем учебн.году Ваша семья регулярно или время от времени оказывает матер.помощь в неденежной форме учебному заведению которое посещает 3-й уч-ся учащийся? Если дато оцените в руб.размер этой помощи в ср.за месяц обуч.? ,In the current uchebn.godu your family regularly or occasionally provides mater.pomosch in-kind educational institutions who attends 3rd pupils of the learner? If so vote in rub.razmer this month sr.za aid trained.?
rh61.4,В текущем учебн.году Ваша семья регулярно или время от времени оказывает матер.помощь в неденежной форме учебному заведению которое посещает 4-й уч-ся учащийся? Если дато оцените в руб.размер этой помощи в ср.за месяц обуч.? ,In the current uchebn.godu your family regularly or occasionally provides mater.pomosch in-kind educational institutions who attends 4th pupils of the learner? If so vote in rub.razmer this month sr.za aid trained.?
rh62.1,Где проживает 1-й учащийся? ,Home to the 1st student?
rh62.2,Где проживает 2-й учащийся? ,Home to the 2nd student?
rh62.3,Где проживает 3-й учащийся? ,Home to the third student?
rh62.4,Где проживает 4-й учащийся? ,Home to the 4th student?
rh63.1,Сколько Ваша семья платит в среднем в месяц за проживание 1-го учащегося? ,How much your family pays on average per month for accommodation 1 student?
rh63.2,Сколько Ваша семья платит в среднем в месяц за проживание 2-го учащегося? ,How much your family pays on average per month for accommodation 2nd student?
rh63.3,Сколько Ваша семья платит в среднем в месяц за проживание 3-го учащегося? ,How much your family pays on average per month for a 3rd student?
rh63.4,Сколько Ваша семья платит в среднем в месяц за проживание 4-го учащегося? ,How much your family pays on average per month for accommodation 4th student?
rh64.1,Ваша семья делает ден.и иные подарки преподав. и др.работникам учебн.заведениякот.посещает 1-й учащийсяв т.ч. и за доброжелат.отнош. при выставл.оценок?Если дато сколько руб.в средн.Вы тратите на это за месяц обуч.? ,Your family does den.i other gifts teaches. and dr.rabotnikam uchebn.zavedeniya kot.poseschaet 1st student including and for dobrozhelat.otnosh. at vystavl.otsenok? If yes how many rub.v sredn.Vy spend on it for a month to learn.?
rh64.2,Ваша семья делает ден.и иные подарки преподав. и др.работникам учебн.заведениякот.посещает 2-й учащийсяв т.ч. и за доброжелат.отнош. при выставл.оценок?Если дато сколько руб.в средн.Вы тратите на это за месяц обуч.? ,Your family does den.i other gifts teaches. and dr.rabotnikam uchebn.zavedeniya kot.poseschaet 2nd student including and for dobrozhelat.otnosh. at vystavl.otsenok? If yes how many rub.v sredn.Vy spend on it for a month to learn.?
rh64.3,Ваша семья делает ден.и иные подарки преподав. и др.работникам учебн.заведениякот.посещает 3-й учащийсяв т.ч. и за доброжелат.отнош. при выставл.оценок?Если дато сколько руб.в средн.Вы тратите на это за месяц обуч.? ,Your family does den.i other gifts teaches. and dr.rabotnikam uchebn.zavedeniya kot.poseschaet third student including and for dobrozhelat.otnosh. at vystavl.otsenok? If yes how many rub.v sredn.Vy spend on it for a month to learn.?
rh64.4,Ваша семья делает ден.и иные подарки преподав. и др.работникам учебн.заведениякот.посещает 4-й учащийсяв т.ч. и за доброжелат.отнош. при выставл.оценок?Если дато сколько руб.в средн.Вы тратите на это за месяц обуч.? ,Your family does den.i other gifts teaches. and dr.rabotnikam uchebn.zavedeniya kot.poseschaet 4th student including and for dobrozhelat.otnosh. at vystavl.otsenok? If yes how many rub.v sredn.Vy spend on it for a month to learn.?
rh65.1,Ваша семья платит кому-нибудь за помощь 1-му учащемуся  в выполнении дом. заданий подготовке письменных лаборат. или курсовых работ? Если да то сколько рублей в среднем Вы платите за эту помощь за месяц обучения? ,Your family is paying someone for help 1st student in performing house. assignments preparing written lab. or coursework? If yes how many rubles on average you pay for this assistance for the month of training?
rh65.2,Ваша семья платит кому-нибудь за помощь 2-му учащемуся  в выполнении дом. заданий подготовке письменных лаборат. или курсовых работ? Если да то сколько рублей в среднем Вы платите за эту помощь за месяц обучения? ,Your family is paying someone for help 2nd student in performing house. assignments preparing written lab. or coursework? If yes how many rubles on average you pay for this assistance for the month of training?
rh65.3,Ваша семья платит кому-нибудь за помощь 3-му учащемуся  в выполнении дом. заданий подготовке письменных лаборат. или курсовых работ? Если да то сколько рублей в среднем Вы платите за эту помощь за месяц обучения? ,Your family is paying someone for help 3rd student in performing house. assignments preparing written lab. or coursework? If yes how many rubles on average you pay for this assistance for the month of training?
rh65.4,Ваша семья платит кому-нибудь за помощь 4-му учащемуся  в выполнении дом. заданий подготовке письменных лаборат. или курсовых работ? Если да то сколько рублей в среднем Вы платите за эту помощь за месяц обучения? ,Your family is paying someone for help 4th student in performing house. assignments preparing written lab. or coursework? If yes how many rubles on average you pay for this assistance for the month of training?
rh66.1a,У Вашей семьи были еще какие-то расходысвязанные с обучением 1-го учащегося в профессиональном учебном заведении которые мы не учли? Если да то укажите что это за расходы. ,Does your family have some other costs associated with the training of the 1st student in vocational school which we have not considered? If yes please specify what kind of expenses.
rh66.1b,Сколько рублей в среднем за  месяц обучения составляют эти расходы на 1-го учащегося? ,How many rubles on average per month of study is these costs 1 student?
rh66.1c,0 - НЕ БЫЛО ДРУГИХ РАСХОДОВ СВЯЗАННЫХ С ОБУЧЕНИЕМ 1-ГО УЧАЩЕГОСЯ В ПРОФЕССИОНАЛЬНОМ УЧЕБНОМ ЗАВЕДЕНИИ ,0 - there was no other costs associated with training 1 student in vocational schools
rh66.2a,У Вашей семьи были еще какие-то расходы связанные с обучением 2-го учащегося в профессиональном учебном заведении которые мы не учли? Если да то укажите что это за расходы. ,Does your family have some other costs associated with the training of the 2nd student in vocational school which we have not considered? If yes please specify what kind of expenses.
rh66.2b,Сколько рублей в среднем за  месяц обучения составляют эти расходы на 2-го учащегося? ,How many rubles on average per month of study is these costs on the 2nd student?
rh66.2c,0 - НЕ БЫЛО ДРУГИХ РАСХОДОВ СВЯЗАННЫХ С ОБУЧЕНИЕМ 2-ГО УЧАЩЕГОСЯ В ПРОФЕССИОНАЛЬНОМ УЧЕБНОМ ЗАВЕДЕНИИ ,0 - there was no other costs associated with training 2ND STUDENT in vocational schools
rh66.3a,У Вашей семьи были еще какие-то расходы связанные с обучением 3-го учащегося в профессиональном учебном заведении которые мы не учли? Если да то укажите что это за расходы. ,Does your family have some other costs associated with the training of the 3rd student in vocational school which we have not considered? If yes please specify what kind of expenses.
rh66.3b,Сколько рублей в среднем за  месяц обучения составляют эти расходы на 3-го учащегося? ,How many rubles on average per month of study is these costs on third student?
rh66.3c,0 - НЕ БЫЛО ДРУГИХ РАСХОДОВ СВЯЗАННЫХ С ОБУЧЕНИЕМ 3-ГО УЧАЩЕГОСЯ В ПРОФЕССИОНАЛЬНОМ УЧЕБНОМ ЗАВЕДЕНИИ ,0 - there was no other costs associated with training 3RD STUDENT in vocational schools
rh66.4a,У Вашей семьи были еще какие-то расходы связанные с обучением 4-го учащегося в профессиональном учебном заведении которые мы не учли? Если да то укажите что это за расходы. ,Does your family have some other costs associated with the training of the 4th student in vocational school which we have not considered? If yes please specify what kind of expenses.
rh66.4b,Сколько рублей в среднем за  месяц обучения составляют эти расходы на 4-го учащегося? ,How many rubles on average per month of study is these costs on the 4th student?
rh66.4c,0 - НЕ БЫЛО ДРУГИХ РАСХОДОВ СВЯЗАННЫХ С ОБУЧЕНИЕМ 4-ГО УЧАЩЕГОСЯ В ПРОФЕССИОНАЛЬНОМ УЧЕБНОМ ЗАВЕДЕНИИ ,0 - there was no other costs associated with training 4TH STUDENT in vocational schools
rh67,Кто-то из членов Вашей семьи в последние 12 месяцев готовился к поступлению в профессиональное учебное заведение но по каким-то причинам не поступил или не начал обучение? ,Someone in your family in the last 12 months preparing to enter the professional educational institution but for some reason did not or has not started training?
rh68.1b,Номер 1-го не поступившего в проф.учебное заведение в карточке домохозяйства. ,Number of 1st prof.uchebnoe not released to the institution in the card of the household.
rh68.2b,Номер 2-го не поступившего в проф.учебное заведение в карточке домохозяйства. ,Number of 2nd prof.uchebnoe not released to the institution in the card of the household.
rh68.3b,Номер 3-го не поступившего в проф.учебное заведение в карточке домохозяйства. ,Number of 3rd prof.uchebnoe not released to the institution in the card of the household.
rh68.1c,Куда готовился поступать? 1-й не поступивший: ,Where are prepared to do? 1st not proceed:
rh68.2c,Куда готовился поступать? 2-й не поступивший: ,Where are prepared to do? 2nd not proceed:
rh68.3c,Куда готовился поступать? 3-й не поступивший: ,Where are prepared to do? 3rd not proceed:
rh691.1,0 - НЕ БЫЛО РАСХОДОВ СВЯЗАННЫХ С ПОДГОТОВКОЙ К ПОСТУПЛЕНИЮ 1-ГО НЕ ПОСТУПИВШЕГО В ПРОФЕССИОН.УЧЕБНОЕ ЗАВЕДЕНИЕ ,0 - there was COSTS ASSOCIATED WITH preparation for entry 1ST NOT Received PROFESSION.UCHEBNOE INSTITUTION
rh6911.1,В последние 12 месяцев у Вашей семьи были расходы связанные с подготовкой к поступлению 1-го не поступившего в профессион.учебное заведение? Плата за подготовительные курсы при школе для подготовки к ЕГЭ ,In the last 12 months of your family were the costs associated with the preparation for entering the 1st is not received profession.uchebnoe institution? Fee for training courses at the school to prepare for the exam
rh6921.1,Оцените Ваши затраты в рублях: Плата за подготовительные курсы при школе для подготовки к ЕГЭ ,Estimate your costs in rubles: Fee for training courses at the school to prepare for the exam
rh6911.2,В последние 12 месяцев у Вашей семьи были расходы связанные с подготовкой к поступлению 1-го не поступившего в профессион.учебное заведение? Плата за подготовительные курсы в учебном заведении в которое поступал(а) ,In the last 12 months of your family were the costs associated with the preparation for entering the 1st is not received profession.uchebnoe institution? Fee for training courses at the institution which receives (a)
rh6921.2,Оцените Ваши затраты в рублях: Плата за подготовительные курсы в учебном заведении в которое поступал ,Estimate your costs in rubles: Fee for training courses at the institution which receives
rh6911.3,В последние 12 месяцев у Вашей семьи были расходы связанные с подготовкой к поступлению 1-го не поступившего в профессион.учебное заведение? Плата за подготовительные курсы в других учебных заведениях ,In the last 12 months of your family were the costs associated with the preparation for entering the 1st is not received profession.uchebnoe institution? Fee for training courses at other institutions
rh6921.3,Оцените Ваши затраты в рублях: Плата за подготовительные курсы в других учебных заведениях ,Estimate your costs in rubles: Fee for preparatory courses at other institutions
rh6911.4,В последние 12 месяцев у Вашей семьи были расходы связанные с подготовкой к поступлению 1-го не поступившего в профессион.учебное заведение? Плата за занятия с репетиторами для подготовки к поступлению ,In the last 12 months of your family were the costs associated with the preparation for entering the 1st is not received profession.uchebnoe institution? Fee for tutoring to prepare for entry
